VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR
550 1000 300 1200 50 250 400 298 11506 13017 424 7473 10110
550 1000 300 1200 50 275 0 260 4422 5207 371 1595 2023
550 1000 300 1200 50 275 100 269 6073 7504 383 2948 4468
550 1000 300 1200 50 275 200 279 7795 9516 396 4362 6533
550 1000 300 1200 50 275 300 289 9603 11339 410 5878 8402
550 1000 300 1200 50 275 400 300 11503 13017 424 7473 10110
550 1000 300 1200 50 300 0 262 4420 5207 371 1595 2023
550 1000 300 1200 50 300 100 271 6070 7504 383 2948 4468
550 1000 300 1200 50 300 200 281 7792 9516 396 4362 6533
550 1000 300 1200 50 300 300 291 9600 11339 410 5878 8402
550 1000 300 1200 50 300 400 302 11500 13017 424 7473 10110
550 1000 300 1200 60 200 0 257 4454 5207 374 1611 2023
550 1000 300 1200 60 200 100 266 6109 7504 386 2967 4468
550 1000 300 1200 60 200 200 276 7835 9516 400 4386 6533
550 1000 300 1200 60 200 300 286 9648 11339 413 5906 8402
550 1000 300 1200 60 200 400 296 11553 13017 428 7505 10110
550 1000 300 1200 60 225 0 258 4452 5207 374 1611 2023
550 1000 300 1200 60 225 100 268 6106 7504 387 2967 4468
550 1000 300 1200 60 225 200 277 7832 9516 400 4386 6533
550 1000 300 1200 60 225 300 287 9645 11339 413 5906 8402
550 1000 300 1200 60 225 400 298 11549 13017 428 7505 10110
550 1000 300 1200 60 250 0 260 4449 5207 374 1611 2023
550 1000 300 1200 60 250 100 269 6103 7504 387 2967 4468
550 1000 300 1200 60 250 200 279 7829 9516 400 4386 6533
550 1000 300 1200 60 250 300 289 9641 11339 413 5906 8402
550 1000 300 1200 60 250 400 300 11546 13017 428 7505 10110
550 1000 300 1200 60 275 0 261 4446 5207 374 1611 2023
550 1000 300 1200 60 275 100 271 6100 7504 387 2967 4468
550 1000 300 1200 60 275 200 281 7826 9516 400 4386 6533
550 1000 300 1200 60 275 300 291 9638 11339 413 5906 8402
550 1000 300 1200 60 275 400 302 11543 13017 428 7505 10110
550 1000 300 1200 60 300 0 263 4444 5207 374 1611 2023
550 1000 300 1200 60 300 100 272 6097 7504 387 2967 4468
550 1000 300 1200 60 300 200 282 7822 9516 400 4386 6533
550 1000 300 1200 60 300 300 293 9635 11339 413 5906 8402
550 1000 300 1200 60 300 400 303 11539 13017 428 7505 10110
550 1000 300 1200 70 200 0 258 4477 5207 377 1625 2023
550 1000 300 1200 70 200 100 267 6134 7504 390 2985 4468
550 1000 300 1200 70 200 200 277 7864 9516 403 4407 6533
550 1000 300 1200 70 200 300 287 9680 11339 417 5931 8402
550 1000 300 1200 70 200 400 298 11589 13017 432 7534 10110
550 1000 300 1200 70 225 0 260 4474 5207 377 1625 2023
550 1000 300 1200 70 225 100 269 6132 7504 390 2985 4468
550 1000 300 1200 70 225 200 279 7861 9516 403 4407 6533
550 1000 300 1200 70 225 300 289 9677 11339 417 5931 8402
550 1000 300 1200 70 225 400 299 11585 13017 432 7534 10110
550 1000 300 1200 70 250 0 261 4471 5207 377 1625 2023
550 1000 300 1200 70 250 100 271 6129 7504 390 2985 4468
550 1000 300 1200 70 250 200 280 7858 9516 403 4407 6533
550 1000 300 1200 70 250 300 291 9674 11339 417 5931 8402
550 1000 300 1200 70 250 400 301 11582 13017 432 7534 10110
550 1000 300 1200 70 275 0 263 4469 5207 377 1625 2023
550 1000 300 1200 70 275 100 272 6126 7504 390 2985 4468
550 1000 300 1200 70 275 200 282 7854 9516 403 4407 6533
550 1000 300 1200 70 275 300 292 9671 11339 417 5931 8402
550 1000 300 1200 70 275 400 303 11579 13017 432 7534 10110
550 1000 300 1200 70 300 0 264 4466 5207 377 1625 2023
550 1000 300 1200 70 300 100 274 6123 7504 390 2985 4468
550 1000 300 1200 70 300 200 284 7852 9516 403 4407 6533
550 1000 300 1200 70 300 300 294 9668 11339 417 5931 8402
550 1000 300 1200 70 300 400 305 11575 13017 432 7534 10110
550 1000 300 1400 10 200 0 248 4030 5207 349 1408 2023
550 1000 300 1400 10 200 100 257 5350 7504 361 2451 4468
550 1000 300 1400 10 200 200 266 6771 9516 373 3581 6533
550 1000 300 1400 10 200 300 276 8300 11339 386 4834 8402
550 1000 300 1400 10 200 400 286 9942 13017 400 6179 10110
550 1000 300 1400 10 225 0 250 4027 5207 350 1408 2023
550 1000 300 1400 10 225 100 259 5347 7504 361 2451 4468
550 1000 300 1400 10 225 200 268 6768 9516 373 3581 6533
550 1000 300 1400 10 225 300 278 8297 11339 386 4834 8402
550 1000 300 1400 10 225 400 288 9939 13017 400 6179 10110
550 1000 300 1400 10 250 0 251 4025 5207 350 1408 2023
550 1000 300 1400 10 250 100 260 5345 7504 361 2451 4468
550 1000 300 1400 10 250 200 270 6765 9516 373 3581 6533
550 1000 300 1400 10 250 300 279 8294 11339 386 4834 8402
550 1000 300 1400 10 250 400 290 9935 13017 400 6179 10110
550 1000 300 1400 10 275 0 253 4022 5207 350 1408 2023
550 1000 300 1400 10 275 100 262 5342 7504 361 2451 4468
550 1000 300 1400 10 275 200 271 6762 9516 374 3581 6533
550 1000 300 1400 10 275 300 281 8291 11339 387 4833 8402
550 1000 300 1400 10 275 400 291 9932 13017 400 6179 10110
550 1000 300 1400 10 300 0 254 4020 5207 350 1408 2023
550 1000 300 1400 10 300 100 263 5339 7504 361 2451 4468
550 1000 300 1400 10 300 200 273 6759 9516 374 3581 6533
550 1000 300 1400 10 300 300 283 8288 11339 387 4833 8402
550 1000 300 1400 10 300 400 293 9929 13017 400 6179 10110
550 1000 300 1400 20 200 0 250 4066 5207 356 1436 2023
550 1000 300 1400 20 200 100 259 5392 7504 368 2486 4468
550 1000 300 1400 20 200 200 269 6819 9516 381 3624 6533
550 1000 300 1400 20 200 300 279 8355 11339 394 4885 8402
550 1000 300 1400 20 200 400 289 10003 13017 408 6239 10110
550 1000 300 1400 20 225 0 252 4063 5207 356 1436 2023
550 1000 300 1400 20 225 100 261 5389 7504 368 2486 4468
550 1000 300 1400 20 225 200 270 6816 9516 381 3624 6533
550 1000 300 1400 20 225 300 280 8352 11339 394 4885 8402
550 1000 300 1400 20 225 400 290 10000 13017 408 6239 10110
550 1000 300 1400 20 250 0 253 4061 5207 356 1436 2023
550 1000 300 1400 20 250 100 262 5386 7504 368 2486 4468
550 1000 300 1400 20 250 200 272 6813 9516 381 3624 6533
550 1000 300 1400 20 250 300 282 8349 11339 394 4884 8402
550 1000 300 1400 20 250 400 292 9996 13017 408 6239 10110
550 1000 300 1400 20 275 0 255 4058 5207 357 1436 2023
550 1000 300 1400 20 275 100 264 5384 7504 368 2486 4468
550 1000 300 1400 20 275 200 274 6809 9516 381 3624 6533
550 1000 300 1400 20 275 300 284 8346 11339 394 4884 8402
550 1000 300 1400 20 275 400 294 9993 13017 408 6239 10110
550 1000 300 1400 20 300 0 256 4056 5207 357 1436 2023
550 1000 300 1400 20 300 100 266 5381 7504 368 2486 4468
550 1000 300 1400 20 300 200 275 6807 9516 381 3624 6533
550 1000 300 1400 20 300 300 285 8343 11339 394 4884 8402
550 1000 300 1400 20 300 400 296 9990 13017 408 6239 10110
550 1000 300 1400 30 200 0 252 4096 5207 362 1458 2023
550 1000 300 1400 30 200 100 261 5427 7504 374 2513 4468
550 1000 300 1400 30 200 200 271 6859 9516 387 3658 6533
550 1000 300 1400 30 200 300 281 8400 11339 400 4923 8402
550 1000 300 1400 30 200 400 291 10053 13017 413 6283 10110
550 1000 300 1400 30 225 0 254 4093 5207 362 1457 2023
550 1000 300 1400 30 225 100 263 5424 7504 374 2513 4468
550 1000 300 1400 30 225 200 272 6856 9516 387 3657 6533
550 1000 300 1400 30 225 300 282 8397 11339 400 4923 8402
550 1000 300 1400 30 225 400 293 10050 13017 413 6283 10110
550 1000 300 1400 30 250 0 255 4091 5207 362 1457 2023
550 1000 300 1400 30 250 100 264 5422 7504 374 2513 4468
550 1000 300 1400 30 250 200 274 6852 9516 387 3657 6533
550 1000 300 1400 30 250 300 284 8394 11339 400 4923 8402
550 1000 300 1400 30 250 400 294 10047 13017 413 6283 10110
550 1000 300 1400 30 275 0 257 4089 5207 362 1457 2023
550 1000 300 1400 30 275 100 266 5419 7504 374 2513 4468
550 1000 300 1400 30 275 200 276 6850 9516 387 3657 6533
550 1000 300 1400 30 275 300 286 8391 11339 400 4923 8402
550 1000 300 1400 30 275 400 296 10044 13017 413 6283 10110
550 1000 300 1400 30 300 0 258 4086 5207 362 1457 2023
550 1000 300 1400 30 300 100 268 5416 7504 374 2513 4468
550 1000 300 1400 30 300 200 277 6847 9516 387 3657 6533
550 1000 300 1400 30 300 300 287 8388 11339 400 4923 8402
550 1000 300 1400 30 300 400 298 10041 13017 413 6283 10110
550 1000 300 1400 40 200 0 254 4124 5207 366 1476 2023
550 1000 300 1400 40 200 100 263 5458 7504 379 2536 4468
550 1000 300 1400 40 200 200 273 6894 9516 391 3685 6533
550 1000 300 1400 40 200 300 283 8439 11339 405 4955 8402
550 1000 300 1400 40 200 400 293 10097 13017 419 6322 10110
550 1000 300 1400 40 225 0 255 4121 5207 366 1476 2023
550 1000 300 1400 40 225 100 265 5455 7504 379 2536 4468
550 1000 300 1400 40 225 200 274 6891 9516 392 3685 6533
550 1000 300 1400 40 225 300 284 8436 11339 405 4955 8402
550 1000 300 1400 40 225 400 295 10094 13017 419 6322 10110
550 1000 300 1400 40 250 0 257 4118 5207 366 1476 2023
550 1000 300 1400 40 250 100 266 5453 7504 379 2536 4468
550 1000 300 1400 40 250 200 276 6888 9516 392 3685 6533
550 1000 300 1400 40 250 300 286 8433 11339 405 4955 8402
550 1000 300 1400 40 250 400 296 10091 13017 419 6322 10110
550 1000 300 1400 40 275 0 258 4116 5207 367 1476 2023
550 1000 300 1400 40 275 100 268 5450 7504 379 2536 4468
550 1000 300 1400 40 275 200 277 6884 9516 392 3685 6533
550 1000 300 1400 40 275 300 288 8430 11339 405 4955 8402
550 1000 300 1400 40 275 400 298 10088 13017 419 6322 10110
550 1000 300 1400 40 300 0 260 4113 5207 367 1476 2023
550 1000 300 1400 40 300 100 269 5447 7504 379 2535 4468
550 1000 300 1400 40 300 200 279 6882 9516 392 3684 6533
550 1000 300 1400 40 300 300 289 8427 11339 405 4955 8402
550 1000 300 1400 40 300 400 300 10085 13017 419 6322 10110
550 1000 300 1400 50 200 0 255 4148 5207 370 1492 2023
550 1000 300 1400 50 200 100 265 5486 7504 383 2555 4468
550 1000 300 1400 50 200 200 274 6925 9516 396 3708 6533
550 1000 300 1400 50 200 300 284 8474 11339 409 4983 8402
550 1000 300 1400 50 200 400 295 10137 13017 424 6354 10110
550 1000 300 1400 50 225 0 257 4146 5207 370 1492 2023
550 1000 300 1400 50 225 100 266 5483 7504 383 2555 4468
550 1000 300 1400 50 225 200 276 6922 9516 396 3708 6533
550 1000 300 1400 50 225 300 286 8471 11339 410 4983 8402
550 1000 300 1400 50 225 400 296 10134 13017 424 6354 10110
550 1000 300 1400 50 250 0 258 4143 5207 370 1492 2023
550 1000 300 1400 50 250 100 268 5480 7504 383 2555 4468
550 1000 300 1400 50 250 200 278 6920 9516 396 3708 6533
550 1000 300 1400 50 250 300 288 8468 11339 410 4983 8402
550 1000 300 1400 50 250 400 298 10131 13017 424 6354 10110
550 1000 300 1400 50 275 0 260 4141 5207 371 1492 2023
550 1000 300 1400 50 275 100 269 5478 7504 383 2555 4468
550 1000 300 1400 50 275 200 279 6916 9516 396 3708 6533
550 1000 300 1400 50 275 300 289 8466 11339 410 4983 8402
550 1000 300 1400 50 275 400 300 10127 13017 424 6354 10110
550 1000 300 1400 50 300 0 262 4138 5207 371 1492 2023
550 1000 300 1400 50 300 100 271 5475 7504 383 2555 4468
550 1000 300 1400 50 300 200 281 6913 9516 396 3708 6533
550 1000 300 1400 50 300 300 291 8463 11339 410 4983 8402
550 1000 300 1400 50 300 400 302 10124 13017 424 6354 10110
550 1000 300 1400 60 200 0 257 4171 5207 374 1507 2023
550 1000 300 1400 60 200 100 266 5511 7504 386 2573 4468
550 1000 300 1400 60 200 200 276 6954 9516 400 3728 6533
550 1000 300 1400 60 200 300 286 8506 11339 413 5008 8402
550 1000 300 1400 60 200 400 296 10173 13017 428 6383 10110
550 1000 300 1400 60 225 0 258 4168 5207 374 1507 2023
550 1000 300 1400 60 225 100 268 5509 7504 387 2573 4468
550 1000 300 1400 60 225 200 277 6951 9516 400 3728 6533
550 1000 300 1400 60 225 300 287 8504 11339 413 5008 8402
550 1000 300 1400 60 225 400 298 10169 13017 428 6383 10110
550 1000 300 1400 60 250 0 260 4166 5207 374 1507 2023
550 1000 300 1400 60 250 100 269 5506 7504 387 2573 4468
550 1000 300 1400 60 250 200 279 6948 9516 400 3728 6533
550 1000 300 1400 60 250 300 289 8501 11339 413 5008 8402
550 1000 300 1400 60 250 400 300 10166 13017 428 6383 10110
550 1000 300 1400 60 275 0 261 4163 5207 374 1506 2023
550 1000 300 1400 60 275 100 271 5503 7504 387 2573 4468
550 1000 300 1400 60 275 200 281 6945 9516 400 3728 6533
550 1000 300 1400 60 275 300 291 8498 11339 413 5008 8402
550 1000 300 1400 60 275 400 302 10163 13017 428 6383 10110
550 1000 300 1400 60 300 0 263 4161 5207 374 1506 2023
550 1000 300 1400 60 300 100 272 5501 7504 387 2573 4468
550 1000 300 1400 60 300 200 282 6943 9516 400 3728 6533
550 1000 300 1400 60 300 300 293 8495 11339 413 5008 8402
550 1000 300 1400 60 300 400 303 10160 13017 428 6383 10110
550 1000 300 1400 70 200 0 258 4192 5207 377 1520 2023
550 1000 300 1400 70 200 100 267 5535 7504 390 2589 4468
550 1000 300 1400 70 200 200 277 6980 9516 403 3748 6533
550 1000 300 1400 70 200 300 287 8536 11339 417 5030 8402
550 1000 300 1400 70 200 400 298 10205 13017 432 6408 10110
550 1000 300 1400 70 225 0 260 4189 5207 377 1520 2023
550 1000 300 1400 70 225 100 269 5532 7504 390 2589 4468
550 1000 300 1400 70 225 200 279 6977 9516 403 3748 6533
550 1000 300 1400 70 225 300 289 8533 11339 417 5030 8402
550 1000 300 1400 70 225 400 299 10202 13017 432 6408 10110
550 1000 300 1400 70 250 0 261 4187 5207 377 1520 2023
550 1000 300 1400 70 250 100 271 5530 7504 390 2589 4468
550 1000 300 1400 70 250 200 280 6975 9516 403 3748 6533
550 1000 300 1400 70 250 300 291 8530 11339 417 5030 8402
550 1000 300 1400 70 250 400 301 10199 13017 432 6408 10110
550 1000 300 1400 70 275 0 263 4184 5207 377 1520 2023
550 1000 300 1400 70 275 100 272 5527 7504 390 2589 4468
550 1000 300 1400 70 275 200 282 6972 9516 403 3748 6533
550 1000 300 1400 70 275 300 292 8527 11339 417 5030 8402
550 1000 300 1400 70 275 400 303 10196 13017 432 6408 10110
550 1000 300 1400 70 300 0 264 4182 5207 377 1520 2023
550 1000 300 1400 70 300 100 274 5524 7504 390 2589 4468
550 1000 300 1400 70 300 200 284 6969 9516 403 3748 6533
550 1000 300 1400 70 300 300 294 8524 11339 417 5030 8402
550 1000 300 1400 70 300 400 305 10193 13017 432 6408 10110
550 1000 300 1600 10 200 0 248 3654 5207 349 1274 2023
550 1000 300 1600 10 200 100 257 4625 7504 361 2020 4468
550 1000 300 1600 10 200 200 266 5732 9516 373 2885 6533
550 1000 300 1600 10 200 300 276 6976 11339 386 3889 8402
550 1000 300 1600 10 200 400 286 8357 13017 400 5010 10110
550 1000 300 1600 10 225 0 250 3651 5207 350 1274 2023
550 1000 300 1600 10 225 100 259 4623 7504 361 2020 4468
550 1000 300 1600 10 225 200 268 5729 9516 373 2885 6533
550 1000 300 1600 10 225 300 278 6973 11339 386 3889 8402
550 1000 300 1600 10 225 400 288 8354 13017 400 5010 10110
550 1000 300 1600 10 250 0 251 3649 5207 350 1274 2023
550 1000 300 1600 10 250 100 260 4620 7504 361 2020 4468
550 1000 300 1600 10 250 200 270 5727 9516 373 2885 6533
550 1000 300 1600 10 250 300 279 6970 11339 386 3889 8402
550 1000 300 1600 10 250 400 290 8351 13017 400 5010 10110
550 1000 300 1600 10 275 0 253 3647 5207 350 1274 2023
550 1000 300 1600 10 275 100 262 4618 7504 361 2020 4468
550 1000 300 1600 10 275 200 271 5724 9516 374 2885 6533
550 1000 300 1600 10 275 300 281 6968 11339 387 3889 8402
550 1000 300 1600 10 275 400 291 8348 13017 400 5010 10110
550 1000 300 1600 10 300 0 254 3644 5207 350 1274 2023
550 1000 300 1600 10 300 100 263 4615 7504 361 2020 4468
550 1000 300 1600 10 300 200 273 5721 9516 374 2885 6533
550 1000 300 1600 10 300 300 283 6965 11339 387 3889 8402
550 1000 300 1600 10 300 400 293 8345 13017 400 5010 10110
550 1000 300 1600 20 200 0 250 3685 5207 356 1299 2023
550 1000 300 1600 20 200 100 259 4662 7504 368 2052 4468
550 1000 300 1600 20 200 200 269 5773 9516 381 2921 6533
550 1000 300 1600 20 200 300 279 7023 11339 394 3932 8402
550 1000 300 1600 20 200 400 289 8410 13017 408 5061 10110
550 1000 300 1600 20 225 0 252 3684 5207 356 1299 2023
550 1000 300 1600 20 225 100 261 4660 7504 368 2052 4468
550 1000 300 1600 20 225 200 270 5771 9516 381 2921 6533
550 1000 300 1600 20 225 300 280 7020 11339 394 3932 8402
550 1000 300 1600 20 225 400 290 8407 13017 408 5061 10110
550 1000 300 1600 20 250 0 253 3682 5207 356 1299 2023
550 1000 300 1600 20 250 100 262 4657 7504 368 2052 4468
550 1000 300 1600 20 250 200 272 5768 9516 381 2921 6533
550 1000 300 1600 20 250 300 282 7018 11339 394 3932 8402
550 1000 300 1600 20 250 400 292 8404 13017 408 5061 10110
550 1000 300 1600 20 275 0 255 3679 5207 357 1299 2023
550 1000 300 1600 20 275 100 264 4655 7504 368 2052 4468
550 1000 300 1600 20 275 200 274 5766 9516 381 2921 6533
550 1000 300 1600 20 275 300 284 7015 11339 394 3932 8402
550 1000 300 1600 20 275 400 294 8401 13017 408 5061 10110
550 1000 300 1600 20 300 0 256 3676 5207 357 1299 2023
550 1000 300 1600 20 300 100 266 4652 7504 368 2052 4468
550 1000 300 1600 20 300 200 275 5763 9516 381 2921 6533
550 1000 300 1600 20 300 300 285 7012 11339 394 3932 8402
550 1000 300 1600 20 300 400 296 8398 13017 408 5061 10110
550 1000 300 1600 30 200 0 252 3714 5207 362 1319 2023
550 1000 300 1600 30 200 100 261 4693 7504 374 2075 4468
550 1000 300 1600 30 200 200 271 5809 9516 387 2949 6533
550 1000 300 1600 30 200 300 281 7063 11339 400 3966 8402
550 1000 300 1600 30 200 400 291 8454 13017 413 5100 10110
550 1000 300 1600 30 225 0 254 3712 5207 362 1319 2023
550 1000 300 1600 30 225 100 263 4691 7504 374 2075 4468
550 1000 300 1600 30 225 200 272 5806 9516 387 2949 6533
550 1000 300 1600 30 225 300 282 7060 11339 400 3966 8402
550 1000 300 1600 30 225 400 293 8451 13017 413 5100 10110
550 1000 300 1600 30 250 0 255 3710 5207 362 1319 2023
550 1000 300 1600 30 250 100 264 4688 7504 374 2075 4468
550 1000 300 1600 30 250 200 274 5803 9516 387 2949 6533
550 1000 300 1600 30 250 300 284 7056 11339 400 3966 8402
550 1000 300 1600 30 250 400 294 8448 13017 413 5100 10110
550 1000 300 1600 30 275 0 257 3707 5207 362 1319 2023
550 1000 300 1600 30 275 100 266 4686 7504 374 2075 4468
550 1000 300 1600 30 275 200 276 5801 9516 387 2949 6533
550 1000 300 1600 30 275 300 286 7054 11339 400 3966 8402
550 1000 300 1600 30 275 400 296 8445 13017 413 5099 10110
550 1000 300 1600 30 300 0 258 3705 5207 362 1319 2023
550 1000 300 1600 30 300 100 268 4684 7504 374 2075 4468
550 1000 300 1600 30 300 200 277 5798 9516 387 2949 6533
550 1000 300 1600 30 300 300 287 7052 11339 400 3966 8402
550 1000 300 1600 30 300 400 298 8442 13017 413 5099 10110
550 1000 300 1600 40 200 0 254 3739 5207 366 1336 2023
550 1000 300 1600 40 200 100 263 4721 7504 379 2095 4468
550 1000 300 1600 40 200 200 273 5839 9516 391 2972 6533
550 1000 300 1600 40 200 300 283 7097 11339 405 3994 8402
550 1000 300 1600 40 200 400 293 8492 13017 419 5132 10110
550 1000 300 1600 40 225 0 255 3735 5207 366 1336 2023
550 1000 300 1600 40 225 100 265 4718 7504 379 2095 4468
550 1000 300 1600 40 225 200 274 5837 9516 392 2972 6533
