VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR
600 1000 300 1200 30 300 0 262 4821 5207 365 1723 2023
600 1000 300 1200 30 300 100 273 6616 7504 379 3148 4468
600 1000 300 1200 30 300 200 285 8500 9516 394 4660 6533
600 1000 300 1200 30 300 300 297 10491 11339 410 6297 8402
600 1000 300 1200 30 300 400 309 12591 13017 427 8035 10110
600 1000 300 1200 40 200 0 257 4867 5207 369 1747 2023
600 1000 300 1200 40 200 100 268 6668 7504 384 3178 4468
600 1000 300 1200 40 200 200 280 8560 9516 398 4695 6533
600 1000 300 1200 40 200 300 291 10557 11339 415 6340 8402
600 1000 300 1200 40 200 400 304 12664 13017 432 8083 10110
600 1000 300 1200 40 225 0 259 4864 5207 369 1747 2023
600 1000 300 1200 40 225 100 270 6665 7504 384 3178 4468
600 1000 300 1200 40 225 200 282 8556 9516 398 4695 6533
600 1000 300 1200 40 225 300 293 10553 11339 415 6340 8402
600 1000 300 1200 40 225 400 306 12659 13017 432 8083 10110
600 1000 300 1200 40 250 0 261 4861 5207 369 1747 2023
600 1000 300 1200 40 250 100 272 6662 7504 384 3178 4468
600 1000 300 1200 40 250 200 283 8552 9516 398 4695 6533
600 1000 300 1200 40 250 300 295 10550 11339 415 6340 8402
600 1000 300 1200 40 250 400 308 12656 13017 432 8083 10110
600 1000 300 1200 40 275 0 262 4857 5207 369 1747 2023
600 1000 300 1200 40 275 100 274 6658 7504 384 3178 4468
600 1000 300 1200 40 275 200 285 8549 9516 398 4694 6533
600 1000 300 1200 40 275 300 297 10546 11339 415 6340 8402
600 1000 300 1200 40 275 400 309 12652 13017 432 8083 10110
600 1000 300 1200 40 300 0 264 4854 5207 369 1747 2023
600 1000 300 1200 40 300 100 275 6655 7504 384 3178 4468
600 1000 300 1200 40 300 200 287 8545 9516 398 4694 6533
600 1000 300 1200 40 300 300 299 10542 11339 415 6339 8402
600 1000 300 1200 40 300 400 311 12648 13017 432 8083 10110
600 1000 300 1200 50 200 0 259 4897 5207 373 1767 2023
600 1000 300 1200 50 200 100 270 6704 7504 388 3203 4468
600 1000 300 1200 50 200 200 281 8600 9516 404 4725 6533
600 1000 300 1200 50 200 300 293 10602 11339 420 6376 8402
600 1000 300 1200 50 200 400 306 12715 13017 437 8126 10110
600 1000 300 1200 50 225 0 261 4894 5207 374 1767 2023
600 1000 300 1200 50 225 100 272 6700 7504 388 3203 4468
600 1000 300 1200 50 225 200 283 8596 9516 404 4725 6533
600 1000 300 1200 50 225 300 295 10599 11339 420 6376 8402
600 1000 300 1200 50 225 400 307 12711 13017 437 8126 10110
600 1000 300 1200 50 250 0 262 4891 5207 374 1767 2023
600 1000 300 1200 50 250 100 274 6697 7504 388 3203 4468
600 1000 300 1200 50 250 200 285 8592 9516 404 4725 6533
600 1000 300 1200 50 250 300 297 10595 11339 420 6375 8402
600 1000 300 1200 50 250 400 309 12706 13017 437 8126 10110
600 1000 300 1200 50 275 0 264 4888 5207 374 1767 2023
600 1000 300 1200 50 275 100 275 6693 7504 388 3203 4468
600 1000 300 1200 50 275 200 287 8589 9516 404 4725 6533
600 1000 300 1200 50 275 300 299 10591 11339 420 6375 8402
600 1000 300 1200 50 275 400 311 12703 13017 437 8126 10110
600 1000 300 1200 50 300 0 266 4885 5207 374 1767 2023
600 1000 300 1200 50 300 100 277 6690 7504 388 3203 4468
600 1000 300 1200 50 300 200 289 8585 9516 404 4725 6533
600 1000 300 1200 50 300 300 301 10587 11339 420 6375 8402
600 1000 300 1200 50 300 400 313 12699 13017 437 8126 10110
600 1000 300 1200 60 200 0 261 4925 5207 377 1785 2023
600 1000 300 1200 60 200 100 272 6736 7504 392 3225 4468
600 1000 300 1200 60 200 200 283 8636 9516 408 4752 6533
600 1000 300 1200 60 200 300 295 10643 11339 424 6407 8402
600 1000 300 1200 60 200 400 307 12761 13017 441 8162 10110
600 1000 300 1200 60 225 0 262 4922 5207 377 1785 2023
600 1000 300 1200 60 225 100 273 6732 7504 392 3225 4468
600 1000 300 1200 60 225 200 285 8632 9516 408 4752 6533
600 1000 300 1200 60 225 300 297 10640 11339 424 6407 8402
600 1000 300 1200 60 225 400 309 12756 13017 441 8162 10110
600 1000 300 1200 60 250 0 264 4919 5207 377 1785 2023
600 1000 300 1200 60 250 100 275 6729 7504 392 3225 4468
600 1000 300 1200 60 250 200 287 8629 9516 408 4751 6533
600 1000 300 1200 60 250 300 299 10636 11339 424 6407 8402
600 1000 300 1200 60 250 400 311 12753 13017 441 8162 10110
600 1000 300 1200 60 275 0 266 4916 5207 377 1785 2023
600 1000 300 1200 60 275 100 277 6725 7504 392 3225 4468
600 1000 300 1200 60 275 200 289 8625 9516 408 4751 6533
600 1000 300 1200 60 275 300 301 10632 11339 424 6407 8402
600 1000 300 1200 60 275 400 313 12749 13017 441 8162 10110
600 1000 300 1200 60 300 0 267 4913 5207 377 1785 2023
600 1000 300 1200 60 300 100 279 6722 7504 392 3225 4468
600 1000 300 1200 60 300 200 290 8622 9516 408 4751 6533
600 1000 300 1200 60 300 300 303 10628 11339 425 6407 8402
600 1000 300 1200 60 300 400 315 12745 13017 442 8162 10110
600 1000 300 1200 70 200 0 262 4951 5207 381 1801 2023
600 1000 300 1200 70 200 100 273 6765 7504 396 3245 4468
600 1000 300 1200 70 200 200 285 8670 9516 412 4776 6533
600 1000 300 1200 70 200 300 297 10681 11339 428 6436 8402
600 1000 300 1200 70 200 400 309 12803 13017 445 8196 10110
600 1000 300 1200 70 225 0 264 4948 5207 381 1801 2023
600 1000 300 1200 70 225 100 275 6762 7504 396 3245 4468
600 1000 300 1200 70 225 200 286 8666 9516 412 4776 6533
600 1000 300 1200 70 225 300 298 10677 11339 428 6436 8402
600 1000 300 1200 70 225 400 311 12799 13017 445 8196 10110
600 1000 300 1200 70 250 0 265 4945 5207 381 1801 2023
600 1000 300 1200 70 250 100 277 6758 7504 396 3245 4468
600 1000 300 1200 70 250 200 288 8662 9516 412 4776 6533
600 1000 300 1200 70 250 300 300 10674 11339 428 6436 8402
600 1000 300 1200 70 250 400 313 12795 13017 445 8196 10110
600 1000 300 1200 70 275 0 267 4942 5207 381 1801 2023
600 1000 300 1200 70 275 100 278 6755 7504 396 3245 4468
600 1000 300 1200 70 275 200 290 8659 9516 412 4776 6533
600 1000 300 1200 70 275 300 302 10670 11339 428 6436 8402
600 1000 300 1200 70 275 400 315 12791 13017 446 8196 10110
600 1000 300 1200 70 300 0 269 4938 5207 381 1801 2023
600 1000 300 1200 70 300 100 280 6752 7504 396 3245 4468
600 1000 300 1200 70 300 200 292 8655 9516 412 4776 6533
600 1000 300 1200 70 300 300 304 10666 11339 428 6436 8402
600 1000 300 1200 70 300 400 317 12787 13017 446 8196 10110
600 1000 300 1400 10 200 0 251 4435 5207 352 1551 2023
600 1000 300 1400 10 200 100 262 5771 7504 365 2588 4468
600 1000 300 1400 10 200 200 273 7248 9516 380 3751 6533
600 1000 300 1400 10 200 300 284 8870 11339 395 5070 8402
600 1000 300 1400 10 200 400 296 10634 13017 411 6512 10110
600 1000 300 1400 10 225 0 253 4432 5207 352 1551 2023
600 1000 300 1400 10 225 100 264 5768 7504 365 2588 4468
600 1000 300 1400 10 225 200 275 7244 9516 380 3750 6533
600 1000 300 1400 10 225 300 286 8866 11339 395 5070 8402
600 1000 300 1400 10 225 400 298 10630 13017 411 6512 10110
600 1000 300 1400 10 250 0 255 4429 5207 352 1551 2023
600 1000 300 1400 10 250 100 265 5764 7504 366 2588 4468
600 1000 300 1400 10 250 200 276 7241 9516 380 3750 6533
600 1000 300 1400 10 250 300 288 8863 11339 395 5070 8402
600 1000 300 1400 10 250 400 300 10627 13017 411 6512 10110
600 1000 300 1400 10 275 0 256 4426 5207 352 1551 2023
600 1000 300 1400 10 275 100 267 5761 7504 366 2588 4468
600 1000 300 1400 10 275 200 278 7237 9516 380 3750 6533
600 1000 300 1400 10 275 300 290 8859 11339 396 5070 8402
600 1000 300 1400 10 275 400 302 10623 13017 411 6512 10110
600 1000 300 1400 10 300 0 258 4423 5207 352 1551 2023
600 1000 300 1400 10 300 100 269 5758 7504 366 2588 4468
600 1000 300 1400 10 300 200 280 7234 9516 380 3750 6533
600 1000 300 1400 10 300 300 292 8855 11339 396 5070 8402
600 1000 300 1400 10 300 400 304 10619 13017 411 6512 10110
600 1000 300 1400 20 200 0 254 4477 5207 359 1583 2023
600 1000 300 1400 20 200 100 264 5819 7504 373 2628 4468
600 1000 300 1400 20 200 200 276 7303 9516 388 3799 6533
600 1000 300 1400 20 200 300 287 8933 11339 404 5127 8402
600 1000 300 1400 20 200 400 299 10705 13017 420 6580 10110
600 1000 300 1400 20 225 0 255 4474 5207 359 1583 2023
600 1000 300 1400 20 225 100 266 5816 7504 373 2628 4468
600 1000 300 1400 20 225 200 277 7299 9516 388 3798 6533
600 1000 300 1400 20 225 300 289 8929 11339 404 5127 8402
600 1000 300 1400 20 225 400 301 10701 13017 420 6580 10110
600 1000 300 1400 20 250 0 257 4471 5207 359 1583 2023
600 1000 300 1400 20 250 100 268 5813 7504 373 2628 4468
600 1000 300 1400 20 250 200 279 7296 9516 388 3798 6533
600 1000 300 1400 20 250 300 291 8925 11339 404 5127 8402
600 1000 300 1400 20 250 400 303 10697 13017 420 6580 10110
600 1000 300 1400 20 275 0 259 4468 5207 359 1583 2023
600 1000 300 1400 20 275 100 270 5810 7504 373 2628 4468
600 1000 300 1400 20 275 200 281 7292 9516 388 3798 6533
600 1000 300 1400 20 275 300 293 8922 11339 404 5127 8402
600 1000 300 1400 20 275 400 305 10693 13017 420 6580 10110
600 1000 300 1400 20 300 0 260 4465 5207 359 1583 2023
600 1000 300 1400 20 300 100 271 5806 7504 373 2627 4468
600 1000 300 1400 20 300 200 283 7289 9516 388 3798 6533
600 1000 300 1400 20 300 300 295 8918 11339 404 5127 8402
600 1000 300 1400 20 300 400 307 10690 13017 420 6580 10110
600 1000 300 1400 30 200 0 256 4513 5207 364 1608 2023
600 1000 300 1400 30 200 100 267 5860 7504 379 2658 4468
600 1000 300 1400 30 200 200 278 7349 9516 394 3835 6533
600 1000 300 1400 30 200 300 289 8985 11339 410 5171 8402
600 1000 300 1400 30 200 400 302 10763 13017 426 6632 10110
600 1000 300 1400 30 225 0 257 4510 5207 365 1608 2023
600 1000 300 1400 30 225 100 268 5857 7504 379 2658 4468
600 1000 300 1400 30 225 200 280 7345 9516 394 3835 6533
600 1000 300 1400 30 225 300 291 8981 11339 410 5171 8402
600 1000 300 1400 30 225 400 303 10759 13017 426 6632 10110
600 1000 300 1400 30 250 0 259 4507 5207 365 1608 2023
600 1000 300 1400 30 250 100 270 5853 7504 379 2658 4468
600 1000 300 1400 30 250 200 281 7342 9516 394 3835 6533
600 1000 300 1400 30 250 300 293 8977 11339 410 5171 8402
600 1000 300 1400 30 250 400 305 10756 13017 426 6632 10110
600 1000 300 1400 30 275 0 261 4504 5207 365 1608 2023
600 1000 300 1400 30 275 100 272 5850 7504 379 2658 4468
600 1000 300 1400 30 275 200 283 7339 9516 394 3835 6533
600 1000 300 1400 30 275 300 295 8974 11339 410 5171 8402
600 1000 300 1400 30 275 400 307 10752 13017 427 6630 10110
600 1000 300 1400 30 300 0 262 4501 5207 365 1608 2023
600 1000 300 1400 30 300 100 273 5847 7504 379 2658 4468
600 1000 300 1400 30 300 200 285 7335 9516 394 3835 6533
600 1000 300 1400 30 300 300 297 8970 11339 410 5170 8402
600 1000 300 1400 30 300 400 309 10748 13017 427 6630 10110
600 1000 300 1400 40 200 0 257 4544 5207 369 1629 2023
600 1000 300 1400 40 200 100 268 5896 7504 384 2684 4468
600 1000 300 1400 40 200 200 280 7389 9516 398 3866 6533
600 1000 300 1400 40 200 300 291 9030 11339 415 5207 8402
600 1000 300 1400 40 200 400 304 10814 13017 432 6673 10110
600 1000 300 1400 40 225 0 259 4541 5207 369 1629 2023
600 1000 300 1400 40 225 100 270 5892 7504 384 2684 4468
600 1000 300 1400 40 225 200 282 7385 9516 398 3866 6533
600 1000 300 1400 40 225 300 293 9026 11339 415 5207 8402
600 1000 300 1400 40 225 400 306 10810 13017 432 6673 10110
600 1000 300 1400 40 250 0 261 4538 5207 369 1629 2023
600 1000 300 1400 40 250 100 272 5889 7504 384 2684 4468
600 1000 300 1400 40 250 200 283 7382 9516 398 3866 6533
600 1000 300 1400 40 250 300 295 9023 11339 415 5207 8402
600 1000 300 1400 40 250 400 308 10806 13017 432 6673 10110
600 1000 300 1400 40 275 0 262 4535 5207 369 1629 2023
600 1000 300 1400 40 275 100 274 5886 7504 384 2684 4468
600 1000 300 1400 40 275 200 285 7378 9516 398 3866 6533
600 1000 300 1400 40 275 300 297 9019 11339 415 5207 8402
600 1000 300 1400 40 275 400 309 10802 13017 432 6673 10110
600 1000 300 1400 40 300 0 264 4532 5207 369 1629 2023
600 1000 300 1400 40 300 100 275 5883 7504 384 2684 4468
600 1000 300 1400 40 300 200 287 7375 9516 398 3866 6533
600 1000 300 1400 40 300 300 299 9015 11339 415 5207 8402
600 1000 300 1400 40 300 400 311 10799 13017 432 6673 10110
600 1000 300 1400 50 200 0 259 4573 5207 373 1648 2023
600 1000 300 1400 50 200 100 270 5928 7504 388 2706 4468
600 1000 300 1400 50 200 200 281 7425 9516 404 3892 6533
600 1000 300 1400 50 200 300 293 9070 11339 420 5238 8402
600 1000 300 1400 50 200 400 306 10859 13017 437 6710 10110
600 1000 300 1400 50 225 0 261 4570 5207 374 1648 2023
600 1000 300 1400 50 225 100 272 5924 7504 388 2706 4468
600 1000 300 1400 50 225 200 283 7421 9516 404 3892 6533
600 1000 300 1400 50 225 300 295 9067 11339 420 5238 8402
600 1000 300 1400 50 225 400 307 10855 13017 437 6710 10110
600 1000 300 1400 50 250 0 262 4567 5207 374 1648 2023
600 1000 300 1400 50 250 100 274 5921 7504 388 2706 4468
600 1000 300 1400 50 250 200 285 7418 9516 404 3892 6533
600 1000 300 1400 50 250 300 297 9063 11339 420 5238 8402
600 1000 300 1400 50 250 400 309 10851 13017 437 6710 10110
600 1000 300 1400 50 275 0 264 4564 5207 374 1646 2023
600 1000 300 1400 50 275 100 275 5918 7504 388 2706 4468
600 1000 300 1400 50 275 200 287 7414 9516 404 3892 6533
600 1000 300 1400 50 275 300 299 9059 11339 420 5238 8402
600 1000 300 1400 50 275 400 311 10847 13017 437 6710 10110
600 1000 300 1400 50 300 0 266 4561 5207 374 1646 2023
600 1000 300 1400 50 300 100 277 5915 7504 388 2706 4468
600 1000 300 1400 50 300 200 289 7412 9516 404 3892 6533
600 1000 300 1400 50 300 300 301 9056 11339 420 5238 8402
600 1000 300 1400 50 300 400 313 10844 13017 437 6710 10110
600 1000 300 1400 60 200 0 261 4599 5207 377 1663 2023
600 1000 300 1400 60 200 100 272 5957 7504 392 2726 4468
600 1000 300 1400 60 200 200 283 7457 9516 408 3916 6533
600 1000 300 1400 60 200 300 295 9107 11339 424 5266 8402
600 1000 300 1400 60 200 400 307 10900 13017 441 6741 10110
600 1000 300 1400 60 225 0 262 4596 5207 377 1663 2023
600 1000 300 1400 60 225 100 273 5954 7504 392 2726 4468
600 1000 300 1400 60 225 200 285 7455 9516 408 3916 6533
600 1000 300 1400 60 225 300 297 9103 11339 424 5266 8402
600 1000 300 1400 60 225 400 309 10896 13017 441 6741 10110
600 1000 300 1400 60 250 0 264 4593 5207 377 1663 2023
600 1000 300 1400 60 250 100 275 5950 7504 392 2726 4468
600 1000 300 1400 60 250 200 287 7451 9516 408 3916 6533
600 1000 300 1400 60 250 300 299 9100 11339 424 5266 8402
600 1000 300 1400 60 250 400 311 10892 13017 441 6741 10110
600 1000 300 1400 60 275 0 266 4590 5207 377 1663 2023
600 1000 300 1400 60 275 100 277 5947 7504 392 2726 4468
600 1000 300 1400 60 275 200 289 7448 9516 408 3916 6533
600 1000 300 1400 60 275 300 301 9096 11339 424 5266 8402
600 1000 300 1400 60 275 400 313 10888 13017 441 6741 10110
600 1000 300 1400 60 300 0 267 4587 5207 377 1663 2023
600 1000 300 1400 60 300 100 279 5944 7504 392 2726 4468
600 1000 300 1400 60 300 200 290 7444 9516 408 3916 6533
600 1000 300 1400 60 300 300 303 9093 11339 425 5265 8402
600 1000 300 1400 60 300 400 315 10885 13017 442 6741 10110
600 1000 300 1400 70 200 0 262 4623 5207 381 1679 2023
600 1000 300 1400 70 200 100 273 5984 7504 396 2744 4468
600 1000 300 1400 70 200 200 285 7488 9516 412 3937 6533
600 1000 300 1400 70 200 300 297 9141 11339 428 5291 8402
600 1000 300 1400 70 200 400 309 10937 13017 445 6771 10110
600 1000 300 1400 70 225 0 264 4620 5207 381 1679 2023
600 1000 300 1400 70 225 100 275 5981 7504 396 2744 4468
600 1000 300 1400 70 225 200 286 7485 9516 412 3937 6533
600 1000 300 1400 70 225 300 298 9137 11339 428 5291 8402
600 1000 300 1400 70 225 400 311 10933 13017 445 6771 10110
600 1000 300 1400 70 250 0 265 4617 5207 381 1679 2023
600 1000 300 1400 70 250 100 277 5978 7504 396 2744 4468
600 1000 300 1400 70 250 200 288 7482 9516 412 3937 6533
600 1000 300 1400 70 250 300 300 9134 11339 428 5291 8402
600 1000 300 1400 70 250 400 313 10930 13017 445 6771 10110
600 1000 300 1400 70 275 0 267 4614 5207 381 1679 2023
600 1000 300 1400 70 275 100 278 5974 7504 396 2744 4468
600 1000 300 1400 70 275 200 290 7478 9516 412 3937 6533
600 1000 300 1400 70 275 300 302 9130 11339 428 5290 8402
600 1000 300 1400 70 275 400 315 10926 13017 446 6771 10110
600 1000 300 1400 70 300 0 269 4611 5207 381 1679 2023
600 1000 300 1400 70 300 100 280 5971 7504 396 2744 4468
600 1000 300 1400 70 300 200 292 7475 9516 412 3937 6533
600 1000 300 1400 70 300 300 304 9127 11339 428 5290 8402
600 1000 300 1400 70 300 400 317 10922 13017 446 6771 10110
600 1000 300 1600 10 200 0 251 4009 5207 352 1399 2023
600 1000 300 1600 10 200 100 262 5103 7504 365 2206 4468
600 1000 300 1600 10 200 200 273 6360 9516 380 3160 6533
600 1000 300 1600 10 200 300 284 7784 11339 395 4289 8402
600 1000 300 1600 10 200 400 296 9366 13017 411 5558 10110
600 1000 300 1600 10 225 0 253 4006 5207 352 1399 2023
600 1000 300 1600 10 225 100 264 5100 7504 365 2206 4468
600 1000 300 1600 10 225 200 275 6357 9516 380 3160 6533
600 1000 300 1600 10 225 300 286 7779 11339 395 4289 8402
600 1000 300 1600 10 225 400 298 9362 13017 411 5558 10110
600 1000 300 1600 10 250 0 255 4004 5207 352 1399 2023
600 1000 300 1600 10 250 100 265 5097 7504 366 2206 4468
600 1000 300 1600 10 250 200 276 6354 9516 380 3160 6533
600 1000 300 1600 10 250 300 288 7777 11339 395 4289 8402
600 1000 300 1600 10 250 400 300 9359 13017 411 5557 10110
600 1000 300 1600 10 275 0 256 4000 5207 352 1399 2023
600 1000 300 1600 10 275 100 267 5094 7504 366 2206 4468
600 1000 300 1600 10 275 200 278 6351 9516 380 3160 6533
600 1000 300 1600 10 275 300 290 7772 11339 396 4289 8402
600 1000 300 1600 10 275 400 302 9355 13017 411 5557 10110
600 1000 300 1600 10 300 0 258 3998 5207 352 1399 2023
600 1000 300 1600 10 300 100 269 5091 7504 366 2206 4468
600 1000 300 1600 10 300 200 280 6347 9516 380 3160 6533
600 1000 300 1600 10 300 300 292 7770 11339 396 4289 8402
600 1000 300 1600 10 300 400 304 9352 13017 411 5557 10110
600 1000 300 1600 20 200 0 254 4047 5207 359 1428 2023
600 1000 300 1600 20 200 100 264 5146 7504 373 2241 4468
600 1000 300 1600 20 200 200 276 6410 9516 388 3202 6533
600 1000 300 1600 20 200 300 287 7839 11339 404 4339 8402
600 1000 300 1600 20 200 400 299 9429 13017 420 5617 10110
600 1000 300 1600 20 225 0 255 4045 5207 359 1428 2023
600 1000 300 1600 20 225 100 266 5143 7504 373 2241 4468
600 1000 300 1600 20 225 200 277 6406 9516 388 3202 6533
600 1000 300 1600 20 225 300 289 7836 11339 404 4339 8402
600 1000 300 1600 20 225 400 301 9425 13017 420 5617 10110
600 1000 300 1600 20 250 0 257 4041 5207 359 1428 2023
600 1000 300 1600 20 250 100 268 5140 7504 373 2241 4468
600 1000 300 1600 20 250 200 279 6403 9516 388 3202 6533
600 1000 300 1600 20 250 300 291 7833 11339 404 4339 8402
600 1000 300 1600 20 250 400 303 9422 13017 420 5616 10110
600 1000 300 1600 20 275 0 259 4039 5207 359 1428 2023
600 1000 300 1600 20 275 100 270 5137 7504 373 2241 4468
600 1000 300 1600 20 275 200 281 6400 9516 388 3202 6533
600 1000 300 1600 20 275 300 293 7829 11339 404 4339 8402
600 1000 300 1600 20 275 400 305 9418 13017 420 5616 10110
600 1000 300 1600 20 300 0 260 4036 5207 359 1428 2023
600 1000 300 1600 20 300 100 271 5135 7504 373 2241 4468
600 1000 300 1600 20 300 200 283 6397 9516 388 3202 6533
600 1000 300 1600 20 300 300 295 7826 11339 404 4339 8402
600 1000 300 1600 20 300 400 307 9415 13017 420 5616 10110
600 1000 300 1600 30 200 0 256 4080 5207 364 1450 2023
600 1000 300 1600 30 200 100 267 5183 7504 379 2268 4468
600 1000 300 1600 30 200 200 278 6451 9516 394 3234 6533
600 1000 300 1600 30 200 300 289 7886 11339 410 4377 8402
600 1000 300 1600 30 200 400 302 9481 13017 426 5661 10110
600 1000 300 1600 30 225 0 257 4077 5207 365 1450 2023
600 1000 300 1600 30 225 100 268 5180 7504 379 2268 4468
600 1000 300 1600 30 225 200 280 6448 9516 394 3234 6533
600 1000 300 1600 30 225 300 291 7882 11339 410 4377 8402
600 1000 300 1600 30 225 400 303 9477 13017 426 5661 10110
600 1000 300 1600 30 250 0 259 4074 5207 365 1450 2023
600 1000 300 1600 30 250 100 270 5177 7504 379 2268 4468
600 1000 300 1600 30 250 200 281 6444 9516 394 3234 6533
600 1000 300 1600 30 250 300 293 7879 11339 410 4377 8402
600 1000 300 1600 30 250 400 305 9474 13017 426 5661 10110
600 1000 300 1600 30 275 0 261 4071 5207 365 1450 2023
600 1000 300 1600 30 275 100 272 5174 7504 379 2268 4468
600 1000 300 1600 30 275 200 283 6440 9516 394 3234 6533
600 1000 300 1600 30 275 300 295 7876 11339 410 4377 8402
600 1000 300 1600 30 275 400 307 9470 13017 427 5661 10110
600 1000 300 1600 30 300 0 262 4068 5207 365 1450 2023
600 1000 300 1600 30 300 100 273 5171 7504 379 2268 4468
600 1000 300 1600 30 300 200 285 6438 9516 394 3234 6533
600 1000 300 1600 30 300 300 297 7872 11339 410 4376 8402
600 1000 300 1600 30 300 400 309 9467 13017 427 5661 10110
600 1000 300 1600 40 200 0 257 4108 5207 369 1470 2023
600 1000 300 1600 40 200 100 268 5215 7504 384 2290 4468
600 1000 300 1600 40 200 200 280 6487 9516 398 3261 6533
600 1000 300 1600 40 200 300 291 7926 11339 415 4408 8402
600 1000 300 1600 40 200 400 304 9526 13017 432 5698 10110
600 1000 300 1600 40 225 0 259 4105 5207 369 1469 2023
600 1000 300 1600 40 225 100 270 5212 7504 384 2290 4468
600 1000 300 1600 40 225 200 282 6483 9516 398 3261 6533
