VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR
575 1000 300 1400 40 300 200 283 7124 9516 395 3787 6533
575 1000 300 1400 40 300 300 294 8718 11339 410 5098 8402
575 1000 300 1400 40 300 400 305 10436 13017 425 6517 10110
575 1000 300 1400 50 200 0 257 4343 5207 372 1563 2023
575 1000 300 1400 50 200 100 267 5698 7504 385 2637 4468
575 1000 300 1400 50 200 200 278 7171 9516 398 3814 6533
575 1000 300 1400 50 200 300 288 8768 11339 413 5128 8402
575 1000 300 1400 50 200 400 300 10492 13017 430 6551 10110
575 1000 300 1400 50 225 0 259 4341 5207 372 1563 2023
575 1000 300 1400 50 225 100 269 5696 7504 385 2637 4468
575 1000 300 1400 50 225 200 279 7167 9516 398 3814 6533
575 1000 300 1400 50 225 300 290 8765 11339 413 5128 8402
575 1000 300 1400 50 225 400 301 10489 13017 430 6551 10110
575 1000 300 1400 50 250 0 260 4338 5207 372 1563 2023
575 1000 300 1400 50 250 100 270 5693 7504 385 2637 4468
575 1000 300 1400 50 250 200 281 7163 9516 398 3814 6533
575 1000 300 1400 50 250 300 292 8762 11339 413 5128 8402
575 1000 300 1400 50 250 400 303 10485 13017 430 6551 10110
575 1000 300 1400 50 275 0 262 4335 5207 372 1563 2023
575 1000 300 1400 50 275 100 272 5690 7504 385 2637 4468
575 1000 300 1400 50 275 200 283 7160 9516 400 3812 6533
575 1000 300 1400 50 275 300 294 8759 11339 413 5128 8402
575 1000 300 1400 50 275 400 305 10482 13017 430 6551 10110
575 1000 300 1400 50 300 0 263 4332 5207 372 1563 2023
575 1000 300 1400 50 300 100 274 5687 7504 385 2637 4468
575 1000 300 1400 50 300 200 284 7158 9516 400 3812 6533
575 1000 300 1400 50 300 300 295 8755 11339 415 5128 8402
575 1000 300 1400 50 300 400 307 10479 13017 430 6551 10110
575 1000 300 1400 60 200 0 259 4368 5207 375 1578 2023
575 1000 300 1400 60 200 100 269 5726 7504 389 2656 4468
575 1000 300 1400 60 200 200 279 7201 9516 403 3836 6533
575 1000 300 1400 60 200 300 290 8803 11339 417 5154 8402
575 1000 300 1400 60 200 400 301 10530 13017 434 6582 10110
575 1000 300 1400 60 225 0 260 4365 5207 376 1578 2023
575 1000 300 1400 60 225 100 270 5723 7504 389 2656 4468
575 1000 300 1400 60 225 200 281 7198 9516 403 3836 6533
575 1000 300 1400 60 225 300 292 8799 11339 417 5154 8402
575 1000 300 1400 60 225 400 303 10527 13017 434 6582 10110
