VZA VAZ SZA SAZ WV OZ AOT XA_SWIR XB_SWIR XC_SWIR 
575 1000 0 0 0 240 400 1498 1840 6722
575 1000 0 0 0 240 500 1542 2438 7979
575 1000 0 0 0 240 600 1587 3094 9152
575 1000 0 0 0 240 700 1635 3807 10254
575 1000 0 0 0 240 800 1684 4577 11296
575 1000 0 0 0 240 900 1734 5401 12283
575 1000 0 0 0 300 0 1337 57 125
575 1000 0 0 0 300 100 1375 408 2184
575 1000 0 0 0 300 200 1414 823 3868
575 1000 0 0 0 300 300 1455 1302 5362
575 1000 0 0 0 300 400 1498 1840 6722
575 1000 0 0 0 300 500 1542 2438 7979
575 1000 0 0 0 300 600 1587 3094 9152
575 1000 0 0 0 300 700 1635 3807 10254
575 1000 0 0 0 300 800 1684 4577 11296
575 1000 0 0 0 300 900 1734 5401 12283
575 1000 0 0 0 360 0 1337 57 125
575 1000 0 0 0 360 100 1375 408 2184
575 1000 0 0 0 360 200 1414 823 3868
575 1000 0 0 0 360 300 1455 1302 5362
575 1000 0 0 0 360 400 1498 1840 6722
575 1000 0 0 0 360 500 1542 2438 7979
575 1000 0 0 0 360 600 1587 3094 9152
575 1000 0 0 0 360 700 1635 3807 10254
575 1000 0 0 0 360 800 1684 4577 11296
575 1000 0 0 0 360 900 1734 5401 12283
575 1000 0 0 15 0 0 1430 61 125
575 1000 0 0 15 0 100 1470 420 2184
575 1000 0 0 15 0 200 1512 846 3868
575 1000 0 0 15 0 300 1556 1336 5362
575 1000 0 0 15 0 400 1601 1888 6722
575 1000 0 0 15 0 500 1649 2501 7979
575 1000 0 0 15 0 600 1697 3173 9152
575 1000 0 0 15 0 700 1748 3904 10254
575 1000 0 0 15 0 800 1799 4692 11296
575 1000 0 0 15 0 900 1853 5537 12283
575 1000 0 0 15 60 0 1430 61 125
575 1000 0 0 15 60 100 1470 420 2184
575 1000 0 0 15 60 200 1512 846 3868
575 1000 0 0 15 60 300 1556 1336 5362
575 1000 0 0 15 60 400 1601 1888 6722
575 1000 0 0 15 60 500 1649 2501 7979
575 1000 0 0 15 60 600 1697 3173 9152
575 1000 0 0 15 60 700 1748 3904 10254
575 1000 0 0 15 60 800 1799 4692 11296
575 1000 0 0 15 60 900 1853 5537 12283
575 1000 0 0 15 120 0 1430 61 125
575 1000 0 0 15 120 100 1470 420 2184
575 1000 0 0 15 120 200 1512 846 3868
575 1000 0 0 15 120 300 1556 1336 5362
575 1000 0 0 15 120 400 1601 1888 6722
575 1000 0 0 15 120 500 1649 2501 7979
575 1000 0 0 15 120 600 1697 3173 9152
575 1000 0 0 15 120 700 1748 3904 10254
575 1000 0 0 15 120 800 1799 4692 11296
575 1000 0 0 15 120 900 1853 5537 12283
575 1000 0 0 15 180 0 1430 61 125
575 1000 0 0 15 180 100 1470 420 2184
575 1000 0 0 15 180 200 1512 846 3868
575 1000 0 0 15 180 300 1556 1336 5362
575 1000 0 0 15 180 400 1601 1888 6722
575 1000 0 0 15 180 500 1649 2501 7979
575 1000 0 0 15 180 600 1697 3173 9152
575 1000 0 0 15 180 700 1748 3904 10254
575 1000 0 0 15 180 800 1799 4692 11296
575 1000 0 0 15 180 900 1853 5537 12283
575 1000 0 0 15 240 0 1430 61 125
575 1000 0 0 15 240 100 1470 420 2184
575 1000 0 0 15 240 200 1512 846 3868
575 1000 0 0 15 240 300 1556 1336 5362
575 1000 0 0 15 240 400 1601 1888 6722
575 1000 0 0 15 240 500 1649 2501 7979
575 1000 0 0 15 240 600 1697 3173 9152
575 1000 0 0 15 240 700 1748 3904 10254
575 1000 0 0 15 240 800 1799 4692 11296
575 1000 0 0 15 240 900 1853 5537 12283
575 1000 0 0 15 300 0 1430 61 125
575 1000 0 0 15 300 100 1470 420 2184
575 1000 0 0 15 300 200 1512 846 3868
575 1000 0 0 15 300 300 1556 1336 5362
575 1000 0 0 15 300 400 1601 1888 6722
575 1000 0 0 15 300 500 1649 2501 7979
575 1000 0 0 15 300 600 1697 3173 9152
575 1000 0 0 15 300 700 1748 3904 10254
575 1000 0 0 15 300 800 1799 4692 11296
575 1000 0 0 15 300 900 1853 5537 12283
575 1000 0 0 15 360 0 1430 61 125
575 1000 0 0 15 360 100 1470 420 2184
575 1000 0 0 15 360 200 1512 846 3868
575 1000 0 0 15 360 300 1556 1336 5362
575 1000 0 0 15 360 400 1601 1888 6722
575 1000 0 0 15 360 500 1649 2501 7979
575 1000 0 0 15 360 600 1697 3173 9152
575 1000 0 0 15 360 700 1748 3904 10254
575 1000 0 0 15 360 800 1799 4692 11296
575 1000 0 0 15 360 900 1853 5537 12283
575 1000 0 0 30 0 0 1476 63 125
575 1000 0 0 30 0 100 1517 426 2184
575 1000 0 0 30 0 200 1561 855 3868
575 1000 0 0 30 0 300 1606 1350 5362
575 1000 0 0 30 0 400 1654 1907 6722
575 1000 0 0 30 0 500 1702 2525 7979
575 1000 0 0 30 0 600 1753 3204 9152
575 1000 0 0 30 0 700 1805 3941 10254
575 1000 0 0 30 0 800 1859 4738 11296
575 1000 0 0 30 0 900 1914 5591 12283
575 1000 0 0 30 60 0 1476 63 125
575 1000 0 0 30 60 100 1517 426 2184
575 1000 0 0 30 60 200 1561 855 3868
575 1000 0 0 30 60 300 1606 1350 5362
575 1000 0 0 30 60 400 1654 1907 6722
575 1000 0 0 30 60 500 1702 2525 7979
575 1000 0 0 30 60 600 1753 3204 9152
575 1000 0 0 30 60 700 1805 3941 10254
575 1000 0 0 30 60 800 1859 4738 11296
575 1000 0 0 30 60 900 1914 5591 12283
575 1000 0 0 30 120 0 1476 63 125
575 1000 0 0 30 120 100 1517 426 2184
575 1000 0 0 30 120 200 1561 855 3868
575 1000 0 0 30 120 300 1606 1350 5362
575 1000 0 0 30 120 400 1654 1907 6722
575 1000 0 0 30 120 500 1702 2525 7979
575 1000 0 0 30 120 600 1753 3204 9152
575 1000 0 0 30 120 700 1805 3941 10254
575 1000 0 0 30 120 800 1859 4738 11296
575 1000 0 0 30 120 900 1914 5591 12283
575 1000 0 0 30 180 0 1476 63 125
575 1000 0 0 30 180 100 1517 426 2184
575 1000 0 0 30 180 200 1561 855 3868
575 1000 0 0 30 180 300 1606 1350 5362
575 1000 0 0 30 180 400 1654 1907 6722
575 1000 0 0 30 180 500 1702 2525 7979
575 1000 0 0 30 180 600 1753 3204 9152
575 1000 0 0 30 180 700 1805 3941 10254
575 1000 0 0 30 180 800 1859 4738 11296
575 1000 0 0 30 180 900 1914 5591 12283
575 1000 0 0 30 240 0 1476 63 125
575 1000 0 0 30 240 100 1517 426 2184
575 1000 0 0 30 240 200 1561 855 3868
575 1000 0 0 30 240 300 1606 1350 5362
575 1000 0 0 30 240 400 1654 1907 6722
575 1000 0 0 30 240 500 1702 2525 7979
575 1000 0 0 30 240 600 1753 3204 9152
575 1000 0 0 30 240 700 1805 3941 10254
575 1000 0 0 30 240 800 1859 4738 11296
575 1000 0 0 30 240 900 1914 5591 12283
575 1000 0 0 30 300 0 1476 63 125
575 1000 0 0 30 300 100 1517 426 2184
575 1000 0 0 30 300 200 1561 855 3868
575 1000 0 0 30 300 300 1606 1350 5362
575 1000 0 0 30 300 400 1654 1907 6722
575 1000 0 0 30 300 500 1702 2525 7979
575 1000 0 0 30 300 600 1753 3204 9152
575 1000 0 0 30 300 700 1805 3941 10254
575 1000 0 0 30 300 800 1859 4738 11296
575 1000 0 0 30 300 900 1914 5591 12283
575 1000 0 0 30 360 0 1476 63 125
575 1000 0 0 30 360 100 1517 426 2184
575 1000 0 0 30 360 200 1561 855 3868
575 1000 0 0 30 360 300 1606 1350 5362
575 1000 0 0 30 360 400 1654 1907 6722
575 1000 0 0 30 360 500 1702 2525 7979
575 1000 0 0 30 360 600 1753 3204 9152
575 1000 0 0 30 360 700 1805 3941 10254
575 1000 0 0 30 360 800 1859 4738 11296
575 1000 0 0 30 360 900 1914 5591 12283
575 1000 0 0 45 0 0 1512 64 125
575 1000 0 0 45 0 100 1554 429 2184
575 1000 0 0 45 0 200 1598 861 3868
575 1000 0 0 45 0 300 1645 1360 5362
575 1000 0 0 45 0 400 1693 1921 6722
575 1000 0 0 45 0 500 1743 2543 7979
575 1000 0 0 45 0 600 1795 3225 9152
575 1000 0 0 45 0 700 1848 3969 10254
575 1000 0 0 45 0 800 1902 4770 11296
575 1000 0 0 45 0 900 1959 5629 12283
575 1000 0 0 45 60 0 1512 64 125
575 1000 0 0 45 60 100 1554 429 2184
575 1000 0 0 45 60 200 1598 861 3868
575 1000 0 0 45 60 300 1645 1360 5362
575 1000 0 0 45 60 400 1693 1921 6722
575 1000 0 0 45 60 500 1743 2543 7979
575 1000 0 0 45 60 600 1795 3225 9152
575 1000 0 0 45 60 700 1848 3969 10254
575 1000 0 0 45 60 800 1902 4770 11296
575 1000 0 0 45 60 900 1959 5629 12283
575 1000 0 0 45 120 0 1512 64 125
575 1000 0 0 45 120 100 1554 429 2184
575 1000 0 0 45 120 200 1598 861 3868
575 1000 0 0 45 120 300 1645 1360 5362
575 1000 0 0 45 120 400 1693 1921 6722
575 1000 0 0 45 120 500 1743 2543 7979
575 1000 0 0 45 120 600 1795 3225 9152
575 1000 0 0 45 120 700 1848 3969 10254
575 1000 0 0 45 120 800 1902 4770 11296
575 1000 0 0 45 120 900 1959 5629 12283
575 1000 0 0 45 180 0 1512 64 125
575 1000 0 0 45 180 100 1554 429 2184
575 1000 0 0 45 180 200 1598 861 3868
575 1000 0 0 45 180 300 1645 1360 5362
575 1000 0 0 45 180 400 1693 1921 6722
575 1000 0 0 45 180 500 1743 2543 7979
575 1000 0 0 45 180 600 1795 3225 9152
575 1000 0 0 45 180 700 1848 3969 10254
575 1000 0 0 45 180 800 1902 4770 11296
575 1000 0 0 45 180 900 1959 5629 12283
575 1000 0 0 45 240 0 1512 64 125
575 1000 0 0 45 240 100 1554 429 2184
575 1000 0 0 45 240 200 1598 861 3868
575 1000 0 0 45 240 300 1645 1360 5362
575 1000 0 0 45 240 400 1693 1921 6722
575 1000 0 0 45 240 500 1743 2543 7979
575 1000 0 0 45 240 600 1795 3225 9152
575 1000 0 0 45 240 700 1848 3969 10254
575 1000 0 0 45 240 800 1902 4770 11296
575 1000 0 0 45 240 900 1959 5629 12283
575 1000 0 0 45 300 0 1512 64 125
575 1000 0 0 45 300 100 1554 429 2184
575 1000 0 0 45 300 200 1598 861 3868
575 1000 0 0 45 300 300 1645 1360 5362
575 1000 0 0 45 300 400 1693 1921 6722
575 1000 0 0 45 300 500 1743 2543 7979
575 1000 0 0 45 300 600 1795 3225 9152
575 1000 0 0 45 300 700 1848 3969 10254
575 1000 0 0 45 300 800 1902 4770 11296
575 1000 0 0 45 300 900 1959 5629 12283
575 1000 0 0 45 360 0 1512 64 125
575 1000 0 0 45 360 100 1554 429 2184
575 1000 0 0 45 360 200 1598 861 3868
575 1000 0 0 45 360 300 1645 1360 5362
575 1000 0 0 45 360 400 1693 1921 6722
575 1000 0 0 45 360 500 1743 2543 7979
575 1000 0 0 45 360 600 1795 3225 9152
575 1000 0 0 45 360 700 1848 3969 10254
575 1000 0 0 45 360 800 1902 4770 11296
575 1000 0 0 45 360 900 1959 5629 12283
575 1000 0 0 60 0 0 1541 65 125
575 1000 0 0 60 0 100 1584 432 2184
575 1000 0 0 60 0 200 1629 867 3868
575 1000 0 0 60 0 300 1677 1368 5362
575 1000 0 0 60 0 400 1726 1931 6722
575 1000 0 0 60 0 500 1777 2557 7979
575 1000 0 0 60 0 600 1830 3243 9152
575 1000 0 0 60 0 700 1884 3990 10254
575 1000 0 0 60 0 800 1940 4795 11296
575 1000 0 0 60 0 900 1998 5658 12283
575 1000 0 0 60 60 0 1541 65 125
575 1000 0 0 60 60 100 1584 432 2184
575 1000 0 0 60 60 200 1629 867 3868
575 1000 0 0 60 60 300 1677 1368 5362
575 1000 0 0 60 60 400 1726 1931 6722
575 1000 0 0 60 60 500 1777 2557 7979
575 1000 0 0 60 60 600 1830 3243 9152
575 1000 0 0 60 60 700 1884 3990 10254
575 1000 0 0 60 60 800 1940 4795 11296
575 1000 0 0 60 60 900 1998 5658 12283
575 1000 0 0 60 120 0 1541 65 125
575 1000 0 0 60 120 100 1584 432 2184
575 1000 0 0 60 120 200 1629 867 3868
575 1000 0 0 60 120 300 1677 1368 5362
575 1000 0 0 60 120 400 1726 1931 6722
575 1000 0 0 60 120 500 1777 2557 7979
575 1000 0 0 60 120 600 1830 3243 9152
575 1000 0 0 60 120 700 1884 3990 10254
575 1000 0 0 60 120 800 1940 4795 11296
575 1000 0 0 60 120 900 1998 5658 12283
575 1000 0 0 60 180 0 1541 65 125
575 1000 0 0 60 180 100 1584 432 2184
575 1000 0 0 60 180 200 1629 867 3868
575 1000 0 0 60 180 300 1677 1368 5362
575 1000 0 0 60 180 400 1726 1931 6722
575 1000 0 0 60 180 500 1777 2557 7979
575 1000 0 0 60 180 600 1830 3243 9152
575 1000 0 0 60 180 700 1884 3990 10254
575 1000 0 0 60 180 800 1940 4795 11296
575 1000 0 0 60 180 900 1998 5658 12283
575 1000 0 0 60 240 0 1541 65 125
575 1000 0 0 60 240 100 1584 432 2184
575 1000 0 0 60 240 200 1629 867 3868
575 1000 0 0 60 240 300 1677 1368 5362
575 1000 0 0 60 240 400 1726 1931 6722
575 1000 0 0 60 240 500 1777 2557 7979
575 1000 0 0 60 240 600 1830 3243 9152
575 1000 0 0 60 240 700 1884 3990 10254
575 1000 0 0 60 240 800 1940 4795 11296
575 1000 0 0 60 240 900 1998 5658 12283
575 1000 0 0 60 300 0 1541 65 125
575 1000 0 0 60 300 100 1584 432 2184
575 1000 0 0 60 300 200 1629 867 3868
575 1000 0 0 60 300 300 1677 1368 5362
575 1000 0 0 60 300 400 1726 1931 6722
575 1000 0 0 60 300 500 1777 2557 7979
575 1000 0 0 60 300 600 1830 3243 9152
575 1000 0 0 60 300 700 1884 3990 10254
575 1000 0 0 60 300 800 1940 4795 11296
575 1000 0 0 60 300 900 1998 5658 12283
575 1000 0 0 60 360 0 1541 65 125
575 1000 0 0 60 360 100 1584 432 2184
575 1000 0 0 60 360 200 1629 867 3868
575 1000 0 0 60 360 300 1677 1368 5362
575 1000 0 0 60 360 400 1726 1931 6722
575 1000 0 0 60 360 500 1777 2557 7979
575 1000 0 0 60 360 600 1830 3243 9152
575 1000 0 0 60 360 700 1884 3990 10254
575 1000 0 0 60 360 800 1940 4795 11296
575 1000 0 0 60 360 900 1998 5658 12283
575 1000 0 0 75 0 0 1567 67 125
575 1000 0 0 75 0 100 1610 434 2184
575 1000 0 0 75 0 200 1655 872 3868
575 1000 0 0 75 0 300 1705 1375 5362
575 1000 0 0 75 0 400 1755 1940 6722
575 1000 0 0 75 0 500 1807 2568 7979
575 1000 0 0 75 0 600 1859 3258 9152
575 1000 0 0 75 0 700 1916 4007 10254
575 1000 0 0 75 0 800 1972 4816 11296
575 1000 0 0 75 0 900 2031 5683 12283
575 1000 0 0 75 60 0 1567 67 125
575 1000 0 0 75 60 100 1610 434 2184
575 1000 0 0 75 60 200 1655 872 3868
575 1000 0 0 75 60 300 1705 1375 5362
575 1000 0 0 75 60 400 1755 1940 6722
575 1000 0 0 75 60 500 1807 2568 7979
575 1000 0 0 75 60 600 1859 3258 9152
575 1000 0 0 75 60 700 1916 4007 10254
575 1000 0 0 75 60 800 1972 4816 11296
575 1000 0 0 75 60 900 2031 5683 12283
575 1000 0 0 75 120 0 1567 67 125
575 1000 0 0 75 120 100 1610 434 2184
575 1000 0 0 75 120 200 1655 872 3868
575 1000 0 0 75 120 300 1705 1375 5362
575 1000 0 0 75 120 400 1755 1940 6722
575 1000 0 0 75 120 500 1807 2568 7979
575 1000 0 0 75 120 600 1859 3258 9152
575 1000 0 0 75 120 700 1916 4007 10254
575 1000 0 0 75 120 800 1972 4816 11296
575 1000 0 0 75 120 900 2031 5683 12283
575 1000 0 0 75 180 0 1567 67 125
575 1000 0 0 75 180 100 1610 434 2184
575 1000 0 0 75 180 200 1655 872 3868
575 1000 0 0 75 180 300 1705 1375 5362
575 1000 0 0 75 180 400 1755 1940 6722
575 1000 0 0 75 180 500 1807 2568 7979
575 1000 0 0 75 180 600 1859 3258 9152
575 1000 0 0 75 180 700 1916 4007 10254
575 1000 0 0 75 180 800 1972 4816 11296
575 1000 0 0 75 180 900 2031 5683 12283
575 1000 0 0 75 240 0 1567 67 125
575 1000 0 0 75 240 100 1610 434 2184
575 1000 0 0 75 240 200 1655 872 3868
575 1000 0 0 75 240 300 1705 1375 5362
575 1000 0 0 75 240 400 1755 1940 6722
575 1000 0 0 75 240 500 1807 2568 7979
575 1000 0 0 75 240 600 1859 3258 9152
575 1000 0 0 75 240 700 1916 4007 10254
575 1000 0 0 75 240 800 1972 4816 11296
575 1000 0 0 75 240 900 2031 5683 12283
575 1000 0 0 75 300 0 1567 67 125
575 1000 0 0 75 300 100 1610 434 2184
575 1000 0 0 75 300 200 1655 872 3868
575 1000 0 0 75 300 300 1705 1375 5362
575 1000 0 0 75 300 400 1755 1940 6722
575 1000 0 0 75 300 500 1807 2568 7979
575 1000 0 0 75 300 600 1859 3258 9152
575 1000 0 0 75 300 700 1916 4007 10254
575 1000 0 0 75 300 800 1972 4816 11296
575 1000 0 0 75 300 900 2031 5683 12283
575 1000 0 0 75 360 0 1567 67 125
575 1000 0 0 75 360 100 1610 434 2184
575 1000 0 0 75 360 200 1655 872 3868
575 1000 0 0 75 360 300 1705 1375 5362
575 1000 0 0 75 360 400 1755 1940 6722
575 1000 0 0 75 360 500 1807 2568 7979
575 1000 0 0 75 360 600 1859 3258 9152
575 1000 0 0 75 360 700 1916 4007 10254
575 1000 0 0 75 360 800 1972 4816 11296
575 1000 0 0 75 360 900 2031 5683 12283
575 1000 0 0 90 0 0 1590 68 125
575 1000 0 0 90 0 100 1634 437 2184
575 1000 0 0 90 0 200 1680 875 3868
575 1000 0 0 90 0 300 1730 1380 5362
575 1000 0 0 90 0 400 1780 1948 6722
575 1000 0 0 90 0 500 1833 2578 7979
575 1000 0 0 90 0 600 1888 3270 9152
575 1000 0 0 90 0 700 1944 4022 10254
575 1000 0 0 90 0 800 2001 4834 11296
575 1000 0 0 90 0 900 2060 5704 12283
575 1000 0 0 90 60 0 1590 68 125
575 1000 0 0 90 60 100 1634 437 2184
575 1000 0 0 90 60 200 1680 875 3868
575 1000 0 0 90 60 300 1730 1380 5362
575 1000 0 0 90 60 400 1780 1948 6722
575 1000 0 0 90 60 500 1833 2578 7979
575 1000 0 0 90 60 600 1888 3270 9152
575 1000 0 0 90 60 700 1944 4022 10254
575 1000 0 0 90 60 800 2001 4834 11296
575 1000 0 0 90 60 900 2060 5704 12283
575 1000 0 0 90 120 0 1590 68 125
575 1000 0 0 90 120 100 1634 437 2184
575 1000 0 0 90 120 200 1680 875 3868
575 1000 0 0 90 120 300 1730 1380 5362
575 1000 0 0 90 120 400 1780 1948 6722
575 1000 0 0 90 120 500 1833 2578 7979
575 1000 0 0 90 120 600 1888 3270 9152
575 1000 0 0 90 120 700 1944 4022 10254
575 1000 0 0 90 120 800 2001 4834 11296
575 1000 0 0 90 120 900 2060 5704 12283
575 1000 0 0 90 180 0 1590 68 125
575 1000 0 0 90 180 100 1634 437 2184
575 1000 0 0 90 180 200 1680 875 3868
575 1000 0 0 90 180 300 1730 1380 5362
575 1000 0 0 90 180 400 1780 1948 6722
575 1000 0 0 90 180 500 1833 2578 7979
575 1000 0 0 90 180 600 1888 3270 9152
575 1000 0 0 90 180 700 1944 4022 10254
575 1000 0 0 90 180 800 2001 4834 11296
575 1000 0 0 90 180 900 2060 5704 12283
575 1000 0 0 90 240 0 1590 68 125
575 1000 0 0 90 240 100 1634 437 2184
575 1000 0 0 90 240 200 1680 875 3868
575 1000 0 0 90 240 300 1730 1380 5362
575 1000 0 0 90 240 400 1780 1948 6722
575 1000 0 0 90 240 500 1833 2578 7979
575 1000 0 0 90 240 600 1888 3270 9152
575 1000 0 0 90 240 700 1944 4022 10254
575 1000 0 0 90 240 800 2001 4834 11296
575 1000 0 0 90 240 900 2060 5704 12283
575 1000 0 0 90 300 0 1590 68 125
575 1000 0 0 90 300 100 1634 437 2184
575 1000 0 0 90 300 200 1680 875 3868
575 1000 0 0 90 300 300 1730 1380 5362
575 1000 0 0 90 300 400 1780 1948 6722
575 1000 0 0 90 300 500 1833 2578 7979
575 1000 0 0 90 300 600 1888 3270 9152
575 1000 0 0 90 300 700 1944 4022 10254
575 1000 0 0 90 300 800 2001 4834 11296
575 1000 0 0 90 300 900 2060 5704 12283
575 1000 0 0 90 360 0 1590 68 125
575 1000 0 0 90 360 100 1634 437 2184
575 1000 0 0 90 360 200 1680 875 3868
575 1000 0 0 90 360 300 1730 1380 5362
575 1000 0 0 90 360 400 1780 1948 6722
575 1000 0 0 90 360 500 1833 2578 7979
575 1000 0 0 90 360 600 1888 3270 9152
575 1000 0 0 90 360 700 1944 4022 10254
575 1000 0 0 90 360 800 2001 4834 11296
575 1000 0 0 90 360 900 2060 5704 12283
575 1000 0 60 0 0 0 1337 57 125
575 1000 0 60 0 0 100 1375 408 2184
575 1000 0 60 0 0 200 1414 823 3868
575 1000 0 60 0 0 300 1455 1302 5362
575 1000 0 60 0 0 400 1498 1840 6722
575 1000 0 60 0 0 500 1542 2438 7979
575 1000 0 60 0 0 600 1587 3094 9152
575 1000 0 60 0 0 700 1635 3807 10254
575 1000 0 60 0 0 800 1684 4577 11296
575 1000 0 60 0 0 900 1734 5401 12283
575 1000 0 60 0 60 0 1337 57 125
575 1000 0 60 0 60 100 1375 408 2184
575 1000 0 60 0 60 200 1414 823 3868
575 1000 0 60 0 60 300 1455 1302 5362
575 1000 0 60 0 60 400 1498 1840 6722
575 1000 0 60 0 60 500 1542 2438 7979
575 1000 0 60 0 60 600 1587 3094 9152
575 1000 0 60 0 60 700 1635 3807 10254
575 1000 0 60 0 60 800 1684 4577 11296
575 1000 0 60 0 60 900 1734 5401 12283
575 1000 0 60 0 120 0 1337 57 125
575 1000 0 60 0 120 100 1375 408 2184
575 1000 0 60 0 120 200 1414 823 3868
575 1000 0 60 0 120 300 1455 1302 5362
575 1000 0 60 0 120 400 1498 1840 6722
575 1000 0 60 0 120 500 1542 2438 7979
575 1000 0 60 0 120 600 1587 3094 9152
575 1000 0 60 0 120 700 1635 3807 10254
575 1000 0 60 0 120 800 1684 4577 11296
575 1000 0 60 0 120 900 1734 5401 12283
575 1000 0 60 0 180 0 1337 57 125
575 1000 0 60 0 180 100 1375 408 2184
575 1000 0 60 0 180 200 1414 823 3868
575 1000 0 60 0 180 300 1455 1302 5362
575 1000 0 60 0 180 400 1498 1840 6722
575 1000 0 60 0 180 500 1542 2438 7979
575 1000 0 60 0 180 600 1587 3094 9152
575 1000 0 60 0 180 700 1635 3807 10254
575 1000 0 60 0 180 800 1684 4577 11296
575 1000 0 60 0 180 900 1734 5401 12283
575 1000 0 60 0 240 0 1337 57 125
575 1000 0 60 0 240 100 1375 408 2184
575 1000 0 60 0 240 200 1414 823 3868
575 1000 0 60 0 240 300 1455 1302 5362
575 1000 0 60 0 240 400 1498 1840 6722
575 1000 0 60 0 240 500 1542 2438 7979
575 1000 0 60 0 240 600 1587 3094 9152
575 1000 0 60 0 240 700 1635 3807 10254
575 1000 0 60 0 240 800 1684 4577 11296
575 1000 0 60 0 240 900 1734 5401 12283
575 1000 0 60 0 300 0 1337 57 125
575 1000 0 60 0 300 100 1375 408 2184
575 1000 0 60 0 300 200 1414 823 3868
575 1000 0 60 0 300 300 1455 1302 5362
575 1000 0 60 0 300 400 1498 1840 6722
575 1000 0 60 0 300 500 1542 2438 7979
575 1000 0 60 0 300 600 1587 3094 9152
575 1000 0 60 0 300 700 1635 3807 10254
575 1000 0 60 0 300 800 1684 4577 11296
575 1000 0 60 0 300 900 1734 5401 12283
575 1000 0 60 0 360 0 1337 57 125
575 1000 0 60 0 360 100 1375 408 2184
575 1000 0 60 0 360 200 1414 823 3868
575 1000 0 60 0 360 300 1455 1302 5362
575 1000 0 60 0 360 400 1498 1840 6722
575 1000 0 60 0 360 500 1542 2438 7979
575 1000 0 60 0 360 600 1587 3094 9152
575 1000 0 60 0 360 700 1635 3807 10254
575 1000 0 60 0 360 800 1684 4577 11296
575 1000 0 60 0 360 900 1734 5401 12283
575 1000 0 60 15 0 0 1430 61 125
575 1000 0 60 15 0 100 1470 420 2184
575 1000 0 60 15 0 200 1512 846 3868
575 1000 0 60 15 0 300 1556 1336 5362
575 1000 0 60 15 0 400 1601 1888 6722
575 1000 0 60 15 0 500 1649 2501 7979
575 1000 0 60 15 0 600 1697 3173 9152
575 1000 0 60 15 0 700 1748 3904 10254
575 1000 0 60 15 0 800 1799 4692 11296
575 1000 0 60 15 0 900 1853 5537 12283
575 1000 0 60 15 60 0 1430 61 125
575 1000 0 60 15 60 100 1470 420 2184
575 1000 0 60 15 60 200 1512 846 3868
575 1000 0 60 15 60 300 1556 1336 5362
575 1000 0 60 15 60 400 1601 1888 6722
575 1000 0 60 15 60 500 1649 2501 7979
575 1000 0 60 15 60 600 1697 3173 9152
575 1000 0 60 15 60 700 1748 3904 10254
575 1000 0 60 15 60 800 1799 4692 11296
575 1000 0 60 15 60 900 1853 5537 12283
575 1000 0 60 15 120 0 1430 61 125
575 1000 0 60 15 120 100 1470 420 2184
575 1000 0 60 15 120 200 1512 846 3868
575 1000 0 60 15 120 300 1556 1336 5362
575 1000 0 60 15 120 400 1601 1888 6722
575 1000 0 60 15 120 500 1649 2501 7979
575 1000 0 60 15 120 600 1697 3173 9152
575 1000 0 60 15 120 700 1748 3904 10254
575 1000 0 60 15 120 800 1799 4692 11296
