VZA VAZ SZA SAZ WV OZ AOT XA_SWIR XB_SWIR XC_SWIR 
625 1000 0 0 0 240 500 1593 2908 7979
625 1000 0 0 0 240 600 1649 3700 9152
625 1000 0 0 0 240 700 1705 4559 10254
625 1000 0 0 0 240 800 1764 5482 11296
625 1000 0 0 0 240 900 1823 6468 12283
625 1000 0 0 0 300 0 1340 62 125
625 1000 0 0 0 300 100 1387 470 2184
625 1000 0 0 0 300 200 1435 963 3868
625 1000 0 0 0 300 300 1486 1537 5362
625 1000 0 0 0 300 400 1539 2186 6722
625 1000 0 0 0 300 500 1593 2908 7979
625 1000 0 0 0 300 600 1649 3700 9152
625 1000 0 0 0 300 700 1705 4559 10254
625 1000 0 0 0 300 800 1764 5482 11296
625 1000 0 0 0 300 900 1823 6468 12283
625 1000 0 0 0 360 0 1340 62 125
625 1000 0 0 0 360 100 1387 470 2184
625 1000 0 0 0 360 200 1435 963 3868
625 1000 0 0 0 360 300 1486 1537 5362
625 1000 0 0 0 360 400 1539 2186 6722
625 1000 0 0 0 360 500 1593 2908 7979
625 1000 0 0 0 360 600 1649 3700 9152
625 1000 0 0 0 360 700 1705 4559 10254
625 1000 0 0 0 360 800 1764 5482 11296
625 1000 0 0 0 360 900 1823 6468 12283
625 1000 0 0 15 0 0 1439 67 125
625 1000 0 0 15 0 100 1489 485 2184
625 1000 0 0 15 0 200 1541 991 3868
625 1000 0 0 15 0 300 1595 1580 5362
625 1000 0 0 15 0 400 1652 2246 6722
625 1000 0 0 15 0 500 1710 2986 7979
625 1000 0 0 15 0 600 1770 3799 9152
625 1000 0 0 15 0 700 1831 4680 10254
625 1000 0 0 15 0 800 1893 5628 11296
625 1000 0 0 15 0 900 1957 6639 12283
625 1000 0 0 15 60 0 1439 67 125
625 1000 0 0 15 60 100 1489 485 2184
625 1000 0 0 15 60 200 1541 991 3868
625 1000 0 0 15 60 300 1595 1580 5362
625 1000 0 0 15 60 400 1652 2246 6722
625 1000 0 0 15 60 500 1710 2986 7979
625 1000 0 0 15 60 600 1770 3799 9152
625 1000 0 0 15 60 700 1831 4680 10254
625 1000 0 0 15 60 800 1893 5628 11296
625 1000 0 0 15 60 900 1957 6639 12283
625 1000 0 0 15 120 0 1439 67 125
625 1000 0 0 15 120 100 1489 485 2184
625 1000 0 0 15 120 200 1541 991 3868
625 1000 0 0 15 120 300 1595 1580 5362
625 1000 0 0 15 120 400 1652 2246 6722
625 1000 0 0 15 120 500 1710 2986 7979
625 1000 0 0 15 120 600 1770 3799 9152
625 1000 0 0 15 120 700 1831 4680 10254
625 1000 0 0 15 120 800 1893 5628 11296
625 1000 0 0 15 120 900 1957 6639 12283
625 1000 0 0 15 180 0 1439 67 125
625 1000 0 0 15 180 100 1489 485 2184
625 1000 0 0 15 180 200 1541 991 3868
625 1000 0 0 15 180 300 1595 1580 5362
625 1000 0 0 15 180 400 1652 2246 6722
625 1000 0 0 15 180 500 1710 2986 7979
625 1000 0 0 15 180 600 1770 3799 9152
625 1000 0 0 15 180 700 1831 4680 10254
625 1000 0 0 15 180 800 1893 5628 11296
625 1000 0 0 15 180 900 1957 6639 12283
625 1000 0 0 15 240 0 1439 67 125
625 1000 0 0 15 240 100 1489 485 2184
625 1000 0 0 15 240 200 1541 991 3868
625 1000 0 0 15 240 300 1595 1580 5362
625 1000 0 0 15 240 400 1652 2246 6722
625 1000 0 0 15 240 500 1710 2986 7979
625 1000 0 0 15 240 600 1770 3799 9152
625 1000 0 0 15 240 700 1831 4680 10254
625 1000 0 0 15 240 800 1893 5628 11296
625 1000 0 0 15 240 900 1957 6639 12283
625 1000 0 0 15 300 0 1439 67 125
625 1000 0 0 15 300 100 1489 485 2184
625 1000 0 0 15 300 200 1541 991 3868
625 1000 0 0 15 300 300 1595 1580 5362
625 1000 0 0 15 300 400 1652 2246 6722
625 1000 0 0 15 300 500 1710 2986 7979
625 1000 0 0 15 300 600 1770 3799 9152
625 1000 0 0 15 300 700 1831 4680 10254
625 1000 0 0 15 300 800 1893 5628 11296
625 1000 0 0 15 300 900 1957 6639 12283
625 1000 0 0 15 360 0 1439 67 125
625 1000 0 0 15 360 100 1489 485 2184
625 1000 0 0 15 360 200 1541 991 3868
625 1000 0 0 15 360 300 1595 1580 5362
625 1000 0 0 15 360 400 1652 2246 6722
625 1000 0 0 15 360 500 1710 2986 7979
625 1000 0 0 15 360 600 1770 3799 9152
625 1000 0 0 15 360 700 1831 4680 10254
625 1000 0 0 15 360 800 1893 5628 11296
625 1000 0 0 15 360 900 1957 6639 12283
625 1000 0 0 30 0 0 1488 69 125
625 1000 0 0 30 0 100 1539 491 2184
625 1000 0 0 30 0 200 1593 1001 3868
625 1000 0 0 30 0 300 1650 1597 5362
625 1000 0 0 30 0 400 1708 2269 6722
625 1000 0 0 30 0 500 1768 3017 7979
625 1000 0 0 30 0 600 1830 3837 9152
625 1000 0 0 30 0 700 1893 4728 10254
625 1000 0 0 30 0 800 1958 5685 11296
625 1000 0 0 30 0 900 2024 6705 12283
625 1000 0 0 30 60 0 1488 69 125
625 1000 0 0 30 60 100 1539 491 2184
625 1000 0 0 30 60 200 1593 1001 3868
625 1000 0 0 30 60 300 1650 1597 5362
625 1000 0 0 30 60 400 1708 2269 6722
625 1000 0 0 30 60 500 1768 3017 7979
625 1000 0 0 30 60 600 1830 3837 9152
625 1000 0 0 30 60 700 1893 4728 10254
625 1000 0 0 30 60 800 1958 5685 11296
625 1000 0 0 30 60 900 2024 6705 12283
625 1000 0 0 30 120 0 1488 69 125
625 1000 0 0 30 120 100 1539 491 2184
625 1000 0 0 30 120 200 1593 1001 3868
625 1000 0 0 30 120 300 1650 1597 5362
625 1000 0 0 30 120 400 1708 2269 6722
625 1000 0 0 30 120 500 1768 3017 7979
625 1000 0 0 30 120 600 1830 3837 9152
625 1000 0 0 30 120 700 1893 4728 10254
625 1000 0 0 30 120 800 1958 5685 11296
625 1000 0 0 30 120 900 2024 6705 12283
625 1000 0 0 30 180 0 1488 69 125
625 1000 0 0 30 180 100 1539 491 2184
625 1000 0 0 30 180 200 1593 1001 3868
625 1000 0 0 30 180 300 1650 1597 5362
625 1000 0 0 30 180 400 1708 2269 6722
625 1000 0 0 30 180 500 1768 3017 7979
625 1000 0 0 30 180 600 1830 3837 9152
625 1000 0 0 30 180 700 1893 4728 10254
625 1000 0 0 30 180 800 1958 5685 11296
625 1000 0 0 30 180 900 2024 6705 12283
625 1000 0 0 30 240 0 1488 69 125
625 1000 0 0 30 240 100 1539 491 2184
625 1000 0 0 30 240 200 1593 1001 3868
625 1000 0 0 30 240 300 1650 1597 5362
625 1000 0 0 30 240 400 1708 2269 6722
625 1000 0 0 30 240 500 1768 3017 7979
625 1000 0 0 30 240 600 1830 3837 9152
625 1000 0 0 30 240 700 1893 4728 10254
625 1000 0 0 30 240 800 1958 5685 11296
625 1000 0 0 30 240 900 2024 6705 12283
625 1000 0 0 30 300 0 1488 69 125
625 1000 0 0 30 300 100 1539 491 2184
625 1000 0 0 30 300 200 1593 1001 3868
625 1000 0 0 30 300 300 1650 1597 5362
625 1000 0 0 30 300 400 1708 2269 6722
625 1000 0 0 30 300 500 1768 3017 7979
625 1000 0 0 30 300 600 1830 3837 9152
625 1000 0 0 30 300 700 1893 4728 10254
625 1000 0 0 30 300 800 1958 5685 11296
625 1000 0 0 30 300 900 2024 6705 12283
625 1000 0 0 30 360 0 1488 69 125
625 1000 0 0 30 360 100 1539 491 2184
625 1000 0 0 30 360 200 1593 1001 3868
625 1000 0 0 30 360 300 1650 1597 5362
625 1000 0 0 30 360 400 1708 2269 6722
625 1000 0 0 30 360 500 1768 3017 7979
625 1000 0 0 30 360 600 1830 3837 9152
625 1000 0 0 30 360 700 1893 4728 10254
625 1000 0 0 30 360 800 1958 5685 11296
625 1000 0 0 30 360 900 2024 6705 12283
625 1000 0 0 45 0 0 1525 71 125
625 1000 0 0 45 0 100 1578 496 2184
625 1000 0 0 45 0 200 1633 1010 3868
625 1000 0 0 45 0 300 1691 1609 5362
625 1000 0 0 45 0 400 1751 2286 6722
625 1000 0 0 45 0 500 1812 3039 7979
625 1000 0 0 45 0 600 1876 3864 9152
625 1000 0 0 45 0 700 1940 4761 10254
625 1000 0 0 45 0 800 2007 5724 11296
625 1000 0 0 45 0 900 2074 6752 12283
625 1000 0 0 45 60 0 1525 71 125
625 1000 0 0 45 60 100 1578 496 2184
625 1000 0 0 45 60 200 1633 1010 3868
625 1000 0 0 45 60 300 1691 1609 5362
625 1000 0 0 45 60 400 1751 2286 6722
625 1000 0 0 45 60 500 1812 3039 7979
625 1000 0 0 45 60 600 1876 3864 9152
625 1000 0 0 45 60 700 1940 4761 10254
625 1000 0 0 45 60 800 2007 5724 11296
625 1000 0 0 45 60 900 2074 6752 12283
625 1000 0 0 45 120 0 1525 71 125
625 1000 0 0 45 120 100 1578 496 2184
625 1000 0 0 45 120 200 1633 1010 3868
625 1000 0 0 45 120 300 1691 1609 5362
625 1000 0 0 45 120 400 1751 2286 6722
625 1000 0 0 45 120 500 1812 3039 7979
625 1000 0 0 45 120 600 1876 3864 9152
625 1000 0 0 45 120 700 1940 4761 10254
625 1000 0 0 45 120 800 2007 5724 11296
625 1000 0 0 45 120 900 2074 6752 12283
625 1000 0 0 45 180 0 1525 71 125
625 1000 0 0 45 180 100 1578 496 2184
625 1000 0 0 45 180 200 1633 1010 3868
625 1000 0 0 45 180 300 1691 1609 5362
625 1000 0 0 45 180 400 1751 2286 6722
625 1000 0 0 45 180 500 1812 3039 7979
625 1000 0 0 45 180 600 1876 3864 9152
625 1000 0 0 45 180 700 1940 4761 10254
625 1000 0 0 45 180 800 2007 5724 11296
625 1000 0 0 45 180 900 2074 6752 12283
625 1000 0 0 45 240 0 1525 71 125
625 1000 0 0 45 240 100 1578 496 2184
625 1000 0 0 45 240 200 1633 1010 3868
625 1000 0 0 45 240 300 1691 1609 5362
625 1000 0 0 45 240 400 1751 2286 6722
625 1000 0 0 45 240 500 1812 3039 7979
625 1000 0 0 45 240 600 1876 3864 9152
625 1000 0 0 45 240 700 1940 4761 10254
625 1000 0 0 45 240 800 2007 5724 11296
625 1000 0 0 45 240 900 2074 6752 12283
625 1000 0 0 45 300 0 1525 71 125
625 1000 0 0 45 300 100 1578 496 2184
625 1000 0 0 45 300 200 1633 1010 3868
625 1000 0 0 45 300 300 1691 1609 5362
625 1000 0 0 45 300 400 1751 2286 6722
625 1000 0 0 45 300 500 1812 3039 7979
625 1000 0 0 45 300 600 1876 3864 9152
625 1000 0 0 45 300 700 1940 4761 10254
625 1000 0 0 45 300 800 2007 5724 11296
625 1000 0 0 45 300 900 2074 6752 12283
625 1000 0 0 45 360 0 1525 71 125
625 1000 0 0 45 360 100 1578 496 2184
625 1000 0 0 45 360 200 1633 1010 3868
625 1000 0 0 45 360 300 1691 1609 5362
625 1000 0 0 45 360 400 1751 2286 6722
625 1000 0 0 45 360 500 1812 3039 7979
625 1000 0 0 45 360 600 1876 3864 9152
625 1000 0 0 45 360 700 1940 4761 10254
625 1000 0 0 45 360 800 2007 5724 11296
625 1000 0 0 45 360 900 2074 6752 12283
625 1000 0 0 60 0 0 1556 72 125
625 1000 0 0 60 0 100 1610 498 2184
625 1000 0 0 60 0 200 1666 1016 3868
625 1000 0 0 60 0 300 1725 1618 5362
625 1000 0 0 60 0 400 1786 2299 6722
625 1000 0 0 60 0 500 1849 3055 7979
625 1000 0 0 60 0 600 1914 3886 9152
625 1000 0 0 60 0 700 1980 4786 10254
625 1000 0 0 60 0 800 2046 5755 11296
625 1000 0 0 60 0 900 2117 6788 12283
625 1000 0 0 60 60 0 1556 72 125
625 1000 0 0 60 60 100 1610 498 2184
625 1000 0 0 60 60 200 1666 1016 3868
625 1000 0 0 60 60 300 1725 1618 5362
625 1000 0 0 60 60 400 1786 2299 6722
625 1000 0 0 60 60 500 1849 3055 7979
625 1000 0 0 60 60 600 1914 3886 9152
625 1000 0 0 60 60 700 1980 4786 10254
625 1000 0 0 60 60 800 2046 5755 11296
625 1000 0 0 60 60 900 2117 6788 12283
625 1000 0 0 60 120 0 1556 72 125
625 1000 0 0 60 120 100 1610 498 2184
625 1000 0 0 60 120 200 1666 1016 3868
625 1000 0 0 60 120 300 1725 1618 5362
625 1000 0 0 60 120 400 1786 2299 6722
625 1000 0 0 60 120 500 1849 3055 7979
625 1000 0 0 60 120 600 1914 3886 9152
625 1000 0 0 60 120 700 1980 4786 10254
625 1000 0 0 60 120 800 2046 5755 11296
625 1000 0 0 60 120 900 2117 6788 12283
625 1000 0 0 60 180 0 1556 72 125
625 1000 0 0 60 180 100 1610 498 2184
625 1000 0 0 60 180 200 1666 1016 3868
625 1000 0 0 60 180 300 1725 1618 5362
625 1000 0 0 60 180 400 1786 2299 6722
625 1000 0 0 60 180 500 1849 3055 7979
625 1000 0 0 60 180 600 1914 3886 9152
625 1000 0 0 60 180 700 1980 4786 10254
625 1000 0 0 60 180 800 2046 5755 11296
625 1000 0 0 60 180 900 2117 6788 12283
625 1000 0 0 60 240 0 1556 72 125
625 1000 0 0 60 240 100 1610 498 2184
625 1000 0 0 60 240 200 1666 1016 3868
625 1000 0 0 60 240 300 1725 1618 5362
625 1000 0 0 60 240 400 1786 2299 6722
625 1000 0 0 60 240 500 1849 3055 7979
625 1000 0 0 60 240 600 1914 3886 9152
625 1000 0 0 60 240 700 1980 4786 10254
625 1000 0 0 60 240 800 2046 5755 11296
625 1000 0 0 60 240 900 2117 6788 12283
625 1000 0 0 60 300 0 1556 72 125
625 1000 0 0 60 300 100 1610 498 2184
625 1000 0 0 60 300 200 1666 1016 3868
625 1000 0 0 60 300 300 1725 1618 5362
625 1000 0 0 60 300 400 1786 2299 6722
625 1000 0 0 60 300 500 1849 3055 7979
625 1000 0 0 60 300 600 1914 3886 9152
625 1000 0 0 60 300 700 1980 4786 10254
625 1000 0 0 60 300 800 2046 5755 11296
625 1000 0 0 60 300 900 2117 6788 12283
625 1000 0 0 60 360 0 1556 72 125
625 1000 0 0 60 360 100 1610 498 2184
625 1000 0 0 60 360 200 1666 1016 3868
625 1000 0 0 60 360 300 1725 1618 5362
625 1000 0 0 60 360 400 1786 2299 6722
625 1000 0 0 60 360 500 1849 3055 7979
625 1000 0 0 60 360 600 1914 3886 9152
625 1000 0 0 60 360 700 1980 4786 10254
625 1000 0 0 60 360 800 2046 5755 11296
625 1000 0 0 60 360 900 2117 6788 12283
625 1000 0 0 75 0 0 1583 74 125
625 1000 0 0 75 0 100 1637 502 2184
625 1000 0 0 75 0 200 1695 1022 3868
625 1000 0 0 75 0 300 1755 1626 5362
625 1000 0 0 75 0 400 1816 2310 6722
625 1000 0 0 75 0 500 1881 3070 7979
625 1000 0 0 75 0 600 1947 3904 9152
625 1000 0 0 75 0 700 2014 4808 10254
625 1000 0 0 75 0 800 2083 5781 11296
625 1000 0 0 75 0 900 2153 6819 12283
625 1000 0 0 75 60 0 1583 74 125
625 1000 0 0 75 60 100 1637 502 2184
625 1000 0 0 75 60 200 1695 1022 3868
625 1000 0 0 75 60 300 1755 1626 5362
625 1000 0 0 75 60 400 1816 2310 6722
625 1000 0 0 75 60 500 1881 3070 7979
625 1000 0 0 75 60 600 1947 3904 9152
625 1000 0 0 75 60 700 2014 4808 10254
625 1000 0 0 75 60 800 2083 5781 11296
625 1000 0 0 75 60 900 2153 6819 12283
625 1000 0 0 75 120 0 1583 74 125
625 1000 0 0 75 120 100 1637 502 2184
625 1000 0 0 75 120 200 1695 1022 3868
625 1000 0 0 75 120 300 1755 1626 5362
625 1000 0 0 75 120 400 1816 2310 6722
625 1000 0 0 75 120 500 1881 3070 7979
625 1000 0 0 75 120 600 1947 3904 9152
625 1000 0 0 75 120 700 2014 4808 10254
625 1000 0 0 75 120 800 2083 5781 11296
625 1000 0 0 75 120 900 2153 6819 12283
625 1000 0 0 75 180 0 1583 74 125
625 1000 0 0 75 180 100 1637 502 2184
625 1000 0 0 75 180 200 1695 1022 3868
625 1000 0 0 75 180 300 1755 1626 5362
625 1000 0 0 75 180 400 1816 2310 6722
625 1000 0 0 75 180 500 1881 3070 7979
625 1000 0 0 75 180 600 1947 3904 9152
625 1000 0 0 75 180 700 2014 4808 10254
625 1000 0 0 75 180 800 2083 5781 11296
625 1000 0 0 75 180 900 2153 6819 12283
625 1000 0 0 75 240 0 1583 74 125
625 1000 0 0 75 240 100 1637 502 2184
625 1000 0 0 75 240 200 1695 1022 3868
625 1000 0 0 75 240 300 1755 1626 5362
625 1000 0 0 75 240 400 1816 2310 6722
625 1000 0 0 75 240 500 1881 3070 7979
625 1000 0 0 75 240 600 1947 3904 9152
625 1000 0 0 75 240 700 2014 4808 10254
625 1000 0 0 75 240 800 2083 5781 11296
625 1000 0 0 75 240 900 2153 6819 12283
625 1000 0 0 75 300 0 1583 74 125
625 1000 0 0 75 300 100 1637 502 2184
625 1000 0 0 75 300 200 1695 1022 3868
625 1000 0 0 75 300 300 1755 1626 5362
625 1000 0 0 75 300 400 1816 2310 6722
625 1000 0 0 75 300 500 1881 3070 7979
625 1000 0 0 75 300 600 1947 3904 9152
625 1000 0 0 75 300 700 2014 4808 10254
625 1000 0 0 75 300 800 2083 5781 11296
625 1000 0 0 75 300 900 2153 6819 12283
625 1000 0 0 75 360 0 1583 74 125
625 1000 0 0 75 360 100 1637 502 2184
625 1000 0 0 75 360 200 1695 1022 3868
625 1000 0 0 75 360 300 1755 1626 5362
625 1000 0 0 75 360 400 1816 2310 6722
625 1000 0 0 75 360 500 1881 3070 7979
625 1000 0 0 75 360 600 1947 3904 9152
625 1000 0 0 75 360 700 2014 4808 10254
625 1000 0 0 75 360 800 2083 5781 11296
625 1000 0 0 75 360 900 2153 6819 12283
625 1000 0 0 90 0 0 1607 75 125
625 1000 0 0 90 0 100 1663 505 2184
625 1000 0 0 90 0 200 1721 1026 3868
625 1000 0 0 90 0 300 1782 1633 5362
625 1000 0 0 90 0 400 1845 2319 6722
625 1000 0 0 90 0 500 1910 3082 7979
625 1000 0 0 90 0 600 1976 3919 9152
625 1000 0 0 90 0 700 2045 4827 10254
625 1000 0 0 90 0 800 2115 5803 11296
625 1000 0 0 90 0 900 2186 6845 12283
625 1000 0 0 90 60 0 1607 75 125
625 1000 0 0 90 60 100 1663 505 2184
625 1000 0 0 90 60 200 1721 1026 3868
625 1000 0 0 90 60 300 1782 1633 5362
625 1000 0 0 90 60 400 1845 2319 6722
625 1000 0 0 90 60 500 1910 3082 7979
625 1000 0 0 90 60 600 1976 3919 9152
625 1000 0 0 90 60 700 2045 4827 10254
625 1000 0 0 90 60 800 2115 5803 11296
625 1000 0 0 90 60 900 2186 6845 12283
625 1000 0 0 90 120 0 1607 75 125
625 1000 0 0 90 120 100 1663 505 2184
625 1000 0 0 90 120 200 1721 1026 3868
625 1000 0 0 90 120 300 1782 1633 5362
625 1000 0 0 90 120 400 1845 2319 6722
625 1000 0 0 90 120 500 1910 3082 7979
625 1000 0 0 90 120 600 1976 3919 9152
625 1000 0 0 90 120 700 2045 4827 10254
625 1000 0 0 90 120 800 2115 5803 11296
625 1000 0 0 90 120 900 2186 6845 12283
625 1000 0 0 90 180 0 1607 75 125
625 1000 0 0 90 180 100 1663 505 2184
625 1000 0 0 90 180 200 1721 1026 3868
625 1000 0 0 90 180 300 1782 1633 5362
625 1000 0 0 90 180 400 1845 2319 6722
625 1000 0 0 90 180 500 1910 3082 7979
625 1000 0 0 90 180 600 1976 3919 9152
625 1000 0 0 90 180 700 2045 4827 10254
625 1000 0 0 90 180 800 2115 5803 11296
625 1000 0 0 90 180 900 2186 6845 12283
625 1000 0 0 90 240 0 1607 75 125
625 1000 0 0 90 240 100 1663 505 2184
625 1000 0 0 90 240 200 1721 1026 3868
625 1000 0 0 90 240 300 1782 1633 5362
625 1000 0 0 90 240 400 1845 2319 6722
625 1000 0 0 90 240 500 1910 3082 7979
625 1000 0 0 90 240 600 1976 3919 9152
625 1000 0 0 90 240 700 2045 4827 10254
625 1000 0 0 90 240 800 2115 5803 11296
625 1000 0 0 90 240 900 2186 6845 12283
625 1000 0 0 90 300 0 1607 75 125
625 1000 0 0 90 300 100 1663 505 2184
625 1000 0 0 90 300 200 1721 1026 3868
625 1000 0 0 90 300 300 1782 1633 5362
625 1000 0 0 90 300 400 1845 2319 6722
625 1000 0 0 90 300 500 1910 3082 7979
625 1000 0 0 90 300 600 1976 3919 9152
625 1000 0 0 90 300 700 2045 4827 10254
625 1000 0 0 90 300 800 2115 5803 11296
625 1000 0 0 90 300 900 2186 6845 12283
625 1000 0 0 90 360 0 1607 75 125
625 1000 0 0 90 360 100 1663 505 2184
625 1000 0 0 90 360 200 1721 1026 3868
625 1000 0 0 90 360 300 1782 1633 5362
625 1000 0 0 90 360 400 1845 2319 6722
625 1000 0 0 90 360 500 1910 3082 7979
625 1000 0 0 90 360 600 1976 3919 9152
625 1000 0 0 90 360 700 2045 4827 10254
625 1000 0 0 90 360 800 2115 5803 11296
625 1000 0 0 90 360 900 2186 6845 12283
625 1000 0 60 0 0 0 1340 62 125
625 1000 0 60 0 0 100 1387 470 2184
625 1000 0 60 0 0 200 1435 963 3868
625 1000 0 60 0 0 300 1486 1537 5362
625 1000 0 60 0 0 400 1539 2186 6722
625 1000 0 60 0 0 500 1593 2908 7979
625 1000 0 60 0 0 600 1649 3700 9152
625 1000 0 60 0 0 700 1705 4559 10254
625 1000 0 60 0 0 800 1764 5482 11296
625 1000 0 60 0 0 900 1823 6468 12283
625 1000 0 60 0 60 0 1340 62 125
625 1000 0 60 0 60 100 1387 470 2184
625 1000 0 60 0 60 200 1435 963 3868
625 1000 0 60 0 60 300 1486 1537 5362
625 1000 0 60 0 60 400 1539 2186 6722
625 1000 0 60 0 60 500 1593 2908 7979
625 1000 0 60 0 60 600 1649 3700 9152
625 1000 0 60 0 60 700 1705 4559 10254
625 1000 0 60 0 60 800 1764 5482 11296
625 1000 0 60 0 60 900 1823 6468 12283
625 1000 0 60 0 120 0 1340 62 125
625 1000 0 60 0 120 100 1387 470 2184
625 1000 0 60 0 120 200 1435 963 3868
625 1000 0 60 0 120 300 1486 1537 5362
625 1000 0 60 0 120 400 1539 2186 6722
625 1000 0 60 0 120 500 1593 2908 7979
625 1000 0 60 0 120 600 1649 3700 9152
625 1000 0 60 0 120 700 1705 4559 10254
625 1000 0 60 0 120 800 1764 5482 11296
625 1000 0 60 0 120 900 1823 6468 12283
625 1000 0 60 0 180 0 1340 62 125
625 1000 0 60 0 180 100 1387 470 2184
625 1000 0 60 0 180 200 1435 963 3868
625 1000 0 60 0 180 300 1486 1537 5362
625 1000 0 60 0 180 400 1539 2186 6722
625 1000 0 60 0 180 500 1593 2908 7979
625 1000 0 60 0 180 600 1649 3700 9152
625 1000 0 60 0 180 700 1705 4559 10254
625 1000 0 60 0 180 800 1764 5482 11296
625 1000 0 60 0 180 900 1823 6468 12283
625 1000 0 60 0 240 0 1340 62 125
625 1000 0 60 0 240 100 1387 470 2184
625 1000 0 60 0 240 200 1435 963 3868
625 1000 0 60 0 240 300 1486 1537 5362
625 1000 0 60 0 240 400 1539 2186 6722
625 1000 0 60 0 240 500 1593 2908 7979
625 1000 0 60 0 240 600 1649 3700 9152
625 1000 0 60 0 240 700 1705 4559 10254
625 1000 0 60 0 240 800 1764 5482 11296
625 1000 0 60 0 240 900 1823 6468 12283
625 1000 0 60 0 300 0 1340 62 125
625 1000 0 60 0 300 100 1387 470 2184
625 1000 0 60 0 300 200 1435 963 3868
625 1000 0 60 0 300 300 1486 1537 5362
625 1000 0 60 0 300 400 1539 2186 6722
625 1000 0 60 0 300 500 1593 2908 7979
625 1000 0 60 0 300 600 1649 3700 9152
625 1000 0 60 0 300 700 1705 4559 10254
625 1000 0 60 0 300 800 1764 5482 11296
625 1000 0 60 0 300 900 1823 6468 12283
625 1000 0 60 0 360 0 1340 62 125
625 1000 0 60 0 360 100 1387 470 2184
625 1000 0 60 0 360 200 1435 963 3868
625 1000 0 60 0 360 300 1486 1537 5362
625 1000 0 60 0 360 400 1539 2186 6722
625 1000 0 60 0 360 500 1593 2908 7979
625 1000 0 60 0 360 600 1649 3700 9152
625 1000 0 60 0 360 700 1705 4559 10254
625 1000 0 60 0 360 800 1764 5482 11296
625 1000 0 60 0 360 900 1823 6468 12283
625 1000 0 60 15 0 0 1439 67 125
625 1000 0 60 15 0 100 1489 485 2184
625 1000 0 60 15 0 200 1541 991 3868
625 1000 0 60 15 0 300 1595 1580 5362
625 1000 0 60 15 0 400 1652 2246 6722
625 1000 0 60 15 0 500 1710 2986 7979
625 1000 0 60 15 0 600 1770 3799 9152
625 1000 0 60 15 0 700 1831 4680 10254
625 1000 0 60 15 0 800 1893 5628 11296
625 1000 0 60 15 0 900 1957 6639 12283
625 1000 0 60 15 60 0 1439 67 125
625 1000 0 60 15 60 100 1489 485 2184
625 1000 0 60 15 60 200 1541 991 3868
625 1000 0 60 15 60 300 1595 1580 5362
625 1000 0 60 15 60 400 1652 2246 6722
625 1000 0 60 15 60 500 1710 2986 7979
625 1000 0 60 15 60 600 1770 3799 9152
625 1000 0 60 15 60 700 1831 4680 10254
625 1000 0 60 15 60 800 1893 5628 11296
625 1000 0 60 15 60 900 1957 6639 12283
625 1000 0 60 15 120 0 1439 67 125
625 1000 0 60 15 120 100 1489 485 2184
625 1000 0 60 15 120 200 1541 991 3868
625 1000 0 60 15 120 300 1595 1580 5362
625 1000 0 60 15 120 400 1652 2246 6722
625 1000 0 60 15 120 500 1710 2986 7979
625 1000 0 60 15 120 600 1770 3799 9152
