DATE LAT LON BAND_1 BAND_2 BAND_3 BAND_4 BAND_5, BAND_9, CLM
20120620.0000 -15.5022 -48.8993 0.1339 0.2623 0.3249 298.9178 237.5921 293.6350 0.0000
20120620.0000 -15.5022 -48.8645 0.1160 0.2536 0.2839 297.0447 237.4628 293.2480 0.0000
20120620.0000 -15.5022 -48.8296 0.1129 0.2398 0.2718 296.4273 237.0715 292.7298 0.0000
20120620.0000 -15.5022 -48.7948 0.1129 0.2398 0.2718 296.4273 237.0715 292.7298 0.0000
20120620.0000 -15.5022 -48.7599 0.1188 0.2414 0.2852 296.6346 237.0059 292.5999 0.0000
20120620.0000 -15.5022 -48.7251 0.1232 0.2464 0.3004 296.8404 236.9400 292.3395 0.0000
20120620.0000 -15.5022 -48.6903 0.1232 0.2464 0.3004 296.8404 236.9400 292.3395 0.0000
20120620.0000 -15.5022 -48.6554 0.1246 0.2462 0.3087 297.1463 236.8741 292.3395 0.0000
20120620.0000 -15.5022 -48.6206 0.1231 0.2445 0.3036 296.5311 237.1371 291.5548 0.0000
20120620.0000 -15.5022 -48.5857 0.1231 0.2445 0.3036 296.5311 237.1371 291.5548 0.0000
20120620.0000 -15.5022 -48.5509 0.1216 0.2342 0.2932 296.4273 236.8080 291.0285 0.0000
20120620.0000 -15.5022 -48.5160 0.1259 0.2307 0.3066 297.0447 236.6753 291.4235 0.0000
20120620.0000 -15.5022 -48.4812 0.1259 0.2307 0.3066 297.0447 236.6753 291.4235 0.0000
20120620.0000 -15.5022 -48.4464 0.1318 0.2424 0.3251 298.0455 237.2678 292.0786 0.0000
20120620.0000 -15.5022 -48.4115 0.1318 0.2424 0.3251 298.0455 237.2678 292.0786 0.0000
20120620.0000 -15.5022 -48.3767 0.1273 0.2575 0.3181 297.8481 237.4628 292.0786 0.0000
20120620.0000 -15.5022 -48.3418 0.1198 0.2506 0.2892 297.0447 237.6566 292.4698 0.0000
20120620.0000 -15.5022 -48.3070 0.1198 0.2506 0.2892 297.0447 237.6566 292.4698 0.0000
20120620.0000 -15.5022 -48.2722 0.1168 0.2403 0.2857 297.1463 237.7210 292.9892 0.0000
20120620.0000 -15.5022 -48.2373 0.1138 0.2402 0.2787 296.8404 237.7852 292.7298 0.0000
20120620.0000 -15.5022 -48.2025 0.1138 0.2402 0.2787 296.8404 237.7852 292.7298 0.0000
20120620.0000 -15.5022 -48.1676 0.1063 0.2367 0.2668 296.4273 238.1677 292.5999 0.0000
20120620.0000 -15.5022 -48.1328 0.1063 0.2332 0.2683 296.5311 238.4830 292.8596 0.0000
20120620.0000 -15.5022 -48.0980 0.1063 0.2332 0.2683 296.5311 238.4830 292.8596 0.0000
20120620.0000 -15.5022 -48.0631 0.1106 0.2347 0.2800 296.8404 238.4202 292.8596 0.0000
20120620.0000 -15.5022 -48.0283 0.1091 0.2397 0.2815 296.5311 238.6707 292.4698 0.0000
20120620.0000 -15.5022 -47.9934 0.1091 0.2397 0.2815 296.5311 238.6707 292.4698 0.0000
20120620.0000 -15.5022 -47.9586 0.1046 0.2362 0.2696 296.0082 238.9810 292.0786 0.0000
20120620.0000 -15.5022 -47.9238 0.0987 0.2411 0.2526 295.1513 239.0427 291.6860 0.0000
20120620.0000 -15.5022 -47.8889 0.0987 0.2411 0.2526 295.1513 239.0427 291.6860 0.0000
20120620.0000 -15.5022 -47.8541 0.0957 0.2494 0.2440 294.2680 239.1043 291.5548 0.0000
20120620.0000 -15.5022 -47.8192 0.0986 0.2459 0.2472 294.6024 239.1043 291.6860 0.0000
20120620.0000 -15.5022 -47.7844 0.1030 0.2509 0.2557 295.0424 239.4714 291.8170 0.0000
20120620.0000 -15.5022 -47.7496 0.1030 0.2509 0.2557 295.0424 239.4714 291.8170 0.0000
20120620.0000 -15.5022 -47.7147 0.1059 0.2458 0.2606 295.6898 239.7741 292.2091 0.0000
20120620.0000 -15.5022 -47.6799 0.1176 0.2389 0.2756 296.2185 240.0142 292.7298 0.0000
20120620.0000 -15.5022 -47.6450 0.1176 0.2389 0.2756 296.2185 240.0142 292.7298 0.0000
20120620.0000 -15.5022 -47.6102 0.1278 0.2438 0.2989 296.8404 239.7137 292.4698 0.0000
20120620.0000 -15.5022 -47.5753 0.1365 0.2538 0.3323 298.2416 240.1336 293.1187 0.0000
20120620.0000 -15.5022 -47.5405 0.1365 0.2538 0.3323 298.2416 240.1336 293.1187 0.0000
20120620.0000 -15.5022 -47.5057 0.1306 0.2553 0.3372 298.4364 240.0739 294.1490 0.0000
20120620.0000 -15.5022 -47.4708 0.1232 0.2501 0.3135 298.2416 239.5928 294.2772 0.0000
20120620.0000 -15.5022 -47.4360 0.1232 0.2501 0.3135 298.2416 239.5928 294.2772 0.0000
20120620.0000 -15.5022 -47.4011 0.1187 0.2332 0.2966 298.7262 239.5321 294.1490 0.0000
20120620.0000 -15.5022 -47.3663 0.1260 0.2398 0.3065 299.1082 239.1658 293.6350 0.0000
20120620.0000 -15.5022 -47.3315 0.1260 0.2398 0.3065 299.1082 239.1658 293.6350 0.0000
20120620.0000 -15.5022 -47.2966 0.1274 0.2498 0.3131 298.4364 239.2884 293.1187 0.0000
20120620.0000 -15.5022 -47.2618 0.1288 0.2496 0.3062 298.0455 239.2271 293.1187 0.0000
20120620.0000 -15.5022 -47.2269 0.1288 0.2496 0.3062 298.0455 239.2271 293.1187 0.0000
20120620.0000 -15.5022 -47.1921 0.1316 0.2478 0.3161 298.4364 239.1043 293.2480 0.0000
20120620.0000 -15.5022 -47.1573 0.1316 0.2427 0.3226 298.7262 239.4714 293.3772 0.0000
20120620.0000 -15.5022 -47.1224 0.1316 0.2427 0.3226 298.7262 239.4714 293.3772 0.0000
20120620.0000 -15.5022 -47.0876 0.1388 0.2409 0.3341 299.2973 239.4714 294.0208 0.0000
20120620.0000 -15.5022 -47.0527 0.1417 0.2474 0.3457 299.6720 239.8343 294.5330 0.0000
20120620.0000 -15.5022 -47.0179 0.1417 0.2474 0.3457 299.6720 239.8343 294.5330 0.0000
20120620.0000 -15.5022 -46.9831 0.1358 0.2457 0.3388 299.7650 240.3118 294.6606 0.0000
20120620.0000 -15.5022 -46.9482 0.1314 0.2306 0.3088 299.0131 240.2525 294.7882 0.0000
20120620.0000 -15.5370 -51.7214 0.1151 0.2460 0.2755 297.4492 238.2310 294.1490 0.0000
20120620.0000 -15.5370 -51.6866 0.1334 0.2581 0.3367 299.5788 237.9770 294.7882 0.0000
20120620.0000 -15.5370 -51.6517 0.1334 0.2581 0.3367 299.5788 237.9770 294.7882 1.0000
20120620.0000 -15.5370 -51.6169 0.1395 0.2561 0.3680 299.9500 238.1043 295.2969 0.0000
20120620.0000 -15.5370 -51.5820 0.1395 0.2561 0.3680 299.9500 238.1043 295.2969 0.0000
20120620.0000 -15.5370 -51.5472 0.1440 0.2595 0.3834 300.2254 238.2310 295.4237 0.0000
20120620.0000 -15.5370 -51.5124 0.1362 0.2663 0.3604 299.5788 238.1677 295.1699 0.0000
20120620.0000 -15.5370 -51.4775 0.1362 0.2663 0.3604 299.5788 238.1677 295.1699 0.0000
20120620.0000 -15.5370 -51.4427 0.1376 0.2643 0.3689 299.9500 238.2942 295.1699 0.0000
20120620.0000 -15.5370 -51.4078 0.1376 0.2643 0.3689 299.9500 238.2942 295.1699 0.0000
20120620.0000 -15.5370 -51.3730 0.1360 0.2642 0.3529 299.7650 238.4830 295.1699 0.0000
20120620.0000 -15.5370 -51.3381 0.1313 0.2727 0.3213 299.0131 238.5457 294.6606 0.0000
20120620.0000 -15.5370 -51.3033 0.1313 0.2727 0.3213 299.0131 238.5457 294.6606 0.0000
20120620.0000 -15.5370 -51.2685 0.1541 0.2778 0.3769 300.5886 238.6707 295.0428 0.0000
20120620.0000 -15.5370 -51.2336 0.1541 0.2778 0.3769 300.5886 238.6707 295.0428 0.0000
20120620.0000 -15.5370 -51.1988 0.1648 0.2638 0.3960 301.1253 238.4830 295.0428 0.0000
20120620.0000 -15.5370 -51.1639 0.1494 0.2653 0.3696 300.1339 238.6707 294.7882 0.0000
20120620.0000 -15.5370 -51.1291 0.1494 0.2653 0.3696 300.1339 238.6707 294.7882 0.0000
20120620.0000 -15.5370 -51.0943 0.1448 0.2652 0.3606 299.6720 238.9192 294.5330 0.0000
20120620.0000 -15.5370 -51.0594 0.1448 0.2652 0.3606 299.6720 238.9192 294.5330 0.0000
20120620.0000 -15.5370 -51.0246 0.1462 0.2528 0.3708 299.9500 238.9192 294.4051 0.0000
20120620.0000 -15.5370 -50.9897 0.1507 0.2509 0.3793 300.4982 239.1658 294.6606 0.0000
20120620.0000 -15.5370 -50.9549 0.1507 0.2509 0.3793 300.4982 239.1658 294.6606 0.0000
20120620.0000 -15.5370 -50.9201 0.1490 0.2577 0.3738 300.0421 239.5928 294.7882 0.0000
20120620.0000 -15.5370 -50.8852 0.1413 0.2575 0.3562 299.3914 239.6533 294.5330 0.0000
20120620.0000 -15.5370 -50.8504 0.1413 0.2575 0.3562 299.3914 239.6533 294.5330 0.0000
20120620.0000 -15.5370 -50.8155 0.1382 0.2573 0.3560 299.6720 239.5928 294.5330 0.0000
20120620.0000 -15.5370 -50.7807 0.1382 0.2573 0.3560 299.6720 239.5928 294.5330 0.0000
20120620.0000 -15.5370 -50.7459 0.1396 0.2502 0.3644 300.0421 239.5928 294.5330 0.0000
20120620.0000 -15.5370 -50.7110 0.1395 0.2413 0.3572 300.2254 239.7137 294.6606 0.0000
20120620.0000 -15.5370 -50.6762 0.1395 0.2413 0.3572 300.2254 239.7137 294.6606 0.0000
20120620.0000 -15.5370 -50.6413 0.1258 0.2412 0.3414 299.3914 239.8943 294.4051 0.0000
20120620.0000 -15.5370 -50.6065 0.1258 0.2412 0.3414 299.3914 239.8943 294.4051 0.0000
20120620.0000 -15.5370 -50.5717 0.1197 0.2410 0.3221 298.6299 239.4714 293.8923 0.0000
20120620.0000 -15.5370 -50.5368 0.1120 0.2461 0.2907 297.8481 239.2271 293.5062 0.0000
20120620.0000 -15.5370 -50.5020 0.1120 0.2461 0.2907 297.8481 239.2271 293.5062 0.0000
20120620.0000 -15.5370 -50.4671 0.1089 0.2615 0.2698 296.5311 239.1658 292.9892 0.0000
20120620.0000 -15.5370 -50.4323 0.1134 0.2630 0.2834 296.9427 239.1658 292.8596 0.0000
20120620.0000 -15.5370 -50.3974 0.1134 0.2630 0.2834 296.9427 239.1658 292.8596 0.0000
20120620.0000 -15.5370 -50.3626 0.1179 0.2648 0.3025 297.7488 239.4105 293.3772 0.0000
20120620.0000 -15.5370 -50.3278 0.1179 0.2648 0.3025 297.7488 239.4105 293.3772 0.0000
20120620.0000 -15.5370 -50.2929 0.1178 0.2629 0.3092 297.6493 239.2884 293.3772 0.0000
20120620.0000 -15.5370 -50.2581 0.1208 0.2782 0.3090 297.4492 239.6533 293.7638 0.0000
20120620.0000 -15.5370 -50.2232 0.1208 0.2782 0.3090 297.4492 239.6533 293.7638 0.0000
20120620.0000 -15.5370 -50.1884 0.1192 0.2694 0.3157 297.2476 239.7137 293.8923 0.0000
20120620.0000 -15.5370 -50.1536 0.1192 0.2694 0.3157 297.2476 239.7137 293.8923 0.0000
20120620.0000 -15.5370 -50.1187 0.1191 0.2589 0.3224 297.3486 238.8572 294.0208 0.0000
20120620.0000 -15.5370 -50.0839 0.1205 0.2622 0.3170 297.6493 238.3573 294.1490 0.0000
20120620.0000 -15.5370 -50.0490 0.1205 0.2622 0.3170 297.6493 238.3573 294.1490 1.0000
20120620.0000 -15.5370 -50.0142 0.1265 0.2793 0.3168 298.1437 237.6566 294.4051 2.0000
20120620.0000 -15.5370 -49.9794 0.1354 0.2877 0.3303 298.6299 237.0715 294.2772 1.0000
20120620.0000 -15.5370 -49.9445 0.1354 0.2877 0.3303 298.6299 237.0715 294.2772 0.0000
20120620.0000 -15.5370 -49.9097 0.1323 0.2789 0.3301 298.1437 236.7417 293.7638 0.0000
20120620.0000 -15.5370 -49.8748 0.1232 0.2684 0.3059 297.8481 236.6088 294.0208 0.0000
20120620.0000 -15.5370 -49.8400 0.1232 0.2684 0.3059 297.8481 236.6088 294.0208 0.0000
20120620.0000 -15.5370 -49.8052 0.1262 0.2614 0.3108 298.4364 237.0059 294.9156 0.0000
20120620.0000 -15.5370 -49.7703 0.1262 0.2614 0.3108 298.4364 237.0059 294.9156 0.0000
20120620.0000 -15.5370 -49.7355 0.1306 0.2646 0.3227 298.1437 236.7417 294.0208 0.0000
20120620.0000 -15.5370 -49.7006 0.1230 0.2713 0.3105 297.3486 236.6088 293.5062 0.0000
20120620.0000 -15.5370 -49.6658 0.1230 0.2713 0.3105 297.3486 236.6088 293.5062 0.0000
20120620.0000 -15.5370 -49.6310 0.1229 0.2677 0.3171 297.9469 236.8741 294.1490 0.0000
20120620.0000 -15.5370 -49.5961 0.1229 0.2607 0.3203 297.8481 236.8080 293.8923 0.0000
20120620.0000 -15.5370 -49.5613 0.1199 0.2557 0.3137 297.2476 236.7417 293.6350 0.0000
20120620.0000 -15.5370 -49.5264 0.1184 0.2539 0.3032 296.9427 237.0715 293.2480 0.0000
20120620.0000 -15.5370 -49.4916 0.1213 0.2520 0.3133 297.3486 236.9400 293.2480 0.0000
20120620.0000 -15.5370 -49.4567 0.1213 0.2520 0.3133 297.3486 236.9400 293.2480 0.0000
20120620.0000 -15.5370 -49.4219 0.1182 0.2518 0.3063 297.0447 237.2678 293.1187 0.0000
20120620.0000 -15.5370 -49.3871 0.1182 0.2518 0.3063 297.0447 237.2678 293.1187 0.0000
20120620.0000 -15.5370 -49.3522 0.1152 0.2620 0.3010 296.6346 237.8493 293.2480 0.0000
20120620.0000 -15.5370 -49.3174 0.1166 0.2584 0.3093 297.3486 237.7210 293.7638 0.0000
20120620.0000 -15.5370 -49.2825 0.1166 0.2584 0.3093 297.3486 237.7210 293.7638 0.0000
20120620.0000 -15.5370 -49.2477 0.1165 0.2514 0.3057 296.8404 237.9770 293.2480 0.0000
20120620.0000 -15.5370 -49.2129 0.1164 0.2478 0.3038 296.3231 237.9132 292.5999 0.0000
20120620.0000 -15.5370 -49.1780 0.1164 0.2478 0.3038 296.3231 237.9132 292.5999 0.0000
20120620.0000 -15.5370 -49.1432 0.1149 0.2460 0.2985 296.6346 237.9770 292.8596 0.0000
20120620.0000 -15.5370 -49.1083 0.1118 0.2475 0.2779 296.3231 237.8493 292.5999 0.0000
20120620.0000 -15.5370 -49.0735 0.1118 0.2475 0.2779 296.3231 237.8493 292.5999 0.0000
20120620.0000 -15.5370 -49.0387 0.1103 0.2559 0.2641 295.6898 237.7210 292.3395 0.0000
20120620.0000 -15.5370 -49.0038 0.1177 0.2643 0.2912 297.0447 237.6566 292.8596 0.0000
20120620.0000 -15.5370 -48.9690 0.1177 0.2643 0.2912 297.0447 237.6566 292.8596 0.0000
20120620.0000 -15.5370 -48.9341 0.1280 0.2641 0.3097 298.2416 237.3329 293.5062 0.0000
20120620.0000 -15.5370 -48.8993 0.1235 0.2555 0.2943 297.5494 237.5275 293.1187 0.0000
20120620.0000 -15.5370 -48.8645 0.1235 0.2555 0.2943 297.5494 237.5275 293.1187 0.0000
20120620.0000 -15.5370 -48.8296 0.1204 0.2485 0.2839 296.8404 237.3329 292.8596 0.0000
20120620.0000 -15.5370 -48.7948 0.1218 0.2450 0.2837 296.6346 236.9400 292.0786 0.0000
20120620.0000 -15.5370 -48.7599 0.1218 0.2450 0.2837 296.6346 236.9400 292.0786 0.0000
20120620.0000 -15.5370 -48.7251 0.1114 0.2467 0.2633 295.7964 236.6088 291.4235 0.0000
20120620.0000 -15.5370 -48.6903 0.1144 0.2482 0.2836 296.1136 236.6088 291.6860 0.0000
20120620.0000 -15.5370 -48.6554 0.1144 0.2482 0.2836 296.1136 236.6088 291.6860 0.0000
20120620.0000 -15.5370 -48.6206 0.1247 0.2515 0.3106 296.9427 236.7417 291.6860 0.0000
20120620.0000 -15.5370 -48.5857 0.1247 0.2515 0.3106 296.9427 236.7417 291.6860 0.0000
20120620.0000 -15.5370 -48.5509 0.1187 0.2411 0.2985 296.3231 236.6753 291.2920 0.0000
20120620.0000 -15.5370 -48.5160 0.1231 0.2393 0.2966 296.8404 237.0715 291.5548 0.0000
20120620.0000 -15.5370 -48.4812 0.1231 0.2393 0.2966 296.8404 237.0715 291.5548 0.0000
20120620.0000 -15.5370 -48.4464 0.1215 0.2544 0.2999 296.7376 237.1371 291.6860 0.0000
20120620.0000 -15.5370 -48.4115 0.1140 0.2577 0.2726 295.4756 237.3329 291.0285 0.0000
20120620.0000 -15.5370 -48.3767 0.1140 0.2577 0.2726 295.4756 237.3329 291.0285 0.0000
20120620.0000 -15.5370 -48.3418 0.1169 0.2508 0.2775 296.5311 237.5921 291.6860 0.0000
20120620.0000 -15.5370 -48.3070 0.1198 0.2472 0.2892 297.3486 237.4628 292.7298 0.0000
20120620.0000 -15.5370 -48.2722 0.1198 0.2472 0.2892 297.3486 237.4628 292.7298 0.0000
20120620.0000 -15.5370 -48.2373 0.1168 0.2454 0.2823 296.9427 237.7210 292.9892 0.0000
20120620.0000 -15.5370 -48.2025 0.1093 0.2385 0.2737 296.5311 237.9770 292.7298 0.0000
20120620.0000 -15.5370 -48.1676 0.1093 0.2385 0.2737 296.5311 237.9770 292.7298 0.0000
20120620.0000 -15.5370 -48.1328 0.1034 0.2299 0.2566 296.0082 238.4830 292.5999 0.0000
20120620.0000 -15.5370 -48.0980 0.1092 0.2349 0.2717 296.7376 238.6707 293.1187 0.0000
20120620.0000 -15.5370 -48.0631 0.1092 0.2349 0.2717 296.7376 238.6707 293.1187 0.0000
20120620.0000 -15.5370 -48.0283 0.1092 0.2364 0.2783 296.8404 238.7330 292.9892 0.0000
20120620.0000 -15.5370 -47.9934 0.1047 0.2312 0.2731 296.4273 239.2884 292.7298 0.0000
20120620.0000 -15.5370 -47.9586 0.1047 0.2312 0.2731 296.4273 239.2884 292.7298 0.0000
20120620.0000 -15.5370 -47.9238 0.1076 0.2380 0.2748 296.4273 239.5928 293.2480 0.0000
20120620.0000 -15.5370 -47.8889 0.1061 0.2412 0.2628 295.9025 239.4714 292.3395 0.0000
20120620.0000 -15.5370 -47.8541 0.1061 0.2412 0.2628 295.9025 239.4714 292.3395 0.0000
20120620.0000 -15.5370 -47.8192 0.1002 0.2495 0.2509 295.0424 239.2271 291.6860 0.0000
20120620.0000 -15.5370 -47.7844 0.1001 0.2545 0.2541 294.4914 239.4105 291.5548 0.0000
20120620.0000 -15.5370 -47.7496 0.1001 0.2545 0.2541 294.4914 239.4105 291.5548 0.0000
20120620.0000 -15.5370 -47.7147 0.1059 0.2493 0.2725 295.9025 239.9543 292.5999 0.0000
20120620.0000 -15.5370 -47.6799 0.1073 0.2323 0.2589 296.0082 240.1336 293.1187 0.0000
20120620.0000 -15.5370 -47.6450 0.1073 0.2323 0.2589 296.0082 240.1336 293.1187 0.0000
20120620.0000 -15.5370 -47.6102 0.1102 0.2305 0.2621 295.4756 239.8943 292.4698 0.0000
20120620.0000 -15.5370 -47.5753 0.1263 0.2506 0.3107 297.3486 240.0142 292.7298 0.0000
20120620.0000 -15.5370 -47.5405 0.1248 0.2555 0.3122 297.8481 239.8943 293.7638 0.0000
20120620.0000 -15.5370 -47.5057 0.1248 0.2555 0.3122 297.8481 239.8943 293.7638 0.0000
20120620.0000 -15.5370 -47.4708 0.1174 0.2537 0.2953 297.6493 239.8943 294.0208 0.0000
20120620.0000 -15.5370 -47.4360 0.1217 0.2418 0.2985 298.8221 240.0142 294.5330 0.0000
20120620.0000 -15.5370 -47.4011 0.1217 0.2418 0.2985 298.8221 240.0142 294.5330 0.0000
20120620.0000 -15.5370 -47.3663 0.1319 0.2416 0.3101 299.6720 239.4714 294.7882 0.0000
20120620.0000 -15.5370 -47.3315 0.1275 0.2482 0.3032 298.5333 239.2884 293.7638 0.0000
20120620.0000 -15.5370 -47.2966 0.1275 0.2482 0.3032 298.5333 239.2884 293.7638 0.0000
20120620.0000 -15.5370 -47.2618 0.1259 0.2481 0.3081 297.7488 239.4105 293.3772 0.0000
20120620.0000 -15.5370 -47.2269 0.1347 0.2463 0.3213 298.1437 239.2271 293.3772 0.0000
20120620.0000 -15.5370 -47.1921 0.1347 0.2463 0.3213 298.1437 239.2271 293.3772 0.0000
20120620.0000 -15.5370 -47.1573 0.1287 0.2378 0.3128 297.9469 239.1043 293.1187 0.0000
20120620.0000 -15.5370 -47.1224 0.1345 0.2343 0.3310 299.1082 239.2271 293.7638 0.0000
20120620.0000 -15.5370 -47.0876 0.1317 0.2244 0.3211 298.6299 239.4105 293.5062 0.0000
20120620.0000 -15.5370 -47.0527 0.1404 0.2394 0.3427 299.7650 239.2884 293.8923 0.0000
20120620.0000 -15.5370 -47.0179 0.1330 0.2476 0.3258 299.2029 239.7741 294.2772 0.0000
20120620.0000 -15.5370 -46.9831 0.1330 0.2476 0.3258 299.2029 239.7741 294.2772 0.0000
20120620.0000 -15.5370 -46.9482 0.1271 0.2291 0.3123 299.2029 240.1336 294.7882 0.0000
20120620.0000 -15.5719 -51.7562 0.1351 0.2637 0.3090 297.8481 238.1677 293.3772 0.0000
20120620.0000 -15.5719 -51.7214 0.1351 0.2637 0.3090 297.8481 238.1677 293.3772 0.0000
20120620.0000 -15.5719 -51.6866 0.1412 0.2635 0.3474 299.3914 238.3573 294.2772 0.0000
20120620.0000 -15.5719 -51.6517 0.1412 0.2635 0.3474 299.3914 238.3573 294.2772 0.0000
20120620.0000 -15.5719 -51.6169 0.1472 0.2563 0.3892 300.4075 237.9770 295.4237 0.0000
20120620.0000 -15.5719 -51.5820 0.1440 0.2579 0.3784 300.0421 237.9770 295.2969 0.0000
20120620.0000 -15.5719 -51.5472 0.1440 0.2579 0.3784 300.0421 237.9770 295.2969 0.0000
20120620.0000 -15.5719 -51.5124 0.1317 0.2594 0.3414 299.3914 238.1677 295.1699 0.0000
20120620.0000 -15.5719 -51.4775 0.1317 0.2594 0.3414 299.3914 238.1677 295.1699 0.0000
20120620.0000 -15.5719 -51.4427 0.1438 0.2593 0.3814 300.6787 238.2310 295.4237 0.0000
20120620.0000 -15.5719 -51.4078 0.1407 0.2556 0.3689 300.0421 238.2310 295.2969 0.0000
20120620.0000 -15.5719 -51.3730 0.1407 0.2556 0.3689 300.0421 238.2310 295.2969 0.0000
20120620.0000 -15.5719 -51.3381 0.1314 0.2589 0.3250 298.7262 238.2942 294.7882 0.0000
20120620.0000 -15.5719 -51.3033 0.1315 0.2626 0.3269 299.0131 238.5457 294.6606 0.0000
20120620.0000 -15.5719 -51.2685 0.1467 0.2589 0.3546 300.4982 238.6082 295.0428 0.0000
20120620.0000 -15.5719 -51.2336 0.1451 0.2517 0.3544 300.2254 238.4830 295.0428 0.0000
20120620.0000 -15.5719 -51.1988 0.1451 0.2517 0.3544 300.2254 238.4830 295.0428 0.0000
20120620.0000 -15.5719 -51.1639 0.1297 0.2515 0.3140 298.7262 238.6707 294.5330 0.0000
20120620.0000 -15.5719 -51.1291 0.1342 0.2531 0.3347 299.0131 238.9192 294.2772 0.0000
20120620.0000 -15.5719 -51.0943 0.1342 0.2531 0.3347 299.0131 238.9192 294.2772 0.0000
20120620.0000 -15.5719 -51.0594 0.1448 0.2495 0.3711 299.7650 238.8572 294.2772 0.0000
20120620.0000 -15.5719 -51.0246 0.1448 0.2495 0.3711 299.7650 238.8572 294.2772 0.0000
20120620.0000 -15.5719 -50.9897 0.1523 0.2510 0.3848 300.4075 239.1658 294.4051 0.0000
20120620.0000 -15.5719 -50.9549 0.1507 0.2561 0.3758 300.4075 239.3495 294.5330 0.0000
20120620.0000 -15.5719 -50.9201 0.1507 0.2561 0.3758 300.4075 239.3495 294.5330 0.0000
20120620.0000 -15.5719 -50.8852 0.1445 0.2576 0.3634 299.5788 239.4105 294.6606 0.0000
20120620.0000 -15.5719 -50.8504 0.1445 0.2576 0.3634 299.5788 239.4105 294.6606 0.0000
20120620.0000 -15.5719 -50.8155 0.1428 0.2557 0.3666 299.9500 239.7137 294.5330 0.0000
20120620.0000 -15.5719 -50.7807 0.1428 0.2469 0.3716 300.2254 239.9543 294.5330 0.0000
20120620.0000 -15.5719 -50.7459 0.1428 0.2469 0.3716 300.2254 239.9543 294.5330 0.0000
20120620.0000 -15.5719 -50.7110 0.1351 0.2467 0.3540 299.5788 239.8943 294.5330 0.0000
20120620.0000 -15.5719 -50.6762 0.1351 0.2467 0.3540 299.5788 239.8943 294.5330 0.0000
20120620.0000 -15.5719 -50.6413 0.1228 0.2448 0.3312 299.1082 239.5928 294.2772 0.0000
20120620.0000 -15.5719 -50.6065 0.1197 0.2412 0.3275 299.0131 239.4714 294.1490 0.0000
20120620.0000 -15.5719 -50.5717 0.1197 0.2412 0.3275 299.0131 239.4714 294.1490 0.0000
20120620.0000 -15.5719 -50.5368 0.1197 0.2445 0.3238 298.6299 239.3495 294.1490 0.0000
20120620.0000 -15.5719 -50.5020 0.1227 0.2462 0.3273 298.5333 239.2271 293.8923 0.0000
20120620.0000 -15.5719 -50.4671 0.1227 0.2462 0.3273 298.5333 239.2271 293.8923 0.0000
20120620.0000 -15.5719 -50.4323 0.1211 0.2599 0.3011 297.7488 239.3495 293.6350 0.0000
20120620.0000 -15.5719 -50.3974 0.1211 0.2599 0.3011 297.7488 239.3495 293.6350 0.0000
20120620.0000 -15.5719 -50.3626 0.1255 0.2684 0.3026 297.5494 239.3495 293.1187 0.0000
20120620.0000 -15.5719 -50.3278 0.1255 0.2630 0.3232 298.0455 239.0427 293.2480 0.0000
20120620.0000 -15.5719 -50.2929 0.1255 0.2630 0.3232 298.0455 239.0427 293.2480 0.0000
20120620.0000 -15.5719 -50.2581 0.1209 0.2663 0.3143 297.8481 239.4105 293.7638 0.0000
20120620.0000 -15.5719 -50.2232 0.1209 0.2663 0.3143 297.8481 239.4105 293.7638 0.0000
20120620.0000 -15.5719 -50.1884 0.1117 0.2679 0.2934 296.7376 239.2884 293.7638 0.0000
20120620.0000 -15.5719 -50.1536 0.1116 0.2573 0.2915 296.4273 239.0427 293.5062 0.0000
20120620.0000 -15.5719 -50.1187 0.1116 0.2573 0.2915 296.4273 239.0427 293.5062 0.0000
20120620.0000 -15.5719 -50.0839 0.1191 0.2641 0.3086 297.0447 238.8572 293.8923 1.0000
20120620.0000 -15.5719 -50.0490 0.1311 0.2829 0.3290 298.1437 238.0407 294.1490 3.0000
20120620.0000 -15.5719 -50.0142 0.1311 0.2829 0.3290 298.1437 238.0407 294.1490 3.0000
20120620.0000 -15.5719 -49.9794 0.1491 0.2930 0.3460 298.5333 237.7210 293.7638 3.0000
20120620.0000 -15.5719 -49.9445 0.1384 0.2894 0.3338 297.8481 237.2025 293.5062 1.0000
20120620.0000 -15.5719 -49.9097 0.1384 0.2894 0.3338 297.8481 237.2025 293.5062 0.0000
20120620.0000 -15.5719 -49.8748 0.1233 0.2892 0.3026 297.0447 236.5421 293.3772 0.0000
20120620.0000 -15.5719 -49.8400 0.1233 0.2892 0.3026 297.0447 236.5421 293.3772 0.0000
20120620.0000 -15.5719 -49.8052 0.1247 0.2787 0.3024 297.3486 236.8741 293.7638 0.0000
20120620.0000 -15.5719 -49.7703 0.1277 0.2700 0.3143 297.9469 236.8080 294.0208 0.0000
20120620.0000 -15.5719 -49.7355 0.1277 0.2700 0.3143 297.9469 236.8080 294.0208 0.0000
20120620.0000 -15.5719 -49.7006 0.1216 0.2715 0.3072 297.5494 236.8080 293.8923 0.0000
20120620.0000 -15.5719 -49.6658 0.1306 0.2732 0.3364 298.2416 236.6753 294.2772 0.0000
20120620.0000 -15.5719 -49.6310 0.1306 0.2732 0.3364 298.2416 236.6753 294.2772 0.0000
20120620.0000 -15.5719 -49.5961 0.1215 0.2576 0.3173 297.6493 236.6753 294.1490 0.0000
