VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR XA_SWIR XB_SWIR XC_SWIR 
650 1100 200 60 45 120 200 260 6304 9516 378 3336 6533 1769 1265 3868
650 1100 200 60 45 120 300 273 7978 11339 396 4671 8402 1841 2044 5362
650 1100 200 60 45 120 400 286 9826 13017 413 6170 10110 1915 2932 6722
650 1100 200 60 45 120 500 299 11849 14584 432 7833 11700 1991 3923 7979
650 1100 200 60 45 120 600 312 14034 16061 451 9614 13171 2069 5009 9152
650 1100 200 60 45 120 700 326 16358 17461 471 11534 14566 2148 6185 10254
650 1100 200 60 45 120 800 340 18832 18784 490 13593 15888 2230 7446 11296
650 1100 200 60 45 120 900 353 21421 20040 510 15737 17129 2313 8789 12283
650 1100 200 60 45 180 0 239 3543 5207 345 1271 2023 1635 76 125
650 1100 200 60 45 180 100 252 4818 7504 362 2205 4468 1701 604 2184
650 1100 200 60 45 180 200 265 6297 9516 379 3336 6533 1769 1265 3868
650 1100 200 60 45 180 300 277 7971 11339 396 4671 8402 1841 2044 5362
650 1100 200 60 45 180 400 290 9818 13017 415 6170 10110 1915 2932 6722
650 1100 200 60 45 180 500 304 11840 14584 432 7832 11700 1991 3923 7979
650 1100 200 60 45 180 600 317 14024 16061 451 9614 13171 2069 5009 9152
650 1100 200 60 45 180 700 331 16349 17461 471 11534 14566 2148 6185 10254
650 1100 200 60 45 180 800 345 18822 18784 491 13592 15888 2230 7446 11296
650 1100 200 60 45 180 900 359 21411 20040 510 15737 17129 2313 8789 12283
650 1100 200 60 45 240 0 244 3537 5207 345 1271 2023 1635 76 125
650 1100 200 60 45 240 100 257 4811 7504 362 2205 4468 1701 604 2184
650 1100 200 60 45 240 200 269 6290 9516 379 3336 6533 1769 1265 3868
650 1100 200 60 45 240 300 282 7963 11339 396 4671 8402 1841 2044 5362
650 1100 200 60 45 240 400 295 9809 13017 415 6170 10110 1915 2932 6722
650 1100 200 60 45 240 500 309 11831 14584 432 7832 11700 1991 3923 7979
650 1100 200 60 45 240 600 323 14015 16061 451 9614 13171 2069 5009 9152
650 1100 200 60 45 240 700 337 16339 17461 471 11534 14566 2148 6185 10254
650 1100 200 60 45 240 800 351 18812 18784 491 13592 15888 2230 7446 11296
650 1100 200 60 45 240 900 365 21400 20040 510 15737 17129 2313 8789 12283
650 1100 200 60 45 300 0 248 3531 5207 345 1271 2023 1635 76 125
650 1100 200 60 45 300 100 261 4805 7504 362 2205 4468 1701 604 2184
650 1100 200 60 45 300 200 274 6283 9516 379 3336 6533 1769 1265 3868
650 1100 200 60 45 300 300 287 7955 11339 396 4671 8402 1841 2044 5362
650 1100 200 60 45 300 400 300 9801 13017 415 6170 10110 1915 2932 6722
650 1100 200 60 45 300 500 314 11822 14584 432 7832 11700 1991 3923 7979
650 1100 200 60 45 300 600 328 14005 16061 451 9613 13171 2069 5009 9152
650 1100 200 60 45 300 700 342 16330 17461 471 11534 14566 2148 6185 10254
650 1100 200 60 45 300 800 357 18802 18784 491 13592 15888 2230 7446 11296
650 1100 200 60 45 300 900 372 21390 20040 510 15736 17129 2313 8789 12283
650 1100 200 60 45 360 0 253 3524 5207 346 1271 2023 1635 76 125
650 1100 200 60 45 360 100 265 4798 7504 362 2205 4468 1701 604 2184
650 1100 200 60 45 360 200 278 6276 9516 379 3334 6533 1769 1265 3868
650 1100 200 60 45 360 300 292 7947 11339 396 4671 8402 1841 2044 5362
650 1100 200 60 45 360 400 305 9792 13017 415 6169 10110 1915 2932 6722
650 1100 200 60 45 360 500 319 11813 14584 434 7832 11700 1991 3923 7979
650 1100 200 60 45 360 600 334 13996 16061 451 9613 13171 2069 5009 9152
650 1100 200 60 45 360 700 348 16320 17461 472 11534 14566 2148 6185 10254
650 1100 200 60 45 360 800 363 18792 18784 491 13592 15888 2230 7446 11296
650 1100 200 60 45 360 900 378 21379 20040 511 15736 17129 2313 8789 12283
650 1100 200 60 60 0 0 231 3592 5207 350 1292 2023 1669 78 125
650 1100 200 60 60 0 100 241 4876 7504 367 2231 4468 1736 609 2184
650 1100 200 60 60 0 200 254 6363 9516 384 3367 6533 1806 1273 3868
650 1100 200 60 60 0 300 266 8043 11339 402 4709 8402 1879 2056 5362
650 1100 200 60 60 0 400 279 9899 13017 421 6215 10110 1955 2949 6722
650 1100 200 60 60 0 500 292 11929 14584 440 7885 11700 2033 3945 7979
650 1100 200 60 60 0 600 305 14123 16061 459 9675 13171 2112 5037 9152
650 1100 200 60 60 0 700 318 16456 17461 478 11605 14566 2193 6219 10254
650 1100 200 60 60 0 800 331 18939 18784 498 13672 15888 2276 7488 11296
650 1100 200 60 60 0 900 345 21538 20040 518 15827 17129 2361 8837 12283
650 1100 200 60 60 60 0 234 3587 5207 350 1292 2023 1669 78 125
650 1100 200 60 60 60 100 246 4869 7504 367 2230 4468 1736 609 2184
650 1100 200 60 60 60 200 258 6354 9516 384 3367 6533 1806 1273 3868
650 1100 200 60 60 60 300 271 8035 11339 402 4709 8402 1879 2056 5362
650 1100 200 60 60 60 400 283 9890 13017 421 6215 10110 1955 2949 6722
650 1100 200 60 60 60 500 296 11920 14584 440 7885 11700 2033 3945 7979
650 1100 200 60 60 60 600 310 14113 16061 459 9675 13171 2112 5037 9152
650 1100 200 60 60 60 700 323 16447 17461 478 11604 14566 2193 6219 10254
650 1100 200 60 60 60 800 337 18929 18784 498 13672 15888 2276 7488 11296
650 1100 200 60 60 60 900 351 21528 20040 518 15826 17129 2361 8837 12283
650 1100 200 60 60 120 0 238 3581 5207 351 1292 2023 1669 78 125
650 1100 200 60 60 120 100 250 4862 7504 367 2230 4468 1736 609 2184
650 1100 200 60 60 120 200 263 6347 9516 385 3367 6533 1806 1273 3868
650 1100 200 60 60 120 300 275 8026 11339 403 4709 8402 1879 2056 5362
650 1100 200 60 60 120 400 288 9882 13017 421 6214 10110 1955 2949 6722
650 1100 200 60 60 120 500 301 11912 14584 440 7885 11700 2033 3945 7979
650 1100 200 60 60 120 600 315 14104 16061 459 9675 13171 2112 5037 9152
650 1100 200 60 60 120 700 329 16437 17461 478 11604 14566 2193 6219 10254
650 1100 200 60 60 120 800 343 18919 18784 498 13672 15888 2276 7488 11296
650 1100 200 60 60 120 900 357 21518 20040 518 15826 17129 2361 8837 12283
650 1100 200 60 60 180 0 241 3574 5207 351 1292 2023 1669 78 125
650 1100 200 60 60 180 100 255 4856 7504 367 2230 4468 1736 609 2184
650 1100 200 60 60 180 200 267 6340 9516 385 3367 6533 1806 1273 3868
650 1100 200 60 60 180 300 280 8019 11339 403 4708 8402 1879 2056 5362
650 1100 200 60 60 180 400 293 9874 13017 421 6214 10110 1955 2949 6722
650 1100 200 60 60 180 500 307 11903 14584 440 7885 11700 2033 3945 7979
650 1100 200 60 60 180 600 320 14095 16061 459 9675 13171 2112 5037 9152
650 1100 200 60 60 180 700 334 16428 17461 479 11604 14566 2193 6219 10254
650 1100 200 60 60 180 800 348 18909 18784 498 13672 15888 2276 7488 11296
650 1100 200 60 60 180 900 363 21507 20040 518 15826 17129 2361 8837 12283
650 1100 200 60 60 240 0 247 3569 5207 351 1292 2023 1669 78 125
650 1100 200 60 60 240 100 259 4849 7504 368 2230 4468 1736 609 2184
650 1100 200 60 60 240 200 272 6333 9516 385 3367 6533 1806 1273 3868
650 1100 200 60 60 240 300 285 8012 11339 403 4708 8402 1879 2056 5362
650 1100 200 60 60 240 400 298 9865 13017 421 6214 10110 1955 2949 6722
650 1100 200 60 60 240 500 312 11894 14584 440 7885 11700 2033 3945 7979
650 1100 200 60 60 240 600 326 14086 16061 459 9674 13171 2112 5037 9152
650 1100 200 60 60 240 700 340 16418 17461 479 11604 14566 2193 6219 10254
650 1100 200 60 60 240 800 354 18899 18784 498 13672 15888 2276 7488 11296
650 1100 200 60 60 240 900 369 21497 20040 519 15826 17129 2361 8837 12283
650 1100 200 60 60 300 0 251 3563 5207 351 1292 2023 1669 78 125
650 1100 200 60 60 300 100 263 4842 7504 368 2230 4468 1736 609 2184
650 1100 200 60 60 300 200 276 6326 9516 385 3366 6533 1806 1273 3868
650 1100 200 60 60 300 300 289 8004 11339 403 4708 8402 1879 2056 5362
650 1100 200 60 60 300 400 303 9857 13017 422 6214 10110 1955 2949 6722
650 1100 200 60 60 300 500 317 11885 14584 440 7885 11700 2033 3945 7979
650 1100 200 60 60 300 600 331 14077 16061 460 9674 13171 2112 5037 9152
650 1100 200 60 60 300 700 346 16409 17461 479 11604 14566 2193 6219 10254
650 1100 200 60 60 300 800 360 18889 18784 498 13671 15888 2276 7488 11296
650 1100 200 60 60 300 900 375 21487 20040 519 15826 17129 2361 8837 12283
650 1100 200 60 60 360 0 255 3556 5207 351 1292 2023 1669 78 125
650 1100 200 60 60 360 100 268 4835 7504 368 2230 4468 1736 609 2184
650 1100 200 60 60 360 200 281 6319 9516 385 3366 6533 1806 1273 3868
650 1100 200 60 60 360 300 294 7996 11339 403 4708 8402 1879 2056 5362
650 1100 200 60 60 360 400 308 9848 13017 422 6214 10110 1955 2949 6722
650 1100 200 60 60 360 500 322 11876 14584 441 7883 11700 2033 3945 7979
650 1100 200 60 60 360 600 337 14066 16061 460 9674 13171 2112 5037 9152
650 1100 200 60 60 360 700 351 16399 17461 479 11604 14566 2193 6219 10254
650 1100 200 60 60 360 800 366 18879 18784 498 13671 15888 2276 7488 11296
650 1100 200 60 60 360 900 381 21476 20040 519 15826 17129 2361 8837 12283
650 1100 200 60 75 0 0 232 3622 5207 355 1310 2023 1699 79 125
650 1100 200 60 75 0 100 244 4909 7504 372 2252 4468 1767 612 2184
650 1100 200 60 75 0 200 256 6400 9516 390 3394 6533 1839 1279 3868
650 1100 200 60 75 0 300 268 8086 11339 408 4741 8402 1913 2066 5362
650 1100 200 60 75 0 400 281 9947 13017 427 6252 10110 1990 2963 6722
650 1100 200 60 75 0 500 294 11984 14584 446 7930 11700 2069 3963 7979
650 1100 200 60 75 0 600 307 14184 16061 464 9726 13171 2150 5060 9152
650 1100 200 60 75 0 700 320 16525 17461 485 11663 14566 2233 6247 10254
650 1100 200 60 75 0 800 334 19015 18784 505 13739 15888 2317 7521 11296
650 1100 200 60 75 0 900 348 21622 20040 525 15901 17129 2403 8877 12283
650 1100 200 60 75 60 0 236 3615 5207 355 1310 2023 1699 79 125
650 1100 200 60 75 60 100 248 4902 7504 372 2252 4468 1767 612 2184
650 1100 200 60 75 60 200 260 6393 9516 390 3393 6533 1839 1279 3868
650 1100 200 60 75 60 300 273 8078 11339 408 4740 8402 1913 2066 5362
650 1100 200 60 75 60 400 286 9939 13017 427 6252 10110 1990 2963 6722
650 1100 200 60 75 60 500 299 11975 14584 446 7929 11700 2069 3963 7979
650 1100 200 60 75 60 600 312 14174 16061 464 9726 13171 2150 5060 9152
650 1100 200 60 75 60 700 326 16515 17461 485 11663 14566 2233 6247 10254
650 1100 200 60 75 60 800 340 19005 18784 505 13739 15888 2317 7521 11296
650 1100 200 60 75 60 900 354 21612 20040 525 15901 17129 2403 8877 12283
650 1100 200 60 75 120 0 239 3610 5207 355 1310 2023 1699 79 125
650 1100 200 60 75 120 100 252 4895 7504 372 2252 4468 1767 612 2184
650 1100 200 60 75 120 200 265 6386 9516 390 3393 6533 1839 1279 3868
650 1100 200 60 75 120 300 278 8071 11339 408 4740 8402 1913 2066 5362
650 1100 200 60 75 120 400 291 9931 13017 427 6252 10110 1990 2963 6722
650 1100 200 60 75 120 500 304 11967 14584 446 7929 11700 2069 3963 7979
650 1100 200 60 75 120 600 318 14166 16061 464 9726 13171 2150 5060 9152
650 1100 200 60 75 120 700 331 16506 17461 485 11663 14566 2233 6247 10254
650 1100 200 60 75 120 800 345 18995 18784 505 13739 15888 2317 7521 11296
650 1100 200 60 75 120 900 360 21601 20040 525 15901 17129 2403 8877 12283
650 1100 200 60 75 180 0 244 3604 5207 356 1310 2023 1699 79 125
650 1100 200 60 75 180 100 257 4889 7504 373 2252 4468 1767 612 2184
650 1100 200 60 75 180 200 269 6379 9516 390 3393 6533 1839 1279 3868
650 1100 200 60 75 180 300 282 8062 11339 408 4740 8402 1913 2066 5362
650 1100 200 60 75 180 400 296 9922 13017 427 6252 10110 1990 2963 6722
650 1100 200 60 75 180 500 309 11958 14584 446 7929 11700 2069 3963 7979
650 1100 200 60 75 180 600 323 14157 16061 466 9726 13171 2150 5060 9152
650 1100 200 60 75 180 700 337 16497 17461 485 11663 14566 2233 6247 10254
650 1100 200 60 75 180 800 351 18985 18784 505 13738 15888 2317 7521 11296
650 1100 200 60 75 180 900 366 21591 20040 526 15901 17129 2403 8877 12283
650 1100 200 60 75 240 0 249 3598 5207 356 1310 2023 1699 79 125
650 1100 200 60 75 240 100 261 4882 7504 373 2252 4468 1767 612 2184
650 1100 200 60 75 240 200 274 6371 9516 390 3393 6533 1839 1279 3868
650 1100 200 60 75 240 300 287 8055 11339 409 4740 8402 1913 2066 5362
650 1100 200 60 75 240 400 301 9914 13017 427 6252 10110 1990 2963 6722
650 1100 200 60 75 240 500 314 11949 14584 446 7929 11700 2069 3963 7979
650 1100 200 60 75 240 600 328 14148 16061 466 9726 13171 2150 5060 9152
650 1100 200 60 75 240 700 343 16487 17461 486 11663 14566 2233 6247 10254
650 1100 200 60 75 240 800 357 18976 18784 506 13738 15888 2317 7521 11296
650 1100 200 60 75 240 900 372 21581 20040 526 15901 17129 2403 8877 12283
650 1100 200 60 75 300 0 253 3592 5207 356 1310 2023 1699 79 125
650 1100 200 60 75 300 100 265 4875 7504 373 2252 4468 1767 612 2184
650 1100 200 60 75 300 200 278 6364 9516 390 3393 6533 1839 1279 3868
650 1100 200 60 75 300 300 292 8047 11339 409 4740 8402 1913 2066 5362
650 1100 200 60 75 300 400 306 9906 13017 427 6252 10110 1990 2963 6722
650 1100 200 60 75 300 500 320 11940 14584 447 7929 11700 2069 3963 7979
650 1100 200 60 75 300 600 334 14138 16061 466 9726 13171 2150 5060 9152
650 1100 200 60 75 300 700 348 16478 17461 486 11663 14566 2233 6247 10254
650 1100 200 60 75 300 800 363 18966 18784 506 13738 15888 2317 7521 11296
650 1100 200 60 75 300 900 378 21571 20040 526 15901 17129 2403 8877 12283
650 1100 200 60 75 360 0 257 3586 5207 356 1310 2023 1699 79 125
650 1100 200 60 75 360 100 270 4869 7504 373 2252 4468 1767 612 2184
650 1100 200 60 75 360 200 283 6357 9516 391 3393 6533 1839 1279 3868
650 1100 200 60 75 360 300 297 8039 11339 409 4740 8402 1913 2066 5362
650 1100 200 60 75 360 400 311 9897 13017 428 6252 10110 1990 2963 6722
650 1100 200 60 75 360 500 325 11931 14584 447 7929 11700 2069 3963 7979
650 1100 200 60 75 360 600 339 14129 16061 466 9725 13171 2150 5060 9152
650 1100 200 60 75 360 700 354 16468 17461 486 11662 14566 2233 6247 10254
650 1100 200 60 75 360 800 369 18956 18784 506 13738 15888 2317 7521 11296
650 1100 200 60 75 360 900 384 21560 20040 526 15900 17129 2403 8877 12283
650 1100 200 60 90 0 0 234 3648 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 0 100 246 4939 7504 377 2272 4468 1795 616 2184
650 1100 200 60 90 0 200 258 6435 9516 394 3417 6533 1867 1285 3868
650 1100 200 60 90 0 300 270 8125 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 0 400 283 9991 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 0 500 296 12033 14584 451 7968 11700 2101 3979 7979
650 1100 200 60 90 0 600 309 14238 16061 471 9771 13171 2183 5080 9152
650 1100 200 60 90 0 700 323 16586 17461 491 11714 14566 2268 6272 10254
650 1100 200 60 90 0 800 336 19082 18784 511 13796 15888 2353 7550 11296
650 1100 200 60 90 0 900 350 21696 20040 531 15966 17129 2441 8911 12283
650 1100 200 60 90 60 0 238 3642 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 60 100 250 4932 7504 377 2272 4468 1795 616 2184
650 1100 200 60 90 60 200 262 6426 9516 395 3417 6533 1867 1285 3868
650 1100 200 60 90 60 300 275 8117 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 60 400 288 9983 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 60 500 301 12025 14584 451 7968 11700 2101 3979 7979
650 1100 200 60 90 60 600 314 14230 16061 471 9771 13171 2183 5080 9152
650 1100 200 60 90 60 700 328 16576 17461 491 11714 14566 2268 6272 10254
650 1100 200 60 90 60 800 342 19073 18784 511 13796 15888 2353 7550 11296
650 1100 200 60 90 60 900 356 21686 20040 532 15966 17129 2441 8911 12283
650 1100 200 60 90 120 0 241 3636 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 120 100 254 4925 7504 377 2272 4468 1795 616 2184
650 1100 200 60 90 120 200 267 6419 9516 395 3417 6533 1867 1285 3868
650 1100 200 60 90 120 300 280 8108 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 120 400 293 9975 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 120 500 306 12016 14584 451 7968 11700 2101 3979 7979
650 1100 200 60 90 120 600 320 14221 16061 471 9771 13171 2183 5080 9152
650 1100 200 60 90 120 700 334 16567 17461 491 11714 14566 2268 6272 10254
650 1100 200 60 90 120 800 348 19063 18784 511 13796 15888 2353 7550 11296
650 1100 200 60 90 120 900 362 21676 20040 532 15966 17129 2441 8911 12283
650 1100 200 60 90 180 0 246 3630 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 180 100 258 4919 7504 377 2271 4468 1795 616 2184
650 1100 200 60 90 180 200 271 6413 9516 395 3417 6533 1867 1285 3868
650 1100 200 60 90 180 300 284 8101 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 180 400 298 9966 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 180 500 311 12007 14584 451 7968 11700 2101 3979 7979
650 1100 200 60 90 180 600 325 14212 16061 471 9770 13171 2183 5080 9152
650 1100 200 60 90 180 700 339 16558 17461 491 11714 14566 2268 6272 10254
650 1100 200 60 90 180 800 354 19053 18784 512 13796 15888 2353 7550 11296
650 1100 200 60 90 180 900 368 21666 20040 532 15966 17129 2441 8911 12283
650 1100 200 60 90 240 0 250 3624 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 240 100 263 4912 7504 377 2271 4468 1795 616 2184
650 1100 200 60 90 240 200 276 6406 9516 395 3416 6533 1867 1285 3868
650 1100 200 60 90 240 300 289 8094 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 240 400 303 9958 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 240 500 317 11998 14584 451 7968 11700 2101 3979 7979
650 1100 200 60 90 240 600 331 14202 16061 471 9770 13171 2183 5080 9152
650 1100 200 60 90 240 700 345 16548 17461 491 11714 14566 2268 6272 10254
650 1100 200 60 90 240 800 360 19043 18784 512 13796 15888 2353 7550 11296
650 1100 200 60 90 240 900 375 21656 20040 532 15964 17129 2441 8911 12283
650 1100 200 60 90 300 0 255 3617 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 300 100 267 4905 7504 377 2271 4468 1795 616 2184
650 1100 200 60 90 300 200 280 6397 9516 395 3416 6533 1867 1285 3868
650 1100 200 60 90 300 300 294 8086 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 300 400 308 9950 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 300 500 322 11990 14584 451 7967 11700 2101 3979 7979
650 1100 200 60 90 300 600 336 14194 16061 472 9770 13171 2183 5080 9152
650 1100 200 60 90 300 700 351 16539 17461 492 11713 14566 2268 6272 10254
650 1100 200 60 90 300 800 366 19034 18784 512 13796 15888 2353 7550 11296
650 1100 200 60 90 300 900 381 21645 20040 532 15964 17129 2441 8911 12283
650 1100 200 60 90 360 0 259 3612 5207 360 1326 2023 1726 80 125
650 1100 200 60 90 360 100 272 4899 7504 378 2271 4468 1795 616 2184
650 1100 200 60 90 360 200 285 6390 9516 395 3416 6533 1867 1285 3868
650 1100 200 60 90 360 300 299 8078 11339 413 4768 8402 1943 2075 5362
650 1100 200 60 90 360 400 313 9941 13017 432 6285 10110 2020 2975 6722
650 1100 200 60 90 360 500 327 11981 14584 451 7967 11700 2101 3979 7979
650 1100 200 60 90 360 600 342 14185 16061 472 9770 13171 2183 5080 9152
650 1100 200 60 90 360 700 357 16530 17461 492 11713 14566 2268 6272 10254
650 1100 200 60 90 360 800 372 19024 18784 512 13796 15888 2353 7550 11296
650 1100 200 60 90 360 900 387 21635 20040 533 15964 17129 2441 8911 12283
650 1100 200 120 0 0 0 219 3476 5207 313 1175 2023 1429 68 125
650 1100 200 120 0 0 100 230 4724 7504 328 2069 4468 1486 566 2184
650 1100 200 120 0 0 200 240 6163 9516 343 3147 6533 1547 1186 3868
650 1100 200 120 0 0 300 253 7786 11339 359 4418 8402 1609 1916 5362
650 1100 200 120 0 0 400 265 9577 13017 376 5842 10110 1674 2747 6722
650 1100 200 120 0 0 500 277 11536 14584 392 7421 11700 1739 3673 7979
650 1100 200 120 0 0 600 289 13652 16061 409 9115 13171 1807 4690 9152
650 1100 200 120 0 0 700 302 15906 17461 427 10941 14566 1878 5790 10254
650 1100 200 120 0 0 800 315 18304 18784 444 12900 15888 1949 6972 11296
650 1100 200 120 0 0 900 328 20817 20040 462 14942 17129 2020 8229 12283
650 1100 200 120 0 60 0 223 3470 5207 313 1175 2023 1429 68 125
650 1100 200 120 0 60 100 234 4717 7504 328 2069 4468 1486 566 2184
650 1100 200 120 0 60 200 245 6156 9516 343 3147 6533 1547 1186 3868
650 1100 200 120 0 60 300 257 7778 11339 359 4417 8402 1609 1916 5362
650 1100 200 120 0 60 400 269 9568 13017 376 5842 10110 1674 2747 6722
650 1100 200 120 0 60 500 282 11526 14584 393 7421 11700 1739 3673 7979
650 1100 200 120 0 60 600 294 13643 16061 410 9114 13171 1807 4690 9152
650 1100 200 120 0 60 700 307 15895 17461 427 10941 14566 1878 5790 10254
650 1100 200 120 0 60 800 320 18293 18784 445 12900 15888 1949 6972 11296
650 1100 200 120 0 60 900 333 20806 20040 462 14942 17129 2020 8229 12283
650 1100 200 120 0 120 0 227 3463 5207 313 1175 2023 1429 68 125
650 1100 200 120 0 120 100 238 4710 7504 328 2069 4468 1486 566 2184
650 1100 200 120 0 120 200 250 6148 9516 343 3146 6533 1547 1186 3868
650 1100 200 120 0 120 300 262 7770 11339 359 4417 8402 1609 1916 5362
650 1100 200 120 0 120 400 274 9559 13017 376 5842 10110 1674 2747 6722
650 1100 200 120 0 120 500 286 11517 14584 393 7421 11700 1739 3673 7979
650 1100 200 120 0 120 600 299 13633 16061 410 9114 13171 1807 4690 9152
650 1100 200 120 0 120 700 312 15886 17461 427 10941 14566 1878 5790 10254
650 1100 200 120 0 120 800 326 18283 18784 445 12900 15888 1949 6972 11296
650 1100 200 120 0 120 900 339 20795 20040 462 14942 17129 2020 8229 12283
650 1100 200 120 0 180 0 230 3458 5207 313 1174 2023 1429 68 125
650 1100 200 120 0 180 100 241 4703 7504 328 2069 4468 1486 566 2184
650 1100 200 120 0 180 200 254 6141 9516 343 3146 6533 1547 1186 3868
650 1100 200 120 0 180 300 266 7761 11339 360 4417 8402 1609 1916 5362
650 1100 200 120 0 180 400 278 9550 13017 376 5841 10110 1674 2747 6722
650 1100 200 120 0 180 500 291 11508 14584 393 7421 11700 1739 3673 7979
650 1100 200 120 0 180 600 304 13622 16061 410 9114 13171 1807 4690 9152
650 1100 200 120 0 180 700 318 15875 17461 427 10940 14566 1878 5790 10254
650 1100 200 120 0 180 800 331 18272 18784 445 12899 15888 1949 6972 11296
650 1100 200 120 0 180 900 345 20784 20040 462 14940 17129 2020 8229 12283
650 1100 200 120 0 240 0 234 3452 5207 313 1174 2023 1429 68 125
650 1100 200 120 0 240 100 246 4696 7504 328 2069 4468 1486 566 2184
650 1100 200 120 0 240 200 258 6133 9516 344 3146 6533 1547 1186 3868
650 1100 200 120 0 240 300 270 7754 11339 360 4417 8402 1609 1916 5362
650 1100 200 120 0 240 400 283 9542 13017 376 5841 10110 1674 2747 6722
650 1100 200 120 0 240 500 296 11498 14584 393 7421 11700 1739 3673 7979
650 1100 200 120 0 240 600 309 13613 16061 410 9113 13171 1807 4690 9152
650 1100 200 120 0 240 700 323 15865 17461 427 10940 14566 1878 5790 10254
650 1100 200 120 0 240 800 337 18261 18784 445 12899 15888 1949 6972 11296
650 1100 200 120 0 240 900 350 20772 20040 462 14940 17129 2020 8229 12283
650 1100 200 120 0 300 0 238 3445 5207 313 1174 2023 1429 68 125
650 1100 200 120 0 300 100 250 4689 7504 328 2068 4468 1486 566 2184
650 1100 200 120 0 300 200 262 6125 9516 344 3146 6533 1547 1186 3868
650 1100 200 120 0 300 300 275 7745 11339 360 4417 8402 1609 1916 5362
650 1100 200 120 0 300 400 288 9533 13017 376 5841 10110 1674 2747 6722
650 1100 200 120 0 300 500 301 11489 14584 393 7421 11700 1739 3673 7979
650 1100 200 120 0 300 600 315 13604 16061 410 9113 13171 1807 4690 9152
650 1100 200 120 0 300 700 328 15855 17461 428 10940 14566 1878 5790 10254
650 1100 200 120 0 300 800 342 18251 18784 445 12899 15888 1949 6972 11296
650 1100 200 120 0 300 900 356 20761 20040 462 14940 17129 2020 8229 12283
650 1100 200 120 0 360 0 241 3438 5207 313 1174 2023 1429 68 125
650 1100 200 120 0 360 100 254 4682 7504 328 2068 4468 1486 566 2184
650 1100 200 120 0 360 200 267 6118 9516 344 3146 6533 1547 1186 3868
650 1100 200 120 0 360 300 280 7736 11339 360 4417 8402 1609 1916 5362
650 1100 200 120 0 360 400 293 9524 13017 376 5841 10110 1674 2747 6722
650 1100 200 120 0 360 500 306 11480 14584 393 7421 11700 1739 3673 7979
650 1100 200 120 0 360 600 320 13594 16061 410 9113 13171 1807 4690 9152
650 1100 200 120 0 360 700 334 15845 17461 428 10939 14566 1878 5790 10254
650 1100 200 120 0 360 800 348 18240 18784 445 12898 15888 1949 6972 11296
650 1100 200 120 0 360 900 362 20750 20040 462 14940 17129 2020 8229 12283
650 1100 200 120 15 0 0 223 3540 5207 329 1237 2023 1540 73 125
650 1100 200 120 15 0 100 234 4800 7504 345 2150 4468 1601 585 2184
650 1100 200 120 15 0 200 246 6253 9516 361 3250 6533 1666 1221 3868
650 1100 200 120 15 0 300 258 7892 11339 378 4547 8402 1733 1970 5362
650 1100 200 120 15 0 400 270 9699 13017 396 6000 10110 1803 2824 6722
650 1100 200 120 15 0 500 282 11676 14584 413 7613 11700 1874 3776 7979
650 1100 200 120 15 0 600 295 13812 16061 430 9339 13171 1948 4820 9152
650 1100 200 120 15 0 700 308 16085 17461 449 11202 14566 2023 5950 10254
650 1100 200 120 15 0 800 321 18506 18784 468 13200 15888 2099 7163 11296
650 1100 200 120 15 0 900 334 21041 20040 487 15283 17129 2177 8455 12283
650 1100 200 120 15 60 0 227 3535 5207 329 1237 2023 1540 73 125
650 1100 200 120 15 60 100 238 4793 7504 345 2150 4468 1601 585 2184
650 1100 200 120 15 60 200 250 6246 9516 361 3250 6533 1666 1221 3868
650 1100 200 120 15 60 300 262 7883 11339 378 4547 8402 1733 1970 5362
650 1100 200 120 15 60 400 274 9690 13017 396 6000 10110 1803 2824 6722
650 1100 200 120 15 60 500 287 11666 14584 413 7613 11700 1874 3776 7979
650 1100 200 120 15 60 600 300 13802 16061 430 9339 13171 1948 4820 9152
650 1100 200 120 15 60 700 313 16075 17461 449 11202 14566 2023 5950 10254
650 1100 200 120 15 60 800 326 18495 18784 468 13200 15888 2099 7163 11296
650 1100 200 120 15 60 900 339 21031 20040 487 15283 17129 2177 8455 12283
650 1100 200 120 15 120 0 231 3528 5207 330 1237 2023 1540 73 125
650 1100 200 120 15 120 100 241 4786 7504 345 2150 4468 1601 585 2184
