VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR XA_SWIR XB_SWIR XC_SWIR 
650 1075 400 60 30 60 200 317 8069 9516 462 4412 6533 2142 1773 3868
650 1075 400 60 30 60 300 333 10481 11339 486 6349 8402 2237 2916 5362
650 1075 400 60 30 60 400 351 13160 13017 510 8535 10110 2335 4232 6722
650 1075 400 60 30 60 500 368 16086 14584 535 10966 11700 2437 5710 7979
650 1075 400 60 30 60 600 386 19244 16061 561 13576 13171 2542 7338 9152
650 1075 400 60 30 60 700 405 22615 17461 587 16396 14566 2649 9106 10254
650 1075 400 60 30 60 800 424 26159 18784 614 19393 15888 2760 11004 11296
650 1075 400 60 30 60 900 443 29853 20040 641 22512 17129 2873 13022 12283
650 1075 400 60 30 120 0 290 4153 5207 417 1464 2023 1967 86 125
650 1075 400 60 30 120 100 306 5946 7504 439 2781 4468 2052 822 2184
650 1075 400 60 30 120 200 322 8061 9516 462 4411 6533 2142 1773 3868
650 1075 400 60 30 120 300 339 10471 11339 486 6349 8402 2237 2916 5362
650 1075 400 60 30 120 400 357 13148 13017 510 8535 10110 2335 4232 6722
650 1075 400 60 30 120 500 375 16075 14584 535 10966 11700 2437 5710 7979
650 1075 400 60 30 120 600 393 19232 16061 561 13576 13171 2542 7338 9152
650 1075 400 60 30 120 700 412 22603 17461 587 16396 14566 2649 9106 10254
650 1075 400 60 30 120 800 432 26146 18784 614 19393 15888 2760 11004 11296
650 1075 400 60 30 120 900 451 29840 20040 641 22512 17129 2873 13022 12283
650 1075 400 60 30 180 0 295 4146 5207 417 1463 2023 1967 86 125
650 1075 400 60 30 180 100 311 5937 7504 440 2781 4468 2052 822 2184
650 1075 400 60 30 180 200 328 8051 9516 462 4411 6533 2142 1773 3868
650 1075 400 60 30 180 300 346 10461 11339 486 6347 8402 2237 2916 5362
650 1075 400 60 30 180 400 363 13136 13017 511 8535 10110 2335 4232 6722
650 1075 400 60 30 180 500 382 16063 14584 536 10966 11700 2437 5710 7979
650 1075 400 60 30 180 600 400 19220 16061 561 13576 13171 2542 7338 9152
650 1075 400 60 30 180 700 420 22590 17461 588 16396 14566 2649 9106 10254
650 1075 400 60 30 180 800 439 26133 18784 614 19392 15888 2760 11004 11296
650 1075 400 60 30 180 900 459 29826 20040 641 22511 17129 2873 13022 12283
650 1075 400 60 30 240 0 300 4138 5207 417 1463 2023 1967 86 125
650 1075 400 60 30 240 100 317 5929 7504 440 2780 4468 2052 822 2184
650 1075 400 60 30 240 200 334 8042 9516 462 4411 6533 2142 1773 3868
650 1075 400 60 30 240 300 352 10450 11339 486 6347 8402 2237 2916 5362
650 1075 400 60 30 240 400 370 13125 13017 511 8535 10110 2335 4232 6722
650 1075 400 60 30 240 500 389 16051 14584 536 10966 11700 2437 5710 7979
650 1075 400 60 30 240 600 408 19207 16061 562 13576 13171 2542 7338 9152
650 1075 400 60 30 240 700 427 22577 17461 588 16395 14566 2649 9106 10254
650 1075 400 60 30 240 800 447 26118 18784 615 19392 15888 2760 11004 11296
650 1075 400 60 30 240 900 468 29812 20040 642 22511 17129 2873 13022 12283
650 1075 400 60 30 300 0 306 4130 5207 417 1463 2023 1967 86 125
650 1075 400 60 30 300 100 323 5920 7504 440 2780 4468 2052 822 2184
650 1075 400 60 30 300 200 340 8032 9516 462 4411 6533 2142 1773 3868
650 1075 400 60 30 300 300 358 10440 11339 486 6347 8402 2237 2916 5362
650 1075 400 60 30 300 400 377 13114 13017 511 8534 10110 2335 4232 6722
650 1075 400 60 30 300 500 396 16039 14584 536 10965 11700 2437 5710 7979
650 1075 400 60 30 300 600 415 19195 16061 562 13576 13171 2542 7338 9152
650 1075 400 60 30 300 700 434 22565 17461 588 16395 14566 2649 9106 10254
650 1075 400 60 30 300 800 455 26106 18784 615 19392 15888 2760 11004 11296
650 1075 400 60 30 300 900 476 29798 20040 642 22511 17129 2873 13022 12283
650 1075 400 60 30 360 0 311 4122 5207 417 1463 2023 1967 86 125
650 1075 400 60 30 360 100 328 5911 7504 440 2780 4468 2052 822 2184
650 1075 400 60 30 360 200 346 8022 9516 462 4411 6533 2142 1773 3868
650 1075 400 60 30 360 300 364 10429 11339 487 6347 8402 2237 2916 5362
650 1075 400 60 30 360 400 383 13103 13017 511 8534 10110 2335 4232 6722
650 1075 400 60 30 360 500 403 16027 14584 536 10965 11700 2437 5710 7979
650 1075 400 60 30 360 600 423 19183 16061 562 13575 13171 2542 7338 9152
650 1075 400 60 30 360 700 443 22552 17461 588 16395 14566 2649 9106 10254
650 1075 400 60 30 360 800 464 26093 18784 615 19392 15888 2760 11004 11296
650 1075 400 60 30 360 900 485 29785 20040 642 22511 17129 2873 13022 12283
650 1075 400 60 45 0 0 283 4215 5207 426 1494 2023 2019 89 125
650 1075 400 60 45 0 100 298 6018 7504 447 2819 4468 2107 830 2184
650 1075 400 60 45 0 200 314 8144 9516 471 4460 6533 2199 1788 3868
650 1075 400 60 45 0 300 331 10567 11339 495 6408 8402 2296 2938 5362
650 1075 400 60 45 0 400 348 13258 13017 520 8609 10110 2397 4263 6722
650 1075 400 60 45 0 500 366 16198 14584 546 11055 11700 2502 5751 7979
650 1075 400 60 45 0 600 384 19370 16061 572 13680 13171 2609 7391 9152
650 1075 400 60 45 0 700 402 22756 17461 599 16518 14566 2720 9172 10254
650 1075 400 60 45 0 800 421 26316 18784 626 19533 15888 2833 11082 11296
650 1075 400 60 45 0 900 440 30026 20040 654 22670 17129 2949 13114 12283
650 1075 400 60 45 60 0 288 4207 5207 426 1494 2023 2019 89 125
650 1075 400 60 45 60 100 304 6009 7504 447 2819 4468 2107 830 2184
650 1075 400 60 45 60 200 320 8135 9516 471 4460 6533 2199 1788 3868
650 1075 400 60 45 60 300 337 10557 11339 496 6408 8402 2296 2938 5362
650 1075 400 60 45 60 400 354 13247 13017 520 8609 10110 2397 4263 6722
650 1075 400 60 45 60 500 372 16186 14584 546 11055 11700 2502 5751 7979
650 1075 400 60 45 60 600 391 19358 16061 572 13680 13171 2609 7391 9152
650 1075 400 60 45 60 700 410 22744 17461 599 16518 14566 2720 9172 10254
650 1075 400 60 45 60 800 429 26303 18784 626 19533 15888 2833 11082 11296
650 1075 400 60 45 60 900 447 30014 20040 654 22670 17129 2949 13114 12283
650 1075 400 60 45 120 0 293 4199 5207 426 1493 2023 2019 89 125
650 1075 400 60 45 120 100 309 6001 7504 447 2819 4468 2107 830 2184
650 1075 400 60 45 120 200 326 8125 9516 472 4460 6533 2199 1788 3868
650 1075 400 60 45 120 300 343 10546 11339 496 6408 8402 2296 2938 5362
650 1075 400 60 45 120 400 361 13236 13017 521 8609 10110 2397 4263 6722
650 1075 400 60 45 120 500 379 16175 14584 546 11055 11700 2502 5751 7979
650 1075 400 60 45 120 600 398 19346 16061 573 13680 13171 2609 7391 9152
650 1075 400 60 45 120 700 417 22732 17461 599 16518 14566 2720 9172 10254
650 1075 400 60 45 120 800 436 26290 18784 627 19532 15888 2833 11082 11296
650 1075 400 60 45 120 900 456 30000 20040 654 22670 17129 2949 13114 12283
650 1075 400 60 45 180 0 298 4192 5207 426 1493 2023 2019 89 125
650 1075 400 60 45 180 100 315 5992 7504 449 2819 4468 2107 830 2184
650 1075 400 60 45 180 200 332 8116 9516 472 4460 6533 2199 1788 3868
650 1075 400 60 45 180 300 349 10536 11339 496 6408 8402 2296 2938 5362
650 1075 400 60 45 180 400 367 13225 13017 521 8609 10110 2397 4263 6722
650 1075 400 60 45 180 500 386 16163 14584 547 11055 11700 2502 5751 7979
650 1075 400 60 45 180 600 405 19334 16061 573 13680 13171 2609 7391 9152
650 1075 400 60 45 180 700 425 22719 17461 600 16518 14566 2720 9172 10254
650 1075 400 60 45 180 800 444 26277 18784 627 19532 15888 2833 11082 11296
650 1075 400 60 45 180 900 464 29986 20040 655 22670 17129 2949 13114 12283
650 1075 400 60 45 240 0 304 4184 5207 427 1493 2023 2019 89 125
650 1075 400 60 45 240 100 320 5983 7504 449 2819 4468 2107 830 2184
650 1075 400 60 45 240 200 338 8105 9516 472 4460 6533 2199 1788 3868
650 1075 400 60 45 240 300 356 10526 11339 496 6408 8402 2296 2938 5362
650 1075 400 60 45 240 400 374 13214 13017 521 8609 10110 2397 4263 6722
650 1075 400 60 45 240 500 393 16152 14584 547 11054 11700 2502 5751 7979
650 1075 400 60 45 240 600 412 19322 16061 573 13680 13171 2609 7391 9152
650 1075 400 60 45 240 700 432 22707 17461 600 16517 14566 2720 9172 10254
650 1075 400 60 45 240 800 451 26264 18784 627 19532 15888 2833 11082 11296
650 1075 400 60 45 240 900 473 29973 20040 655 22670 17129 2949 13114 12283
650 1075 400 60 45 300 0 309 4176 5207 427 1493 2023 2019 89 125
650 1075 400 60 45 300 100 326 5975 7504 449 2819 4468 2107 830 2184
650 1075 400 60 45 300 200 344 8096 9516 472 4460 6533 2199 1788 3868
650 1075 400 60 45 300 300 362 10515 11339 496 6408 8402 2296 2938 5362
650 1075 400 60 45 300 400 381 13203 13017 521 8609 10110 2397 4263 6722
650 1075 400 60 45 300 500 400 16139 14584 547 11054 11700 2502 5751 7979
650 1075 400 60 45 300 600 420 19310 16061 573 13680 13171 2609 7391 9152
650 1075 400 60 45 300 700 440 22694 17461 600 16517 14566 2720 9172 10254
650 1075 400 60 45 300 800 461 26251 18784 627 19532 15888 2833 11082 11296
650 1075 400 60 45 300 900 481 29959 20040 655 22669 17129 2949 13114 12283
650 1075 400 60 45 360 0 315 4168 5207 427 1493 2023 2019 89 125
650 1075 400 60 45 360 100 332 5966 7504 449 2819 4468 2107 830 2184
650 1075 400 60 45 360 200 350 8087 9516 472 4459 6533 2199 1788 3868
650 1075 400 60 45 360 300 369 10505 11339 496 6408 8402 2296 2938 5362
650 1075 400 60 45 360 400 388 13191 13017 522 8608 10110 2397 4263 6722
650 1075 400 60 45 360 500 407 16128 14584 547 11054 11700 2502 5751 7979
650 1075 400 60 45 360 600 427 19297 16061 573 13680 13171 2609 7391 9152
650 1075 400 60 45 360 700 447 22681 17461 600 16517 14566 2720 9172 10254
650 1075 400 60 45 360 800 469 26238 18784 628 19532 15888 2833 11082 11296
650 1075 400 60 45 360 900 490 29946 20040 655 22669 17129 2949 13114 12283
650 1075 400 60 60 0 0 285 4254 5207 432 1519 2023 2062 91 125
650 1075 400 60 60 0 100 301 6065 7504 455 2851 4468 2152 835 2184
650 1075 400 60 60 0 200 317 8199 9516 479 4500 6533 2247 1799 3868
650 1075 400 60 60 0 300 334 10631 11339 504 6458 8402 2346 2956 5362
650 1075 400 60 60 0 400 351 13331 13017 529 8669 10110 2449 4288 6722
650 1075 400 60 60 0 500 369 16282 14584 555 11127 11700 2556 5784 7979
650 1075 400 60 60 0 600 387 19466 16061 582 13765 13171 2665 7432 9152
650 1075 400 60 60 0 700 406 22864 17461 609 16615 14566 2778 9223 10254
650 1075 400 60 60 0 800 425 26436 18784 637 19644 15888 2894 11144 11296
650 1075 400 60 60 0 900 444 30159 20040 665 22796 17129 3013 13186 12283
650 1075 400 60 60 60 0 291 4247 5207 432 1518 2023 2062 91 125
650 1075 400 60 60 60 100 307 6056 7504 456 2851 4468 2152 835 2184
650 1075 400 60 60 60 200 323 8189 9516 479 4500 6533 2247 1799 3868
650 1075 400 60 60 60 300 340 10620 11339 504 6458 8402 2346 2956 5362
650 1075 400 60 60 60 400 358 13321 13017 529 8669 10110 2449 4288 6722
650 1075 400 60 60 60 500 376 16271 14584 555 11126 11700 2556 5784 7979
650 1075 400 60 60 60 600 394 19454 16061 582 13765 13171 2665 7432 9152
650 1075 400 60 60 60 700 413 22851 17461 609 16615 14566 2778 9223 10254
650 1075 400 60 60 60 800 432 26423 18784 637 19644 15888 2894 11144 11296
650 1075 400 60 60 60 900 451 30147 20040 665 22796 17129 3013 13186 12283
650 1075 400 60 60 120 0 296 4239 5207 432 1518 2023 2062 91 125
650 1075 400 60 60 120 100 312 6047 7504 456 2851 4468 2152 835 2184
650 1075 400 60 60 120 200 329 8180 9516 479 4500 6533 2247 1799 3868
650 1075 400 60 60 120 300 346 10610 11339 504 6458 8402 2346 2956 5362
650 1075 400 60 60 120 400 364 13310 13017 529 8669 10110 2449 4288 6722
650 1075 400 60 60 120 500 383 16259 14584 556 11126 11700 2556 5784 7979
650 1075 400 60 60 120 600 402 19442 16061 582 13765 13171 2665 7432 9152
650 1075 400 60 60 120 700 421 22839 17461 609 16615 14566 2778 9223 10254
650 1075 400 60 60 120 800 441 26410 18784 637 19644 15888 2894 11144 11296
650 1075 400 60 60 120 900 461 30133 20040 665 22796 17129 3013 13186 12283
650 1075 400 60 60 180 0 301 4231 5207 434 1518 2023 2062 91 125
650 1075 400 60 60 180 100 318 6039 7504 456 2851 4468 2152 835 2184
650 1075 400 60 60 180 200 335 8169 9516 479 4500 6533 2247 1799 3868
650 1075 400 60 60 180 300 353 10600 11339 504 6458 8402 2346 2956 5362
650 1075 400 60 60 180 400 371 13299 13017 530 8669 10110 2449 4288 6722
650 1075 400 60 60 180 500 390 16248 14584 556 11126 11700 2556 5784 7979
650 1075 400 60 60 180 600 409 19430 16061 582 13765 13171 2665 7432 9152
650 1075 400 60 60 180 700 429 22827 17461 610 16615 14566 2778 9223 10254
650 1075 400 60 60 180 800 449 26398 18784 637 19644 15888 2894 11144 11296
650 1075 400 60 60 180 900 469 30120 20040 665 22796 17129 3013 13186 12283
650 1075 400 60 60 240 0 307 4224 5207 434 1518 2023 2062 91 125
650 1075 400 60 60 240 100 324 6030 7504 456 2850 4468 2152 835 2184
650 1075 400 60 60 240 200 341 8161 9516 479 4499 6533 2247 1799 3868
650 1075 400 60 60 240 300 359 10590 11339 504 6458 8402 2346 2956 5362
650 1075 400 60 60 240 400 378 13286 13017 530 8668 10110 2449 4288 6722
650 1075 400 60 60 240 500 396 16236 14584 556 11126 11700 2556 5784 7979
650 1075 400 60 60 240 600 415 19418 16061 583 13764 13171 2665 7432 9152
650 1075 400 60 60 240 700 436 22814 17461 610 16615 14566 2778 9223 10254
650 1075 400 60 60 240 800 457 26384 18784 638 19643 15888 2894 11144 11296
650 1075 400 60 60 240 900 477 30106 20040 666 22796 17129 3013 13186 12283
650 1075 400 60 60 300 0 312 4216 5207 434 1518 2023 2062 91 125
650 1075 400 60 60 300 100 329 6021 7504 456 2850 4468 2152 835 2184
650 1075 400 60 60 300 200 347 8151 9516 479 4499 6533 2247 1799 3868
650 1075 400 60 60 300 300 365 10579 11339 505 6458 8402 2346 2956 5362
650 1075 400 60 60 300 400 384 13275 13017 530 8668 10110 2449 4288 6722
650 1075 400 60 60 300 500 404 16224 14584 556 11126 11700 2556 5784 7979
650 1075 400 60 60 300 600 424 19406 16061 583 13764 13171 2665 7432 9152
650 1075 400 60 60 300 700 444 22802 17461 610 16614 14566 2778 9223 10254
650 1075 400 60 60 300 800 464 26372 18784 638 19643 15888 2894 11144 11296
650 1075 400 60 60 300 900 486 30092 20040 666 22795 17129 3013 13186 12283
650 1075 400 60 60 360 0 318 4208 5207 434 1518 2023 2062 91 125
650 1075 400 60 60 360 100 335 6013 7504 457 2850 4468 2152 835 2184
650 1075 400 60 60 360 200 353 8142 9516 479 4499 6533 2247 1799 3868
650 1075 400 60 60 360 300 372 10569 11339 505 6458 8402 2346 2956 5362
650 1075 400 60 60 360 400 391 13264 13017 530 8668 10110 2449 4288 6722
650 1075 400 60 60 360 500 411 16213 14584 556 11126 11700 2556 5784 7979
650 1075 400 60 60 360 600 430 19393 16061 583 13764 13171 2665 7432 9152
650 1075 400 60 60 360 700 451 22789 17461 610 16614 14566 2778 9223 10254
650 1075 400 60 60 360 800 473 26359 18784 638 19643 15888 2894 11144 11296
650 1075 400 60 60 360 900 495 30080 20040 666 22795 17129 3013 13186 12283
650 1075 400 60 75 0 0 288 4290 5207 439 1540 2023 2100 92 125
650 1075 400 60 75 0 100 304 6106 7504 462 2878 4468 2191 840 2184
650 1075 400 60 75 0 200 320 8247 9516 486 4534 6533 2288 1807 3868
650 1075 400 60 75 0 300 337 10687 11339 511 6500 8402 2389 2970 5362
650 1075 400 60 75 0 400 354 13396 13017 536 8720 10110 2494 4308 6722
650 1075 400 60 75 0 500 372 16356 14584 563 11187 11700 2602 5811 7979
650 1075 400 60 75 0 600 391 19549 16061 590 13836 13171 2714 7467 9152
650 1075 400 60 75 0 700 409 22957 17461 617 16697 14566 2829 9265 10254
650 1075 400 60 75 0 800 429 26540 18784 646 19737 15888 2947 11195 11296
650 1075 400 60 75 0 900 447 30275 20040 674 22901 17129 3068 13247 12283
650 1075 400 60 75 60 0 293 4282 5207 439 1540 2023 2100 92 125
650 1075 400 60 75 60 100 309 6097 7504 462 2878 4468 2191 840 2184
650 1075 400 60 75 60 200 326 8238 9516 486 4534 6533 2288 1807 3868
650 1075 400 60 75 60 300 343 10676 11339 511 6500 8402 2389 2970 5362
650 1075 400 60 75 60 400 361 13385 13017 537 8719 10110 2494 4308 6722
650 1075 400 60 75 60 500 379 16344 14584 563 11186 11700 2602 5811 7979
650 1075 400 60 75 60 600 398 19537 16061 590 13835 13171 2714 7467 9152
650 1075 400 60 75 60 700 417 22945 17461 618 16697 14566 2829 9265 10254
650 1075 400 60 75 60 800 436 26527 18784 646 19737 15888 2947 11195 11296
650 1075 400 60 75 60 900 456 30262 20040 674 22901 17129 3068 13247 12283
650 1075 400 60 75 120 0 298 4274 5207 440 1540 2023 2100 92 125
650 1075 400 60 75 120 100 315 6089 7504 462 2878 4468 2191 840 2184
650 1075 400 60 75 120 200 332 8228 9516 486 4534 6533 2288 1807 3868
650 1075 400 60 75 120 300 349 10666 11339 511 6500 8402 2389 2970 5362
650 1075 400 60 75 120 400 367 13374 13017 537 8719 10110 2494 4308 6722
650 1075 400 60 75 120 500 386 16333 14584 563 11186 11700 2602 5811 7979
650 1075 400 60 75 120 600 405 19525 16061 590 13835 13171 2714 7467 9152
650 1075 400 60 75 120 700 424 22932 17461 618 16696 14566 2829 9265 10254
650 1075 400 60 75 120 800 444 26515 18784 646 19737 15888 2947 11195 11296
650 1075 400 60 75 120 900 464 30248 20040 675 22901 17129 3068 13247 12283
650 1075 400 60 75 180 0 304 4267 5207 440 1540 2023 2100 92 125
650 1075 400 60 75 180 100 320 6080 7504 462 2878 4468 2191 840 2184
650 1075 400 60 75 180 200 338 8219 9516 486 4533 6533 2288 1807 3868
650 1075 400 60 75 180 300 356 10656 11339 511 6500 8402 2389 2970 5362
650 1075 400 60 75 180 400 374 13363 13017 537 8719 10110 2494 4308 6722
650 1075 400 60 75 180 500 393 16321 14584 564 11186 11700 2602 5811 7979
650 1075 400 60 75 180 600 412 19513 16061 591 13835 13171 2714 7467 9152
650 1075 400 60 75 180 700 432 22920 17461 618 16696 14566 2829 9265 10254
650 1075 400 60 75 180 800 451 26501 18784 646 19737 15888 2947 11195 11296
650 1075 400 60 75 180 900 473 30235 20040 675 22901 17129 3068 13247 12283
650 1075 400 60 75 240 0 309 4259 5207 440 1540 2023 2100 92 125
650 1075 400 60 75 240 100 326 6072 7504 462 2878 4468 2191 840 2184
650 1075 400 60 75 240 200 344 8209 9516 487 4533 6533 2288 1807 3868
650 1075 400 60 75 240 300 362 10646 11339 512 6500 8402 2389 2970 5362
650 1075 400 60 75 240 400 381 13352 13017 537 8719 10110 2494 4308 6722
650 1075 400 60 75 240 500 400 16310 14584 564 11186 11700 2602 5811 7979
650 1075 400 60 75 240 600 420 19501 16061 591 13835 13171 2714 7467 9152
650 1075 400 60 75 240 700 440 22908 17461 619 16696 14566 2829 9265 10254
650 1075 400 60 75 240 800 461 26489 18784 647 19737 15888 2947 11195 11296
650 1075 400 60 75 240 900 481 30222 20040 675 22901 17129 3068 13247 12283
650 1075 400 60 75 300 0 315 4251 5207 440 1540 2023 2100 92 125
650 1075 400 60 75 300 100 332 6063 7504 462 2878 4468 2191 840 2184
650 1075 400 60 75 300 200 350 8200 9516 487 4533 6533 2288 1807 3868
650 1075 400 60 75 300 300 369 10635 11339 512 6499 8402 2389 2970 5362
650 1075 400 60 75 300 400 388 13341 13017 538 8719 10110 2494 4308 6722
650 1075 400 60 75 300 500 407 16298 14584 564 11186 11700 2602 5811 7979
650 1075 400 60 75 300 600 427 19489 16061 591 13835 13171 2714 7467 9152
650 1075 400 60 75 300 700 447 22896 17461 619 16696 14566 2829 9265 10254
650 1075 400 60 75 300 800 469 26476 18784 647 19736 15888 2947 11195 11296
650 1075 400 60 75 300 900 490 30209 20040 676 22901 17129 3068 13247 12283
650 1075 400 60 75 360 0 321 4244 5207 440 1539 2023 2100 92 125
650 1075 400 60 75 360 100 338 6054 7504 462 2877 4468 2191 840 2184
650 1075 400 60 75 360 200 356 8190 9516 487 4533 6533 2288 1807 3868
650 1075 400 60 75 360 300 375 10625 11339 512 6499 8402 2389 2970 5362
650 1075 400 60 75 360 400 395 13330 13017 538 8719 10110 2494 4308 6722
650 1075 400 60 75 360 500 415 16286 14584 564 11186 11700 2602 5811 7979
650 1075 400 60 75 360 600 434 19477 16061 591 13835 13171 2714 7467 9152
650 1075 400 60 75 360 700 456 22883 17461 619 16696 14566 2829 9265 10254
650 1075 400 60 75 360 800 477 26462 18784 647 19736 15888 2947 11195 11296
650 1075 400 60 75 360 900 498 30195 20040 676 22901 17129 3068 13247 12283
650 1075 400 60 90 0 0 290 4322 5207 445 1559 2023 2134 94 125
650 1075 400 60 90 0 100 306 6143 7504 468 2902 4468 2227 844 2184
650 1075 400 60 90 0 200 322 8291 9516 492 4564 6533 2325 1816 3868
650 1075 400 60 90 0 300 339 10737 11339 517 6537 8402 2427 2982 5362
650 1075 400 60 90 0 400 357 13453 13017 543 8763 10110 2534 4325 6722
650 1075 400 60 90 0 500 375 16421 14584 570 11239 11700 2644 5834 7979
650 1075 400 60 90 0 600 394 19622 16061 597 13896 13171 2758 7496 9152
650 1075 400 60 90 0 700 412 23040 17461 625 16767 14566 2875 9301 10254
650 1075 400 60 90 0 800 432 26632 18784 654 19818 15888 2995 11239 11296
650 1075 400 60 90 0 900 451 30377 20040 683 22992 17129 3117 13299 12283
650 1075 400 60 90 60 0 295 4314 5207 445 1559 2023 2134 94 125
650 1075 400 60 90 60 100 311 6135 7504 468 2902 4468 2227 844 2184
650 1075 400 60 90 60 200 328 8281 9516 492 4564 6533 2325 1816 3868
650 1075 400 60 90 60 300 346 10727 11339 517 6536 8402 2427 2982 5362
650 1075 400 60 90 60 400 364 13442 13017 543 8763 10110 2534 4325 6722
650 1075 400 60 90 60 500 382 16410 14584 570 11239 11700 2644 5834 7979
650 1075 400 60 90 60 600 400 19611 16061 597 13896 13171 2758 7496 9152
650 1075 400 60 90 60 700 420 23028 17461 625 16767 14566 2875 9301 10254
650 1075 400 60 90 60 800 440 26620 18784 654 19817 15888 2995 11239 11296
650 1075 400 60 90 60 900 460 30364 20040 683 22992 17129 3117 13299 12283
650 1075 400 60 90 120 0 301 4306 5207 445 1559 2023 2134 94 125
650 1075 400 60 90 120 100 317 6126 7504 468 2902 4468 2227 844 2184
650 1075 400 60 90 120 200 334 8272 9516 492 4563 6533 2325 1816 3868
650 1075 400 60 90 120 300 352 10716 11339 518 6536 8402 2427 2982 5362
650 1075 400 60 90 120 400 370 13431 13017 544 8763 10110 2534 4325 6722
650 1075 400 60 90 120 500 389 16398 14584 571 11238 11700 2644 5834 7979
650 1075 400 60 90 120 600 408 19599 16061 598 13896 13171 2758 7496 9152
650 1075 400 60 90 120 700 428 23016 17461 626 16767 14566 2875 9301 10254
650 1075 400 60 90 120 800 447 26606 18784 654 19817 15888 2995 11239 11296
650 1075 400 60 90 120 900 468 30351 20040 683 22992 17129 3117 13299 12283
650 1075 400 60 90 180 0 306 4299 5207 445 1559 2023 2134 94 125
650 1075 400 60 90 180 100 323 6118 7504 468 2902 4468 2227 844 2184
650 1075 400 60 90 180 200 340 8262 9516 493 4563 6533 2325 1816 3868
650 1075 400 60 90 180 300 358 10706 11339 518 6536 8402 2427 2982 5362
650 1075 400 60 90 180 400 377 13421 13017 544 8763 10110 2534 4325 6722
650 1075 400 60 90 180 500 396 16387 14584 571 11238 11700 2644 5834 7979
650 1075 400 60 90 180 600 415 19587 16061 598 13896 13171 2758 7496 9152
650 1075 400 60 90 180 700 434 23003 17461 626 16767 14566 2875 9301 10254
650 1075 400 60 90 180 800 456 26594 18784 655 19817 15888 2995 11239 11296
650 1075 400 60 90 180 900 476 30338 20040 683 22992 17129 3117 13299 12283
650 1075 400 60 90 240 0 312 4291 5207 445 1559 2023 2134 94 125
650 1075 400 60 90 240 100 329 6109 7504 469 2902 4468 2227 844 2184
650 1075 400 60 90 240 200 346 8253 9516 493 4563 6533 2325 1816 3868
650 1075 400 60 90 240 300 365 10696 11339 518 6536 8402 2427 2982 5362
650 1075 400 60 90 240 400 384 13410 13017 544 8763 10110 2534 4325 6722
650 1075 400 60 90 240 500 403 16375 14584 571 11238 11700 2644 5834 7979
650 1075 400 60 90 240 600 423 19575 16061 598 13896 13171 2758 7496 9152
650 1075 400 60 90 240 700 443 22991 17461 626 16766 14566 2875 9301 10254
650 1075 400 60 90 240 800 464 26582 18784 655 19817 15888 2995 11239 11296
650 1075 400 60 90 240 900 485 30325 20040 684 22991 17129 3117 13299 12283
650 1075 400 60 90 300 0 317 4283 5207 446 1559 2023 2134 94 125
650 1075 400 60 90 300 100 335 6100 7504 469 2902 4468 2227 844 2184
650 1075 400 60 90 300 200 353 8243 9516 493 4563 6533 2325 1816 3868
650 1075 400 60 90 300 300 371 10686 11339 518 6536 8402 2427 2982 5362
650 1075 400 60 90 300 400 391 13399 13017 544 8763 10110 2534 4325 6722
650 1075 400 60 90 300 500 410 16364 14584 571 11238 11700 2644 5834 7979
650 1075 400 60 90 300 600 430 19563 16061 599 13896 13171 2758 7496 9152
650 1075 400 60 90 300 700 451 22979 17461 627 16766 14566 2875 9301 10254
650 1075 400 60 90 300 800 472 26568 18784 655 19817 15888 2995 11239 11296
650 1075 400 60 90 300 900 494 30311 20040 684 22991 17129 3117 13299 12283
650 1075 400 60 90 360 0 323 4276 5207 446 1559 2023 2134 94 125
650 1075 400 60 90 360 100 341 6092 7504 469 2902 4468 2227 844 2184
650 1075 400 60 90 360 200 359 8234 9516 493 4563 6533 2325 1816 3868
650 1075 400 60 90 360 300 378 10675 11339 519 6536 8402 2427 2982 5362
650 1075 400 60 90 360 400 398 13388 13017 545 8763 10110 2534 4325 6722
650 1075 400 60 90 360 500 417 16352 14584 572 11238 11700 2644 5834 7979
650 1075 400 60 90 360 600 438 19551 16061 599 13896 13171 2758 7496 9152
650 1075 400 60 90 360 700 459 22967 17461 627 16766 14566 2875 9301 10254
650 1075 400 60 90 360 800 481 26556 18784 655 19817 15888 2995 11239 11296
650 1075 400 60 90 360 900 503 30298 20040 684 22991 17129 3117 13299 12283
650 1075 400 120 0 0 0 271 4135 5207 385 1385 2023 1756 79 125
650 1075 400 120 0 0 100 285 5840 7504 405 2599 4468 1833 750 2184
650 1075 400 120 0 0 200 301 7840 9516 426 4098 6533 1913 1612 3868
650 1075 400 120 0 0 300 317 10119 11339 447 5884 8402 1998 2647 5362
650 1075 400 120 0 0 400 333 12652 13017 470 7903 10110 2085 3837 6722
650 1075 400 120 0 0 500 350 15423 14584 493 10154 11700 2176 5178 7979
650 1075 400 120 0 0 600 367 18420 16061 517 12573 13171 2270 6657 9152
650 1075 400 120 0 0 700 385 21626 17461 541 15197 14566 2366 8266 10254
650 1075 400 120 0 0 800 403 25002 18784 566 17991 15888 2465 9996 11296
650 1075 400 120 0 0 900 421 28527 20040 591 20903 17129 2566 11839 12283
650 1075 400 120 0 60 0 276 4127 5207 385 1385 2023 1756 79 125
650 1075 400 120 0 60 100 291 5831 7504 405 2599 4468 1833 750 2184
